Script	Run	Model	Accuracy_Pairs	Accuracy_Full	Accuracy_Pairs_Types	Accuracy_Full_Types
forWords_Celex_EvaluateWeights_MorphemeGrammar_FullData.py	12188	RANDOM	0.26450079239302693	0.18909001956947163	0.28288575329995447	0.19457676804690363
forWords_Celex_EvaluateWeights_MorphemeGrammar_FullData.py	1279323	4888523	0.9816164817749604	0.9789628180039139	0.9736003641329085	0.968486625137413
forWords_Celex_EvaluateWeights_MorphemeGrammar_FullData.py	1721123	RANDOM	0.9412044374009508	0.9227005870841487	0.9208010923987255	0.8915353609380725
forWords_Celex_EvaluateWeights_MorphemeGrammar_FullData.py	1982779	2763342	0.9619651347068146	0.9571917808219178	0.946290395994538	0.9373396848662514
forWords_Celex_EvaluateWeights_MorphemeGrammar_FullData.py	2110353	162398	0.9817749603803486	0.9796966731898239	0.9738279472007283	0.9695859289116893
forWords_Celex_EvaluateWeights_MorphemeGrammar_FullData.py	2429058	2135709	0.9502377179080824	0.9388454011741683	0.9351388256713701	0.9179186515207035
forWords_Celex_EvaluateWeights_MorphemeGrammar_FullData.py	2678679	RANDOM	0.11901743264659272	0.08170254403131115	0.13746017296313154	0.08501282521069989
forWords_Celex_EvaluateWeights_MorphemeGrammar_FullData.py	2713533	RANDOM	0.7708399366085579	0.673679060665362	0.7532999544833865	0.6427262733602052
forWords_Celex_EvaluateWeights_MorphemeGrammar_FullData.py	2919774	RANDOM	0.7028526148969889	0.5905088062622309	0.7007282658170232	0.5859289116892634
forWords_Celex_EvaluateWeights_MorphemeGrammar_FullData.py	3177544	1302955	0.9641838351822504	0.9598825831702544	0.949021392808375	0.9406375961890803
forWords_Celex_EvaluateWeights_MorphemeGrammar_FullData.py	3234355	9049188	0.9641838351822504	0.9596379647749511	0.9494765589440146	0.9410040307805057
forWords_Celex_EvaluateWeights_MorphemeGrammar_FullData.py	3369710	7669547	0.9458003169572108	0.9324853228962818	0.9253527537551206	0.9028948332722609
forWords_Celex_EvaluateWeights_MorphemeGrammar_FullData.py	3444901	6339107	0.9328050713153724	0.9214774951076321	0.9069185252617206	0.8867717112495419
forWords_Celex_EvaluateWeights_MorphemeGrammar_FullData.py	359237	2040084	0.9833597464342314	0.9811643835616438	0.9761037778789258	0.9717845364602419
forWords_Celex_EvaluateWeights_MorphemeGrammar_FullData.py	4057306	9428334	0.9817749603803486	0.9789628180039139	0.9738279472007283	0.968486625137413
forWords_Celex_EvaluateWeights_MorphemeGrammar_FullData.py	4154216	2283853	0.9413629160063391	0.9263698630136986	0.9223941738734638	0.8999633565408575
forWords_Celex_EvaluateWeights_MorphemeGrammar_FullData.py	4201682	5241972	0.9473851030110935	0.9386007827788649	0.9312699135184342	0.9179186515207035
forWords_Celex_EvaluateWeights_MorphemeGrammar_FullData.py	4259242	3308500	0.9670364500792393	0.9620841487279843	0.9531178880291307	0.9439355075119091
forWords_Celex_EvaluateWeights_MorphemeGrammar_FullData.py	4434242	6504017	0.9622820919175912	0.9569471624266145	0.9467455621301775	0.9369732502748259
forWords_Celex_EvaluateWeights_MorphemeGrammar_FullData.py	4817579	4819154	0.9423137876386688	0.9271037181996086	0.9237596722803824	0.9010626603151337
forWords_Celex_EvaluateWeights_MorphemeGrammar_FullData.py	5290996	RANDOM	0.5001584786053883	0.3901663405088063	0.49726900318616296	0.3777940637596189
forWords_Celex_EvaluateWeights_MorphemeGrammar_FullData.py	5308461	RANDOM	0.7179080824088748	0.6139921722113503	0.706417842512517	0.5969219494320264
forWords_Celex_EvaluateWeights_MorphemeGrammar_FullData.py	5364196	9063581	0.9163232963549921	0.9087573385518591	0.8846153846153846	0.8688164162696959
forWords_Celex_EvaluateWeights_MorphemeGrammar_FullData.py	5391892	5336746	0.9329635499207607	0.9219667318982387	0.9114701866181156	0.8941004030780506
forWords_Celex_EvaluateWeights_MorphemeGrammar_FullData.py	5788647	RANDOM	0.7925515055467511	0.7460861056751468	0.7680928538916705	0.7178453646024184
forWords_Celex_EvaluateWeights_MorphemeGrammar_FullData.py	5968986	6592130	0.9798732171156894	0.976761252446184	0.9710969503868913	0.965188713814584
forWords_Celex_EvaluateWeights_MorphemeGrammar_FullData.py	6239225	RANDOM	0.07337559429477021	0.05014677103718199	0.09626763768775604	0.06485892268230121
forWords_Celex_EvaluateWeights_MorphemeGrammar_FullData.py	6380928	1509445	0.9160063391442155	0.9082681017612525	0.8841602184797451	0.868083547086845
forWords_Celex_EvaluateWeights_MorphemeGrammar_FullData.py	6462318	RANDOM	0.4706814580031696	0.38429549902152643	0.47678652708238506	0.3755954562110663
forWords_Celex_EvaluateWeights_MorphemeGrammar_FullData.py	6562152	7138523	0.9800316957210776	0.9779843444227005	0.9713245334547109	0.9670208867717113
forWords_Celex_EvaluateWeights_MorphemeGrammar_FullData.py	6729746	8279165	0.9456418383518225	0.9408023483365949	0.9228493400091033	0.9127885672407475
forWords_Celex_EvaluateWeights_MorphemeGrammar_FullData.py	6766116	9763692	0.9408874801901743	0.9273483365949119	0.918525261720528	0.8955661414437522
forWords_Celex_EvaluateWeights_MorphemeGrammar_FullData.py	6968269	RANDOM	0.4554675118858954	0.34809197651663404	0.45949021392808376	0.3510443385855625
forWords_Celex_EvaluateWeights_MorphemeGrammar_FullData.py	7085200	1684441	0.9676703645007924	0.9628180039138943	0.9540282203004097	0.9450348112861854
forWords_Celex_EvaluateWeights_MorphemeGrammar_FullData.py	7258027	RANDOM	0.4318541996830428	0.37622309197651665	0.43058716431497496	0.35910589959692196
