FileName	ModelName	Counter	AverageLoss	DH_Mean_NoPunct	DH_Sigma_NoPunct	Distance_Mean_NoPunct	Distance_Sigma_NoPunct	Dependency
7681010	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	-4.46013	0.33441243	2.0762014	0.18607093	acl
7681010	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	-0.39896336	0.08531157	1.7983226	0.14939721	advcl
7681010	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	0.7950398	0.066223845	-0.3160094	0.12589368	advmod
7681010	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	-1.155054	0.07352036	-5.6530952	0.22496165	amod
7681010	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	-3.268893	0.4065534	1.3394442	0.31572074	appos
7681010	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	4.7396083	0.34514913	-2.1488087	0.159951	aux
7681010	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	2.7881074	0.08216045	-1.2761714	0.13764697	case
7681010	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	4.918726	0.39268887	4.8661947	0.2990715	cc
7681010	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	-4.148885	0.39906582	1.6408241	0.25336996	ccomp
7681010	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	1.423882	0.22504105	-2.5275998	0.5120173	compound
7681010	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	-5.23253	0.40549356	2.758117	0.10722697	conj
7681010	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	2.805627	0.2067676	-1.7407651	0.11998626	cop
7681010	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	0.064154506	0.5189465	1.779886	0.8502852	csubj
