2a	0	49
sm	2	34568
1	4	3
sr	6	738
9	8	19
av	10	11
lo	12	5
10	14	16
5	16	11
ht	18	3
ng	20	482
t^	22	16020
cp	24	36
2	26	10
cj	28	1
a.	30	32
9a	32	1
17	34	32
pr	36	3
st	38	1
7	40	5
wo	42	16
pn	44	1
..	46	1
rl	48	102
if	50	1018
ps	52	1
2s	54	1
rf	56	768
3	58	2
6	60	7
wh	62	110
di	64	8
f^	66	1
lc	68	3
1s	70	3
fi	72	1
wa	74	1
14	76	1
m^	78	5
8	80	1
ei	82	1
ap	84	1
ij	86	4
om	88	7985
