sm7	0	163
sm3	2	179
2a	4	49
sm2p	6	951
t^mpa	8	14
t^ke	10	16
sm1s	12	11822
t^ps	14	212
sm8	16	48
sm1p/t^np	18	16
sm10	20	355
sr2	22	50
av	24	11
sm14	26	12
sm9/t^np	28	48
sr5	30	12
sm5	32	180
sm2s	34	10991
t^hla	36	10
a.name	38	31
5	40	11
sm9	42	2426
sr3	44	15
sr1	46	366
sr7	48	16
sr10	50	54
sm6	52	143
sm2	54	580
t^se	56	426
cp	58	34
2	60	10
sm1/t^np	62	121
sr6	64	11
sm2p/t^np	66	15
t^pp	68	691
sm1p	70	1414
t^f5	72	17
t^po/ng	74	30
17	76	32
stone	78	1
t^hla/pf	80	2
t^ntsane	82	4
sr2s	84	4
loc	86	5
sm2/t^np	88	1
if	90	1018
t^nne	92	3
t^nna	94	4
ps	96	1
om2a	98	1
cp6	100	1
t^po/pf	102	1
om17	104	3
sms	106	1
t^batla/pf	108	6
t^.om2s	110	1
want	112	1
sr1s	114	1
sr1p	116	3
t^hle	118	1
t^f3	120	9
sm1s/t^np	122	152
cj	124	1
sr2p	126	3
sm2s/t^np	128	88
sr4	130	3
7	132	5
word	134	16
t^f	136	2
t^p.om1s	138	228
t^p.pour.water.in.pot	140	1
10	142	16
sm3/t^np	144	2
sm5/t^np	146	4
f^f1	148	1
t^22	150	2
1s	152	3
ht	154	3
m^s	156	1
dim	158	8
lc	160	3
sr9	162	186
..if	164	1
2s	166	1
t^mpe	168	2
ng	170	482
t^po/t^pf	172	2
om5	174	346
t^p.om14	176	7
fill.belly/t^pf	178	1
9aj	180	1
sr8	182	6
t^pf	184	8
t^ng	186	1
t^np.om1s	188	1
t^tena	190	1
sm17/t^np	192	2
sm10/t^np	194	3
t^p.om17	196	4
14	198	1
sm1	200	3968
t^p.om6	202	54
t^p.om7	204	61
t^p.rf	206	11
t^p.om8	208	34
t^p.om9	210	379
t^ts	212	28
t^ne	214	957
t^p.om2s	216	410
t^p.om1p	218	36
t^f1	220	3573
t^p.om5	222	82
t^p.om3	224	26
3	226	2
t^po	228	228
t^p.om2p	230	33
t^ba	232	52
rl	234	102
t^be	236	192
t^p.om1	238	331
t^p	240	5701
t^ny	242	87
t^f2	244	993
t^p.om2	246	22
t^p.om10	248	104
t^hlola	250	4
t^be/pf	252	7
6	254	7
cp9	256	1
t^tloha	258	7
pn1s	260	1
sm17	262	882
t^sa	264	221
ij	266	4
m^in	268	4
eight	270	1
t^batla	272	7
a.place	274	1
t^p.om2a	276	1
sm1/t^p	278	1
ap	280	1
t^f4	282	671
om14	284	45
om1p	286	132
om10	288	415
om2	290	52
om8	292	101
om6	294	169
om2p	296	83
om3	298	132
rf	300	767
om7	302	186
sr14	304	2
9	306	19
wh	308	110
om1	310	1198
om1s	312	1032
1	314	3
pr	316	3
om9	318	2395
t^ppf	320	2
8	322	1
sr17	324	6
om2s	326	1695
rf.t^p	328	1
