sm	0	34568
ht	2	3
2a	4	49
a.	6	32
9	8	19
sr	10	738
ng	12	482
cp	14	36
2	16	10
t^	18	16020
17	20	32
5	22	11
av	24	11
ps	26	1
10	28	16
9a	30	1
wa	32	1
rl	34	102
if	36	1018
rf	38	768
lo	40	5
f^	42	1
ij	44	4
8	46	1
pr	48	3
ei	50	1
2s	52	1
pn	54	1
1	56	3
fi	58	1
14	60	1
1s	62	3
ap	64	1
..	66	1
cj	68	1
7	70	5
wo	72	16
st	74	1
6	76	7
m^	78	5
3	80	2
wh	82	110
om	84	7985
lc	86	3
di	88	8
