Model	Language	Command	Loss	Accuracy	AccuracyLabeled	Duration
 	Polish	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Polish REAL_REAL 0.001 0.9 0.999 0.2 200 15 2 50 1 True 500 0.1 100 100 200	0.485976479674	0.899680030115	0.842838321099	12
 	Polish	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Polish REAL_REAL 0.001 0.9 0.999 0.2 200 15 2 50 1 True 500 0.1 100 100 200	0.477066335762	0.900809335592	0.845096932053	15
 	Polish	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Polish REAL_REAL 0.001 0.9 0.999 0.2 200 15 2 50 1 True 500 0.1 100 100 200	0.492217652568	0.899491812535	0.846790890269	13
 	Polish	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Polish REAL_REAL 0.001 0.9 0.999 0.2 200 15 2 50 1 True 500 0.1 100 100 200	0.492559706314	0.90156220591	0.846979107849	13
 	Polish	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Polish REAL_REAL 0.001 0.9 0.999 0.2 200 15 2 50 1 True 500 0.1 100 100 200	0.487118029357	0.904761904762	0.849614153962	12
 	Polish	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Polish REAL_REAL 0.001 0.9 0.999 0.2 200 15 2 50 1 True 500 0.1 100 100 200	0.489548576365	0.902126858649	0.845849802372	12
 	Polish	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Polish REAL_REAL 0.001 0.9 0.999 0.2 200 15 2 50 1 True 500 0.1 100 100 200	0.485813052825	0.903444381705	0.847543760587	12
 	Polish	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Polish REAL_REAL 0.001 0.9 0.999 0.2 200 15 2 50 1 True 500 0.1 100 100 200	0.486746317021	0.904573687182	0.847543760587	13
 	Polish	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Polish REAL_REAL 0.001 0.9 0.999 0.2 200 15 2 50 1 True 500 0.1 100 100 200	0.484660867511	0.903444381705	0.850743459439	13
 	Polish	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Polish REAL_REAL 0.001 0.9 0.999 0.2 200 15 2 50 1 True 500 0.1 100 100 200	0.474563287024	0.90156220591	0.84641445511	15
 	Polish	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Polish REAL_REAL 0.001 0.9 0.999 0.2 200 15 2 50 1 True 500 0.1 100 100 200	0.48759389323	0.90175042349	0.840015057406	12
 	Polish	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Polish REAL_REAL 0.001 0.9 0.999 0.2 200 15 2 50 1 True 500 0.1 100 100 200	0.477854723493	0.90570299266	0.849614153962	13
 	Polish	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Polish REAL_REAL 0.001 0.9 0.999 0.2 200 15 2 50 1 True 500 0.1 100 100 200	0.474190495859	0.903632599285	0.849614153962	14
 	Polish	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Polish REAL_REAL 0.001 0.9 0.999 0.2 200 15 2 50 1 True 500 0.1 100 100 200	0.507961200407	0.895539243365	0.837380011293	10
 	Polish	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Polish REAL_REAL 0.001 0.9 0.999 0.2 200 15 2 50 1 True 500 0.1 100 100 200	0.476797318248	0.906267645398	0.85431959345	16
 	Polish	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Polish REAL_REAL 0.001 0.9 0.999 0.2 200 15 2 50 1 True 500 0.1 100 100 200	0.483081728147	0.902503293808	0.849049501223	14
 	Polish	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Polish REAL_REAL 0.001 0.9 0.999 0.2 200 15 2 50 1 True 500 0.1 100 100 200	0.560777598354	0.891398456616	0.827404479578	8
 	Polish	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Polish REAL_REAL 0.001 0.9 0.999 0.2 200 15 2 50 1 True 500 0.1 100 100 200	0.481733894474	0.900244682853	0.844532279315	14
 	Polish	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Polish REAL_REAL 0.001 0.9 0.999 0.2 200 15 2 50 1 True 500 0.1 100 100 200	0.51225090341	0.895727460945	0.836438923395	10
 	Polish	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Polish REAL_REAL 0.001 0.9 0.999 0.2 200 15 2 50 1 True 500 0.1 100 100 200	0.487067689021	0.904761904762	0.849990589121	12
 	Polish	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Polish REAL_REAL 0.001 0.9 0.999 0.2 200 15 2 50 1 True 500 0.1 100 100 200	0.474423277026	0.907585168455	0.849049501223	15
