Language	Type	Position	Memory	MedianEmpirical	MedianLower	MedianUpper	Level
Spanish	REAL_REAL	0	0.02373	0.02373	0.02373	0.02373	0.96875
Spanish	REAL_REAL	1	0.04746	0.04746	0.04746	0.04746	0.96875
Spanish	REAL_REAL	2	0.07119	0.07119	0.07119	0.07119	0.96875
Spanish	REAL_REAL	3	0.09492	0.09492	0.09492	0.09492	0.96875
Spanish	REAL_REAL	4	0.11865	0.11865	0.11865	0.11865	0.96875
Spanish	REAL_REAL	5	0.14237	0.14237	0.14237	0.14237	0.96875
Spanish	REAL_REAL	6	0.1661	0.1661	0.1661	0.1661	0.96875
Spanish	REAL_REAL	7	0.18983	0.18983	0.18983	0.18983	0.96875
Spanish	REAL_REAL	8	0.21356	0.21356	0.21356	0.21356	0.96875
Spanish	REAL_REAL	9	0.23729	0.23729	0.23729	0.23729	0.96875
Spanish	REAL_REAL	10	0.26102	0.26102	0.26102	0.26102	0.96875
Spanish	REAL_REAL	11	0.28475	0.28475	0.28475	0.28475	0.96875
Spanish	REAL_REAL	12	0.30848	0.30848	0.30848	0.30848	0.96875
Spanish	REAL_REAL	13	0.33221	0.33221	0.33221	0.33221	0.96875
Spanish	REAL_REAL	14	0.35594	0.35594	0.35594	0.35594	0.96875
Spanish	REAL_REAL	15	0.37966	0.37966	0.37966	0.37966	0.96875
Spanish	REAL_REAL	16	0.40339	0.40339	0.40339	0.40339	0.96875
Spanish	REAL_REAL	17	0.42712	0.42712	0.42712	0.42712	0.96875
Spanish	REAL_REAL	18	0.45085	0.45085	0.45085	0.45085	0.96875
Spanish	REAL_REAL	19	0.47458	0.47458	0.47458	0.47458	0.96875
Spanish	REAL_REAL	20	0.49831	0.49831	0.49831	0.49831	0.96875
Spanish	REAL_REAL	21	0.52204	0.52204	0.52204	0.52204	0.96875
Spanish	REAL_REAL	22	0.54577	0.54577	0.54577	0.54577	0.96875
Spanish	REAL_REAL	23	0.5695	0.5695	0.5695	0.5695	0.96875
Spanish	REAL_REAL	24	0.59323	0.59323	0.59323	0.59323	0.96875
Spanish	REAL_REAL	25	0.61695	0.61695	0.61578	0.61695	0.96875
Spanish	REAL_REAL	26	0.64068	0.62982	0.62764	0.63225	0.96875
Spanish	REAL_REAL	27	0.66441	0.64169	0.63951	0.64412	0.96875
Spanish	REAL_REAL	28	0.68814	0.65355	0.65137	0.65598	0.96875
Spanish	REAL_REAL	29	0.71187	0.66542	0.66323	0.66785	0.96875
Spanish	REAL_REAL	30	0.7356	0.67728	0.6751	0.67971	0.96875
Spanish	REAL_REAL	31	0.75933	0.6879	0.68696	0.69099	0.96875
Spanish	REAL_REAL	32	0.78306	0.69766	0.69538	0.6989	0.96875
Spanish	REAL_REAL	33	0.80679	0.70557	0.70284	0.70677	0.96875
Spanish	REAL_REAL	34	0.83052	0.71223	0.70816	0.71271	0.96875
Spanish	REAL_REAL	35	0.85424	0.71656	0.71186	0.71812	0.96875
Spanish	REAL_REAL	36	0.87797	0.71989	0.7142	0.722	0.96875
Spanish	REAL_REAL	37	0.9017	0.72239	0.7142	0.72485	0.96875
Spanish	REAL_REAL	38	0.92543	0.72416	0.7142	0.7265	0.96875
Spanish	RANDOM_BY_TYPE	0	0.02373	0.02373	0.02373	0.02373	0.98828
Spanish	RANDOM_BY_TYPE	1	0.04746	0.04746	0.04746	0.04746	0.98828
Spanish	RANDOM_BY_TYPE	2	0.07119	0.07119	0.07119	0.07119	0.99902
Spanish	RANDOM_BY_TYPE	3	0.09492	0.09492	0.09492	0.09492	0.98828
Spanish	RANDOM_BY_TYPE	4	0.11865	0.11865	0.11865	0.11865	0.99902
Spanish	RANDOM_BY_TYPE	5	0.14237	0.14237	0.14237	0.14237	0.99902
Spanish	RANDOM_BY_TYPE	6	0.1661	0.1661	0.1661	0.1661	0.99902
Spanish	RANDOM_BY_TYPE	7	0.18983	0.18983	0.18983	0.18983	0.98828
Spanish	RANDOM_BY_TYPE	8	0.21356	0.21356	0.21356	0.21356	0.99902
Spanish	RANDOM_BY_TYPE	9	0.23729	0.23729	0.23729	0.23729	0.99902
Spanish	RANDOM_BY_TYPE	10	0.26102	0.26102	0.26102	0.26102	0.99902
Spanish	RANDOM_BY_TYPE	11	0.28475	0.28475	0.28475	0.28475	0.99902
Spanish	RANDOM_BY_TYPE	12	0.30848	0.30848	0.30848	0.30848	0.99902
Spanish	RANDOM_BY_TYPE	13	0.33221	0.33221	0.33221	0.33221	0.99902
Spanish	RANDOM_BY_TYPE	14	0.35594	0.35594	0.35594	0.35594	0.99902
Spanish	RANDOM_BY_TYPE	15	0.37966	0.37966	0.37441	0.37966	0.98828
Spanish	RANDOM_BY_TYPE	16	0.40339	0.40339	0.38627	0.40339	0.98828
Spanish	RANDOM_BY_TYPE	17	0.42712	0.41808	0.39813	0.42712	0.98828
Spanish	RANDOM_BY_TYPE	18	0.45085	0.42994	0.41	0.45085	0.98828
