Language	Type	Position	Memory	MedianEmpirical	MedianLower	MedianUpper	Level
Spanish	RANDOM_BY_TYPE	19	0.47458	0.44181	0.4204	0.47458	0.98828
Spanish	RANDOM_BY_TYPE	20	0.49831	0.45367	0.42831	0.49831	0.98828
Spanish	RANDOM_BY_TYPE	21	0.52204	0.46425	0.43517	0.51597	0.98828
Spanish	RANDOM_BY_TYPE	22	0.54577	0.47306	0.44252	0.52783	0.98828
Spanish	RANDOM_BY_TYPE	23	0.5695	0.48097	0.44845	0.5397	0.98828
Spanish	RANDOM_BY_TYPE	24	0.59323	0.4886	0.4539	0.55156	0.98828
Spanish	RANDOM_BY_TYPE	25	0.61695	0.49453	0.45829	0.56343	0.98828
Spanish	RANDOM_BY_TYPE	26	0.64068	0.49928	0.4618	0.57429	0.98828
Spanish	RANDOM_BY_TYPE	27	0.66441	0.49969	0.46462	0.58068	0.98828
Spanish	RANDOM_BY_TYPE	28	0.68814	0.49969	0.46672	0.58405	0.98828
Spanish	RANDOM_BY_TYPE	29	0.71187	0.49969	0.46815	0.58667	0.98828
Spanish	RANDOM_BY_TYPE	30	0.7356	0.49969	0.46827	0.58887	0.98828
Spanish	RANDOM_BY_TYPE	31	0.75933	0.49969	0.46827	0.59074	0.98828
Spanish	RANDOM_BY_TYPE	32	0.78306	0.49969	0.46827	0.59235	0.98828
Spanish	RANDOM_BY_TYPE	33	0.80679	0.49969	0.46827	0.59371	0.98828
Spanish	RANDOM_BY_TYPE	34	0.83052	0.49969	0.46827	0.59389	0.98828
Spanish	RANDOM_BY_TYPE	35	0.85424	0.49969	0.46827	0.59389	0.98828
Spanish	RANDOM_BY_TYPE	36	0.87797	0.49969	0.46827	0.59389	0.98828
Spanish	RANDOM_BY_TYPE	37	0.9017	0.49969	0.46827	0.59389	0.98828
Spanish	RANDOM_BY_TYPE	38	0.92543	0.49969	0.46827	0.59389	0.98828
Spanish	GROUND	0	0.02373	0.02373	0.02373	0.02373	0.96875
Spanish	GROUND	1	0.04746	0.04746	0.04746	0.04746	0.96875
Spanish	GROUND	2	0.07119	0.07119	0.07119	0.07119	0.96875
Spanish	GROUND	3	0.09492	0.09492	0.09492	0.09492	0.96875
Spanish	GROUND	4	0.11865	0.11865	0.11865	0.11865	0.96875
Spanish	GROUND	5	0.14237	0.14237	0.14237	0.14237	0.96875
Spanish	GROUND	6	0.1661	0.1661	0.1661	0.1661	0.96875
Spanish	GROUND	7	0.18983	0.18983	0.18983	0.18983	0.96875
Spanish	GROUND	8	0.21356	0.21356	0.21356	0.21356	0.96875
Spanish	GROUND	9	0.23729	0.23729	0.23729	0.23729	0.96875
Spanish	GROUND	10	0.26102	0.26102	0.26102	0.26102	0.96875
Spanish	GROUND	11	0.28475	0.28475	0.28475	0.28475	0.96875
Spanish	GROUND	12	0.30848	0.30848	0.30848	0.30848	0.96875
Spanish	GROUND	13	0.33221	0.33221	0.33221	0.33221	0.96875
Spanish	GROUND	14	0.35594	0.35594	0.35594	0.35594	0.96875
Spanish	GROUND	15	0.37966	0.37966	0.37966	0.37966	0.96875
Spanish	GROUND	16	0.40339	0.40339	0.40339	0.40339	0.96875
Spanish	GROUND	17	0.42712	0.42712	0.42712	0.42712	0.96875
Spanish	GROUND	18	0.45085	0.45085	0.45085	0.45085	0.96875
Spanish	GROUND	19	0.47458	0.47458	0.47458	0.47458	0.96875
Spanish	GROUND	20	0.49831	0.49831	0.49831	0.49831	0.96875
Spanish	GROUND	21	0.52204	0.52204	0.52204	0.52204	0.96875
Spanish	GROUND	22	0.54577	0.54577	0.54577	0.54577	0.96875
Spanish	GROUND	23	0.5695	0.5695	0.5695	0.5695	0.96875
Spanish	GROUND	24	0.59323	0.59089	0.58968	0.59233	0.96875
Spanish	GROUND	25	0.61695	0.60275	0.60155	0.6042	0.96875
Spanish	GROUND	26	0.64068	0.61462	0.61341	0.61606	0.96875
Spanish	GROUND	27	0.66441	0.62648	0.62528	0.62793	0.96875
Spanish	GROUND	28	0.68814	0.63835	0.63714	0.63979	0.96875
Spanish	GROUND	29	0.71187	0.65021	0.649	0.65166	0.96875
Spanish	GROUND	30	0.7356	0.66208	0.66087	0.66352	0.96875
Spanish	GROUND	31	0.75933	0.67394	0.66921	0.67408	0.96875
Spanish	GROUND	32	0.78306	0.68194	0.67657	0.68248	0.96875
Spanish	GROUND	33	0.80679	0.68906	0.68206	0.68971	0.96875
Spanish	GROUND	34	0.83052	0.69451	0.68586	0.69486	0.96875
Spanish	GROUND	35	0.85424	0.69807	0.68737	0.69816	0.96875
Spanish	GROUND	36	0.87797	0.69912	0.68737	0.70037	0.96875
Spanish	GROUND	37	0.9017	0.69912	0.68737	0.70195	0.96875
Spanish	GROUND	38	0.92543	0.69912	0.68737	0.70223	0.96875
