Language	Type	Position	Memory	MedianEmpirical	MedianLower	MedianUpper	Level
Czech	REAL_REAL	0	0.02529	0.02529	0.02529	0.02529	0.96875
Czech	REAL_REAL	1	0.05058	0.05058	0.05058	0.05058	0.96875
Czech	REAL_REAL	2	0.07586	0.07586	0.07586	0.07586	0.96875
Czech	REAL_REAL	3	0.10115	0.10115	0.10115	0.10115	0.96875
Czech	REAL_REAL	4	0.12644	0.12644	0.12644	0.12644	0.96875
Czech	REAL_REAL	5	0.15173	0.15173	0.15173	0.15173	0.96875
Czech	REAL_REAL	6	0.17702	0.17702	0.17702	0.17702	0.96875
Czech	REAL_REAL	7	0.20231	0.20231	0.20231	0.20231	0.96875
Czech	REAL_REAL	8	0.22759	0.22759	0.22759	0.22759	0.96875
Czech	REAL_REAL	9	0.25288	0.25288	0.25288	0.25288	0.96875
Czech	REAL_REAL	10	0.27817	0.27817	0.27817	0.27817	0.96875
Czech	REAL_REAL	11	0.30346	0.30346	0.30346	0.30346	0.96875
Czech	REAL_REAL	12	0.32875	0.32875	0.32875	0.32875	0.96875
Czech	REAL_REAL	13	0.35404	0.35404	0.35404	0.35404	0.96875
Czech	REAL_REAL	14	0.37932	0.37932	0.37932	0.37932	0.96875
Czech	REAL_REAL	15	0.40461	0.40461	0.40461	0.40461	0.96875
Czech	REAL_REAL	16	0.4299	0.4299	0.4299	0.4299	0.96875
Czech	REAL_REAL	17	0.45519	0.45519	0.45519	0.45519	0.96875
Czech	REAL_REAL	18	0.48048	0.48048	0.48048	0.48048	0.96875
Czech	REAL_REAL	19	0.50577	0.50577	0.50577	0.50577	0.96875
Czech	REAL_REAL	20	0.53105	0.53105	0.53105	0.53105	0.96875
Czech	REAL_REAL	21	0.55634	0.55634	0.55525	0.55634	0.96875
Czech	REAL_REAL	22	0.58163	0.57262	0.5679	0.57335	0.96875
Czech	REAL_REAL	23	0.60692	0.58526	0.58054	0.58599	0.96875
Czech	REAL_REAL	24	0.63221	0.5979	0.59319	0.59864	0.96875
Czech	REAL_REAL	25	0.6575	0.61055	0.60583	0.61128	0.96875
Czech	REAL_REAL	26	0.68278	0.62319	0.61847	0.62393	0.96875
Czech	REAL_REAL	27	0.70807	0.63584	0.63112	0.63657	0.96875
Czech	REAL_REAL	28	0.73336	0.64708	0.64104	0.64816	0.96875
Czech	REAL_REAL	29	0.75865	0.65551	0.64947	0.65659	0.96875
Czech	REAL_REAL	30	0.78394	0.66363	0.65743	0.66502	0.96875
Czech	REAL_REAL	31	0.80923	0.66995	0.66376	0.67227	0.96875
Czech	REAL_REAL	32	0.83451	0.67499	0.66909	0.67859	0.96875
Czech	REAL_REAL	33	0.8598	0.67998	0.67326	0.68406	0.96875
Czech	REAL_REAL	34	0.88509	0.68381	0.67638	0.68861	0.96875
Czech	REAL_REAL	35	0.91038	0.68597	0.67802	0.69227	0.96875
Czech	REAL_REAL	36	0.93567	0.68597	0.67802	0.69503	0.96875
Czech	REAL_REAL	37	0.96096	0.68597	0.67802	0.69567	0.96875
Czech	REAL_REAL	38	0.98624	0.68597	0.67802	0.69567	0.96875
Czech	RANDOM_BY_TYPE	0	0.02529	0.02529	0.02529	0.02529	0.98828
Czech	RANDOM_BY_TYPE	1	0.05058	0.05058	0.05058	0.05058	0.98828
Czech	RANDOM_BY_TYPE	2	0.07586	0.07586	0.07586	0.07586	0.99902
Czech	RANDOM_BY_TYPE	3	0.10115	0.10115	0.10115	0.10115	0.98828
Czech	RANDOM_BY_TYPE	4	0.12644	0.12644	0.12644	0.12644	0.99902
Czech	RANDOM_BY_TYPE	5	0.15173	0.15173	0.15173	0.15173	0.99902
Czech	RANDOM_BY_TYPE	6	0.17702	0.17702	0.17702	0.17702	0.98828
Czech	RANDOM_BY_TYPE	7	0.20231	0.20231	0.20231	0.20231	0.98828
Czech	RANDOM_BY_TYPE	8	0.22759	0.22759	0.22759	0.22759	0.99902
Czech	RANDOM_BY_TYPE	9	0.25288	0.25288	0.25288	0.25288	0.99902
Czech	RANDOM_BY_TYPE	10	0.27817	0.27817	0.27817	0.27817	0.98828
Czech	RANDOM_BY_TYPE	11	0.30346	0.30346	0.30346	0.30346	0.99902
Czech	RANDOM_BY_TYPE	12	0.32875	0.32875	0.32875	0.32875	0.99902
Czech	RANDOM_BY_TYPE	13	0.35404	0.35404	0.35404	0.35404	0.98828
Czech	RANDOM_BY_TYPE	14	0.37932	0.37932	0.37932	0.37932	0.99902
Czech	RANDOM_BY_TYPE	15	0.40461	0.40461	0.40461	0.40461	0.98828
Czech	RANDOM_BY_TYPE	16	0.4299	0.4299	0.4299	0.4299	0.99902
Czech	RANDOM_BY_TYPE	17	0.45519	0.45519	0.45519	0.45519	0.99902
Czech	RANDOM_BY_TYPE	18	0.48048	0.48048	0.48048	0.48048	0.98828
Czech	RANDOM_BY_TYPE	19	0.50577	0.50577	0.49428	0.50577	0.98828
Czech	RANDOM_BY_TYPE	20	0.53105	0.52331	0.50692	0.53105	0.98828
Czech	RANDOM_BY_TYPE	21	0.55634	0.53595	0.51956	0.55634	0.98828
Czech	RANDOM_BY_TYPE	22	0.58163	0.5486	0.53221	0.57563	0.98828
Czech	RANDOM_BY_TYPE	23	0.60692	0.56124	0.54485	0.58828	0.98828
Czech	RANDOM_BY_TYPE	24	0.63221	0.57388	0.55676	0.60092	0.98828
Czech	RANDOM_BY_TYPE	25	0.6575	0.58653	0.56519	0.61356	0.98828
Czech	RANDOM_BY_TYPE	26	0.68278	0.59544	0.57362	0.62621	0.98828
Czech	RANDOM_BY_TYPE	27	0.70807	0.60387	0.58072	0.63735	0.98828
Czech	RANDOM_BY_TYPE	28	0.73336	0.61168	0.58648	0.64577	0.98828
Czech	RANDOM_BY_TYPE	29	0.75865	0.618	0.59117	0.65191	0.98828
Czech	RANDOM_BY_TYPE	30	0.78394	0.62303	0.59502	0.65643	0.98828
Czech	RANDOM_BY_TYPE	31	0.80923	0.62704	0.59842	0.6596	0.98828
Czech	RANDOM_BY_TYPE	32	0.83451	0.63015	0.60125	0.66152	0.98828
Czech	RANDOM_BY_TYPE	33	0.8598	0.63253	0.6035	0.66152	0.98828
Czech	RANDOM_BY_TYPE	34	0.88509	0.63324	0.60521	0.66152	0.98828
Czech	RANDOM_BY_TYPE	35	0.91038	0.63324	0.60555	0.66175	0.98828
Czech	RANDOM_BY_TYPE	36	0.93567	0.63324	0.60555	0.66175	0.98828
Czech	RANDOM_BY_TYPE	37	0.96096	0.63324	0.60555	0.66175	0.98828
Czech	RANDOM_BY_TYPE	38	0.98624	0.63324	0.60555	0.66175	0.98828
Czech	GROUND	0	0.02529	0.02529	0.02529	0.02529	0.96875
Czech	GROUND	1	0.05058	0.05058	0.05058	0.05058	0.96875
Czech	GROUND	2	0.07586	0.07586	0.07586	0.07586	0.96875
Czech	GROUND	3	0.10115	0.10115	0.10115	0.10115	0.96875
Czech	GROUND	4	0.12644	0.12644	0.12644	0.12644	0.96875
Czech	GROUND	5	0.15173	0.15173	0.15173	0.15173	0.96875
Czech	GROUND	6	0.17702	0.17702	0.17702	0.17702	0.96875
Czech	GROUND	7	0.20231	0.20231	0.20231	0.20231	0.96875
Czech	GROUND	8	0.22759	0.22759	0.22759	0.22759	0.96875
Czech	GROUND	9	0.25288	0.25288	0.25288	0.25288	0.96875
Czech	GROUND	10	0.27817	0.27817	0.27817	0.27817	0.96875
Czech	GROUND	11	0.30346	0.30346	0.30346	0.30346	0.96875
Czech	GROUND	12	0.32875	0.32875	0.32875	0.32875	0.96875
Czech	GROUND	13	0.35404	0.35404	0.35404	0.35404	0.96875
Czech	GROUND	14	0.37932	0.37932	0.37932	0.37932	0.96875
Czech	GROUND	15	0.40461	0.40461	0.40461	0.40461	0.96875
Czech	GROUND	16	0.4299	0.4299	0.4299	0.4299	0.96875
Czech	GROUND	17	0.45519	0.45519	0.45519	0.45519	0.96875
Czech	GROUND	18	0.48048	0.48048	0.48048	0.48048	0.96875
Czech	GROUND	19	0.50577	0.50577	0.50577	0.50577	0.96875
Czech	GROUND	20	0.53105	0.53105	0.53105	0.53105	0.96875
Czech	GROUND	21	0.55634	0.55634	0.55634	0.55634	0.96875
Czech	GROUND	22	0.58163	0.58163	0.58163	0.58163	0.96875
Czech	GROUND	23	0.60692	0.60692	0.60692	0.60692	0.96875
Czech	GROUND	24	0.63221	0.62975	0.62913	0.63219	0.96875
Czech	GROUND	25	0.6575	0.64239	0.64178	0.64483	0.96875
Czech	GROUND	26	0.68278	0.65504	0.65442	0.65747	0.96875
Czech	GROUND	27	0.70807	0.66768	0.66706	0.67012	0.96875
Czech	GROUND	28	0.73336	0.68033	0.67971	0.68276	0.96875
Czech	GROUND	29	0.75865	0.69297	0.69235	0.69541	0.96875
Czech	GROUND	30	0.78394	0.70561	0.705	0.70805	0.96875
Czech	GROUND	31	0.80923	0.71826	0.71764	0.72069	0.96875
Czech	GROUND	32	0.83451	0.72858	0.72801	0.72988	0.96875
Czech	GROUND	33	0.8598	0.73701	0.73644	0.73831	0.96875
Czech	GROUND	34	0.88509	0.74519	0.74484	0.74666	0.96875
Czech	GROUND	35	0.91038	0.75205	0.75116	0.75495	0.96875
Czech	GROUND	36	0.93567	0.75693	0.75648	0.76127	0.96875
Czech	GROUND	37	0.96096	0.7614	0.75969	0.76655	0.96875
Czech	GROUND	38	0.98624	0.76348	0.76142	0.77011	0.96875
