Language	Type	Position	Memory	MedianEmpirical	MedianLower	MedianUpper	Level
Russian	RANDOM_BY_TYPE	21	0.18818	0.18818	0.18257	0.18818	0.98828
Russian	RANDOM_BY_TYPE	22	0.19673	0.19432	0.18685	0.19673	0.98828
Russian	RANDOM_BY_TYPE	23	0.20528	0.1986	0.19037	0.20528	0.98828
Russian	RANDOM_BY_TYPE	24	0.21384	0.20287	0.19322	0.21384	0.98828
Russian	RANDOM_BY_TYPE	25	0.22239	0.20665	0.19573	0.22001	0.98828
Russian	RANDOM_BY_TYPE	26	0.23094	0.2103	0.19743	0.22428	0.98828
Russian	RANDOM_BY_TYPE	27	0.2395	0.21315	0.1986	0.22856	0.98828
Russian	RANDOM_BY_TYPE	28	0.24805	0.21529	0.19906	0.23248	0.98828
Russian	RANDOM_BY_TYPE	29	0.2566	0.21694	0.19906	0.23453	0.98828
Russian	RANDOM_BY_TYPE	30	0.26516	0.21858	0.19906	0.23592	0.98828
Russian	RANDOM_BY_TYPE	31	0.27371	0.21876	0.19906	0.23628	0.98828
Russian	RANDOM_BY_TYPE	32	0.28227	0.21876	0.19906	0.23628	0.98828
Russian	RANDOM_BY_TYPE	33	0.29082	0.21876	0.19906	0.23628	0.98828
Russian	RANDOM_BY_TYPE	34	0.29937	0.21876	0.19906	0.23628	0.98828
Russian	RANDOM_BY_TYPE	35	0.30793	0.21876	0.19906	0.23628	0.98828
Russian	RANDOM_BY_TYPE	36	0.31648	0.21876	0.19906	0.23628	0.98828
Russian	RANDOM_BY_TYPE	37	0.32503	0.21876	0.19906	0.23628	0.98828
Russian	RANDOM_BY_TYPE	38	0.33359	0.21876	0.19906	0.23628	0.98828
Russian	GROUND	0	0.00855	0.00855	0.00855	0.00855	0.96875
Russian	GROUND	1	0.01711	0.01711	0.01711	0.01711	0.96875
Russian	GROUND	2	0.02566	0.02566	0.02566	0.02566	0.96875
Russian	GROUND	3	0.03421	0.03421	0.03421	0.03421	0.96875
Russian	GROUND	4	0.04277	0.04277	0.04277	0.04277	0.96875
Russian	GROUND	5	0.05132	0.05132	0.05132	0.05132	0.96875
Russian	GROUND	6	0.05987	0.05987	0.05987	0.05987	0.96875
Russian	GROUND	7	0.06843	0.06843	0.06843	0.06843	0.96875
Russian	GROUND	8	0.07698	0.07698	0.07698	0.07698	0.96875
Russian	GROUND	9	0.08553	0.08553	0.08553	0.08553	0.96875
Russian	GROUND	10	0.09409	0.09409	0.09409	0.09409	0.96875
Russian	GROUND	11	0.10264	0.10264	0.10264	0.10264	0.96875
Russian	GROUND	12	0.1112	0.1112	0.1112	0.1112	0.96875
Russian	GROUND	13	0.11975	0.11975	0.11975	0.11975	0.96875
Russian	GROUND	14	0.1283	0.1283	0.1283	0.1283	0.96875
Russian	GROUND	15	0.13686	0.13686	0.13686	0.13686	0.96875
Russian	GROUND	16	0.14541	0.14541	0.14541	0.14541	0.96875
Russian	GROUND	17	0.15396	0.15396	0.15396	0.15396	0.96875
Russian	GROUND	18	0.16252	0.16252	0.16252	0.16252	0.96875
Russian	GROUND	19	0.17107	0.17107	0.17107	0.17107	0.96875
Russian	GROUND	20	0.17962	0.17962	0.17962	0.17962	0.96875
Russian	GROUND	21	0.18818	0.18818	0.18818	0.18818	0.96875
Russian	GROUND	22	0.19673	0.19673	0.19673	0.19673	0.96875
Russian	GROUND	23	0.20528	0.20528	0.20528	0.20528	0.96875
Russian	GROUND	24	0.21384	0.21384	0.21384	0.21384	0.96875
Russian	GROUND	25	0.22239	0.22239	0.22239	0.22239	0.96875
Russian	GROUND	26	0.23094	0.23094	0.22815	0.23094	0.96875
Russian	GROUND	27	0.2395	0.23752	0.23242	0.2395	0.96875
Russian	GROUND	28	0.24805	0.24179	0.2367	0.24591	0.96875
Russian	GROUND	29	0.2566	0.24607	0.2406	0.25019	0.96875
Russian	GROUND	30	0.26516	0.25035	0.24345	0.25446	0.96875
Russian	GROUND	31	0.27371	0.25462	0.24605	0.25813	0.96875
Russian	GROUND	32	0.28227	0.25767	0.24724	0.2623	0.96875
Russian	GROUND	33	0.29082	0.26038	0.24734	0.26535	0.96875
Russian	GROUND	34	0.29937	0.26178	0.24734	0.2682	0.96875
Russian	GROUND	35	0.30793	0.26255	0.24734	0.26924	0.96875
Russian	GROUND	36	0.31648	0.26271	0.24734	0.26924	0.96875
Russian	GROUND	37	0.32503	0.26271	0.24734	0.26924	0.96875
Russian	GROUND	38	0.33359	0.26271	0.24734	0.26924	0.96875
