Script	Run	Model	AUC
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData.py	1145691	RANDOM	20.983976380326123
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData.py	1195692	RANDOM	21.017400838405962
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData.py	150215	RANDOM	20.972532301545165
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData.py	189587	RANDOM	20.9471402667439
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData.py	2141743	6712256	20.803805178915475
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData.py	2166767	RANDOM	21.037080230615793
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData.py	2949124	8893662	20.80398751509047
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData.py	3221684	RANDOM	20.936032847094097
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData.py	3351233	RANDOM	21.02759718640682
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData.py	3826089	9797975	20.80499194644208
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData.py	3939686	RANDOM	21.043432275499995
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData.py	4015136	REAL	20.79849371826561
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData.py	4064949	RANDOM	20.914571812368813
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData.py	4238799	8192725	20.804741941600916
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData.py	468319	RANDOM	20.939409938261296
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData.py	512557	6952377	20.80742940665414
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData.py	5347275	8893662	20.803906229272805
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData.py	5404021	545331	20.80654674251982
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData.py	5441735	6712256	20.80367379671075
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData.py	5685496	RANDOM	20.95033999528438
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData.py	5909071	6952377	20.80745105053372
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData.py	6248553	RANDOM	20.991257356491978
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData.py	6331221	7515783	20.803991654737253
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData.py	6567501	564859	20.804364474135458
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData.py	6846713	RANDOM	20.950219319993813
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData.py	7185826	8192725	20.80478408016138
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData.py	7458968	972057	20.80485095120249
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData.py	7623159	972057	20.805116985149915
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData.py	7665951	RANDOM	20.998201414763123
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData.py	7954042	RANDOM	21.04311546816021
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData.py	8196758	RANDOM	20.897964313354194
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData.py	8290287	RANDOM	21.077972347775685
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData.py	8297090	545331	20.80637795104503
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData.py	8376617	REAL	20.798677038055096
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData.py	842392	9797975	20.80478323185948
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData.py	8618738	3208255	20.80332300422411
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData.py	8913991	RANDOM	20.98057266938511
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData.py	9231753	7515783	20.803969783673878
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData.py	9302627	RANDOM	21.07015863347003
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData.py	9337077	3208255	20.80333201327109
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData.py	9880220	RANDOM	21.006670365563593
forWords_Japanese_RandomOrder_Normalized_FullData.py	1244059	8506482	42.798967734460504
forWords_Japanese_RandomOrder_Normalized_FullData.py	1850589	2291649	42.79812493046096
forWords_Japanese_RandomOrder_Normalized_FullData.py	2100902	2980412	42.79747154524027
forWords_Japanese_RandomOrder_Normalized_FullData.py	3085125	RANDOM	42.86336292031291
forWords_Japanese_RandomOrder_Normalized_FullData.py	311966	499466	42.798169976660574
forWords_Japanese_RandomOrder_Normalized_FullData.py	3144144	RANDOM	42.871970681464916
forWords_Japanese_RandomOrder_Normalized_FullData.py	3501765	RANDOM	42.856484201890225
forWords_Japanese_RandomOrder_Normalized_FullData.py	3545549	2291649	42.798187375949894
forWords_Japanese_RandomOrder_Normalized_FullData.py	3610582	2598724	42.79672050852692
forWords_Japanese_RandomOrder_Normalized_FullData.py	376299	4517527	42.79481853017511
forWords_Japanese_RandomOrder_Normalized_FullData.py	4381845	RANDOM	42.863924018146655
forWords_Japanese_RandomOrder_Normalized_FullData.py	4435452	REAL	42.80387900891776
forWords_Japanese_RandomOrder_Normalized_FullData.py	4673379	RANDOM	42.8580010000845
forWords_Japanese_RandomOrder_Normalized_FullData.py	469883	RANDOM	42.83037772184436
forWords_Japanese_RandomOrder_Normalized_FullData.py	4761753	RANDOM	42.85470581038062
forWords_Japanese_RandomOrder_Normalized_FullData.py	4941933	RANDOM	42.86362353671995
forWords_Japanese_RandomOrder_Normalized_FullData.py	5155858	RANDOM	42.84491088687504
forWords_Japanese_RandomOrder_Normalized_FullData.py	5528813	780748	42.80006698351045
forWords_Japanese_RandomOrder_Normalized_FullData.py	5596801	780748	42.80012185823762
forWords_Japanese_RandomOrder_Normalized_FullData.py	5769212	RANDOM	42.81354153477369
forWords_Japanese_RandomOrder_Normalized_FullData.py	5859510	RANDOM	42.84103313870011
forWords_Japanese_RandomOrder_Normalized_FullData.py	596360	RANDOM	42.85275643150326
forWords_Japanese_RandomOrder_Normalized_FullData.py	619182	6226414	42.79869542055256
forWords_Japanese_RandomOrder_Normalized_FullData.py	6212961	2980412	42.7975260818865
forWords_Japanese_RandomOrder_Normalized_FullData.py	6233988	RANDOM	42.81589201786864
forWords_Japanese_RandomOrder_Normalized_FullData.py	6410655	4517527	42.794833534772614
forWords_Japanese_RandomOrder_Normalized_FullData.py	6658275	6226414	42.798726026115304
forWords_Japanese_RandomOrder_Normalized_FullData.py	7284027	499466	42.79827824813225
forWords_Japanese_RandomOrder_Normalized_FullData.py	7295819	RANDOM	42.89260424462334
forWords_Japanese_RandomOrder_Normalized_FullData.py	7458683	RANDOM	42.879419459584604
forWords_Japanese_RandomOrder_Normalized_FullData.py	7553283	RANDOM	42.86949965585826
forWords_Japanese_RandomOrder_Normalized_FullData.py	7737909	RANDOM	42.84288050793982
forWords_Japanese_RandomOrder_Normalized_FullData.py	7960211	8506482	42.79899713300567
forWords_Japanese_RandomOrder_Normalized_FullData.py	8054766	REAL	42.803625782200264
forWords_Japanese_RandomOrder_Normalized_FullData.py	817423	RANDOM	42.85134045845433
forWords_Japanese_RandomOrder_Normalized_FullData.py	9119792	2598724	42.79667808206064
forWords_Japanese_RandomOrder_Normalized_FullData.py	9631459	RANDOM	42.85847263212466
forWords_Japanese_RandomOrder_Normalized_FullData.py	9971791	RANDOM	42.870192820635914
