Script	Type	Run	InterpPoint	Memory	MI
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	REAL	1391362	0	0.0823245570064	0.0823245570064
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	REAL	1391362	1	0.164649114013	0.164649114013
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	REAL	1391362	2	0.24697367847	0.24697367847
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	REAL	1391362	3	0.329298228025	0.329298228025
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	REAL	1391362	4	0.411622792482	0.41162276268
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	REAL	1391362	5	0.493947356939	0.493947356939
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	REAL	1391362	6	0.576271891594	0.576271891594
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	REAL	1391362	7	0.658596456051	0.658596456051
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	REAL	1391362	8	0.740921020508	0.740921020508
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	REAL	1391362	9	0.823245584965	0.82324552536
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	REAL	1391362	10	0.905570149422	0.905570089817
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	REAL	1391362	11	0.987894713879	0.987894713879
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	REAL	1391362	12	1.07021927834	1.07021927834
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	REAL	1391362	13	1.15254378319	1.15254378319
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	REAL	1391362	14	1.23486840725	1.23486840725
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	REAL	1391362	15	1.3171929121	1.3171929121
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	REAL	1391362	16	1.39951753616	1.39951753616
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	REAL	1391362	17	1.48184204102	1.48184204102
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	REAL	1391362	18	1.56416666508	1.56416666508
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	REAL	1391362	19	1.64649116993	1.64507448673
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	REAL	1391362	20	1.72881567478	1.68623673916
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	REAL	1391362	21	1.81114029884	1.72739899158
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	REAL	1391362	22	1.8934648037	1.76856124401
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	REAL	1391362	23	1.97578942776	1.80972361565
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	REAL	1391362	24	2.05811405182	1.85088586807
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	REAL	1391362	25	2.14043855667	1.8920481205
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	REAL	1391362	26	2.22276306152	1.93321037292
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	REAL	1391362	27	2.30508756638	1.97437262535
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	REAL	1391362	28	2.38741230965	2.01070356369
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	REAL	1391362	29	2.4697368145	2.03814506531
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	REAL	1391362	30	2.55206131935	2.06558656693
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	REAL	1391362	31	2.6343858242	2.09302806854
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	REAL	1391362	32	2.71671032906	2.12046933174
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	REAL	1391362	33	2.79903507233	2.14791107178
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	REAL	1391362	34	2.88135957718	2.17535257339
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	REAL	1391362	35	2.96368408203	2.20132517815
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	REAL	1391362	36	3.04600858688	2.22190642357
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	REAL	1391362	37	3.12833333015	2.24248766899
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	REAL	1391362	38	3.21065783501	2.26306867599
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	OPTIM	2662063	0	0.0823245570064	0.0823245570064
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	OPTIM	2662063	1	0.164649114013	0.164649114013
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	OPTIM	2662063	2	0.24697367847	0.24697367847
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	OPTIM	2662063	3	0.329298228025	0.329298228025
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	OPTIM	2662063	4	0.411622792482	0.411622792482
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	OPTIM	2662063	5	0.493947356939	0.493947356939
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	OPTIM	2662063	6	0.576271891594	0.576271891594
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	OPTIM	2662063	7	0.658596456051	0.658596456051
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	OPTIM	2662063	8	0.740921020508	0.740921020508
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	OPTIM	2662063	9	0.823245584965	0.823245584965
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	OPTIM	2662063	10	0.905570149422	0.905570149422
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	OPTIM	2662063	11	0.987894713879	0.987894713879
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	OPTIM	2662063	12	1.07021927834	1.07021927834
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	OPTIM	2662063	13	1.15254378319	1.15254378319
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	OPTIM	2662063	14	1.23486840725	1.23486840725
