Type	Distance	ConditionalMI	TotalMI	ModelID	UnigramCE
REAL_REAL	1	0.91415821778	0.95496205523	2862214	8.07491065772
REAL_REAL	2	0.04222809725	0.95496205523	2862214	8.07491065772
REAL_REAL	3	0	0.95496205523	2862214	8.07491065772
REAL_REAL	4	0	0.95496205523	2862214	8.07491065772
REAL_REAL	5	0	0.95496205523	2862214	8.07491065772
REAL_REAL	6	0.00023017803	0.95496205523	2862214	8.07491065772
REAL_REAL	7	0.00017382561	0.95496205523	2862214	8.07491065772
REAL_REAL	8	0.00011387009	0.95496205523	2862214	8.07491065772
REAL_REAL	1	0.91455155497	0.95553053616	2892730	8.07491065772
REAL_REAL	2	0.04250914388	0.95553053616	2892730	8.07491065772
REAL_REAL	3	0	0.95553053616	2892730	8.07491065772
REAL_REAL	4	0	0.95553053616	2892730	8.07491065772
REAL_REAL	5	0	0.95553053616	2892730	8.07491065772
REAL_REAL	6	0.00023017803	0.95553053616	2892730	8.07491065772
REAL_REAL	7	0.0001738256	0.95553053616	2892730	8.07491065772
REAL_REAL	8	0.0001138701	0.95553053616	2892730	8.07491065772
REAL_REAL	1	0.91455775434	0.95545484126	3914825	8.07491065772
REAL_REAL	2	0.04224347957	0.95545484126	3914825	8.07491065772
REAL_REAL	3	0	0.95545484126	3914825	8.07491065772
REAL_REAL	4	0	0.95545484126	3914825	8.07491065772
REAL_REAL	5	0	0.95545484126	3914825	8.07491065772
REAL_REAL	6	0.00023017803	0.95545484126	3914825	8.07491065772
REAL_REAL	7	0.0001738256	0.95545484126	3914825	8.07491065772
REAL_REAL	8	0.0001138701	0.95545484126	3914825	8.07491065772
REAL_REAL	1	0.91419542286	0.95480226447	9055248	8.07491065772
REAL_REAL	2	0.04210816249	0.95480226447	9055248	8.07491065772
REAL_REAL	3	0	0.95480226447	9055248	8.07491065772
REAL_REAL	4	0	0.95480226447	9055248	8.07491065772
REAL_REAL	5	0	0.95480226447	9055248	8.07491065772
REAL_REAL	6	0.00023017803	0.95480226447	9055248	8.07491065772
REAL_REAL	7	0.0001738256	0.95480226447	9055248	8.07491065772
REAL_REAL	8	0.0001138701	0.95480226447	9055248	8.07491065772
REAL_REAL	1	0.91447781387	0.95523712779	7302035	8.07491065772
REAL_REAL	2	0.04223584352	0.95523712779	7302035	8.07491065772
REAL_REAL	3	0	0.95523712779	7302035	8.07491065772
REAL_REAL	4	0	0.95523712779	7302035	8.07491065772
REAL_REAL	5	0	0.95523712779	7302035	8.07491065772
REAL_REAL	6	0.00023017803	0.95523712779	7302035	8.07491065772
REAL_REAL	7	0.00017382561	0.95523712779	7302035	8.07491065772
REAL_REAL	8	0.00011387009	0.95523712779	7302035	8.07491065772
RANDOM_BY_TYPE	1	0.79404114654	0.8286490955	433111777	8.07491065772
RANDOM_BY_TYPE	2	0.03859989172	0.8286490955	433111777	8.07491065772
RANDOM_BY_TYPE	3	0	0.8286490955	433111777	8.07491065772
RANDOM_BY_TYPE	4	0	0.8286490955	433111777	8.07491065772
RANDOM_BY_TYPE	5	0	0.8286490955	433111777	8.07491065772
RANDOM_BY_TYPE	6	2.75892900001e-05	0.8286490955	433111777	8.07491065772
RANDOM_BY_TYPE	7	3.61785500003e-05	0.8286490955	433111777	8.07491065772
RANDOM_BY_TYPE	8	1.41454299998e-05	0.8286490955	433111777	8.07491065772
RANDOM_BY_TYPE	1	0.77462853737	0.81235007269	9470017	8.07491065772
RANDOM_BY_TYPE	2	0.0398067947	0.81235007269	9470017	8.07491065772
RANDOM_BY_TYPE	3	0	0.81235007269	9470017	8.07491065772
RANDOM_BY_TYPE	4	0	0.81235007269	9470017	8.07491065772
RANDOM_BY_TYPE	5	0.000103298200001	0.81235007269	9470017	8.07491065772
RANDOM_BY_TYPE	6	6.98605699991e-05	0.81235007269	9470017	8.07491065772
RANDOM_BY_TYPE	7	5.017297e-05	0.81235007269	9470017	8.07491065772
RANDOM_BY_TYPE	8	3.36886800003e-05	0.81235007269	9470017	8.07491065772
RANDOM_BY_TYPE	1	0.7510892142	0.77994805043	4988696	8.07491065772
RANDOM_BY_TYPE	2	0.03244283841	0.77994805043	4988696	8.07491065772
RANDOM_BY_TYPE	3	0	0.77994805043	4988696	8.07491065772
RANDOM_BY_TYPE	4	0	0.77994805043	4988696	8.07491065772
