Type	Memory	Residual	ModelID	TotalMI
REAL_REAL	1.83404886663	5.72766648702	2393338	1.62227211732
REAL_REAL	1.83294512701	5.72810050051	582918	1.62183810383
REAL_REAL	1.83482765943	5.72728516211	2746927	1.62265344223
REAL_REAL	1.83299437599	5.72793253904	9106566	1.6220060653
REAL_REAL	1.83324039793	5.72783254801	9315318	1.62210605633
REAL_REAL	1.83316441537	5.72794320078	3385870	1.62199540356
REAL_REAL	1.83381159485	5.72773069594	8773524	1.6222079084
REAL_REAL	1.83277440504	5.72824348859	6374251	1.62169511575
REAL_REAL	1.83468138517	5.72751185127	7929547	1.62242675307
REAL_REAL	1.83402578829	5.72753846238	7644744	1.62240014196
RANDOM_BY_TYPE	1.4553153398	6.06305796872	8666257	1.28688063562
RANDOM_BY_TYPE	1.50693497794	5.99907764856	8037606	1.35086095578
RANDOM_BY_TYPE	1.40651599154	6.09740140689	7820107	1.25253719745
RANDOM_BY_TYPE	1.34123100162	6.1486354194	3842904	1.20130318494
RANDOM_BY_TYPE	1.17245525258	6.33821508938	4845504	1.01172351496
RANDOM_BY_TYPE	1.46031998828	6.14733250261	8156427	1.20260610173
RANDOM_BY_TYPE	1.30341822752	6.16247757169	5201305	1.18746103265
RANDOM_BY_TYPE	1.13478878552	6.34515789374	9012026	1.0047807106
RANDOM_BY_TYPE	1.42746461844	6.17416607328	7129751	1.17577253106
RANDOM_BY_TYPE	1.39377293931	6.11713920138	7581428	1.23279940296
RANDOM_BY_TYPE	1.35252405912	6.12337892097	3405463	1.22655968337
RANDOM_BY_TYPE	1.51322064845	6.0267334478	3162948	1.32320515654
RANDOM_BY_TYPE	1.2695926717	6.21690625438	3923355	1.13303234996
RANDOM_BY_TYPE	1.28768752402	6.18517840238	5662311	1.16476020196
RANDOM_BY_TYPE	1.36537315062	6.15078970415	6687007	1.19914890019
RANDOM_BY_TYPE	1.23675503051	6.24327367199	8277374	1.10666493235
RANDOM_BY_TYPE	1.50326461926	6.11201025208	6750340	1.23792835226
RANDOM_BY_TYPE	1.56414007655	5.97988495775	3137565	1.37005364659
RANDOM_BY_TYPE	1.44762633813	6.09515881291	2725966	1.25477979143
RANDOM_BY_TYPE	1.11336921315	6.32587969272	5252194	1.02405891162
RANDOM_BY_TYPE	1.49209152925	6.04176257359	5735090	1.30817603075
RANDOM_BY_TYPE	1.4103739236	6.09452595991	9985073	1.25541264443
RANDOM_BY_TYPE	1.34156404923	6.22402099197	3103289	1.12591761237
RANDOM_BY_TYPE	1.45769184333	6.14069831483	249852	1.20924028951
RANDOM_BY_TYPE	1.33156776489	6.20797619865	7651924	1.14196240569
RANDOM_BY_TYPE	1.35575407685	6.11747360448	1075131	1.23246499986
RANDOM_BY_TYPE	1.33807331101	6.14711666351	4670841	1.20282194083
RANDOM_BY_TYPE	1.18625118495	6.2479686251	6001124	1.10196997924
RANDOM_BY_TYPE	1.27697013917	6.23584788191	8895228	1.11409072243
RANDOM_BY_TYPE	1.3772983168	6.20131683966	7918805	1.14862176468
RANDOM_BY_TYPE	1.35755765521	6.15413275808	7223368	1.19580584626
RANDOM_BY_TYPE	1.27073107794	6.19166762815	9126635	1.15827097619
RANDOM_BY_TYPE	1.33553439713	6.24150207605	6355263	1.10843652829
RANDOM_BY_TYPE	1.12370335524	6.33795445909	8662989	1.01198414525
RANDOM_BY_TYPE	1.4847952181	6.05479086284	7989424	1.2951477415
RANDOM_BY_TYPE	1.31251056958	6.18963727185	3764878	1.16030133249
RANDOM_BY_TYPE	1.49640293474	6.00486951124	4081362	1.3450690931
RANDOM_BY_TYPE	1.13243484112	6.25325818067	2787347	1.09668042367
RANDOM_BY_TYPE	1.20584188249	6.23353183902	4355796	1.11640676532
RANDOM_BY_TYPE	1.41413829046	6.07904339128	7873016	1.27089521306
