Language	Type	FileName	Position	Memory	Surprisal
Slovenian	REAL_REAL	4862146	8	0.157204851508	0.157204851508
Slovenian	REAL_REAL	4862146	9	0.174672052264	0.174672067165
Slovenian	REAL_REAL	4862146	10	0.19213925302	0.19213925302
Slovenian	REAL_REAL	4862146	11	0.209606468678	0.209606468678
Slovenian	REAL_REAL	4862146	12	0.227073669434	0.227073654532
Slovenian	REAL_REAL	4862146	13	0.24454087019	0.24454087019
Slovenian	REAL_REAL	4862146	14	0.262008070946	0.262008070946
Slovenian	REAL_REAL	4862146	15	0.279475271702	0.279475271702
Slovenian	REAL_REAL	4862146	16	0.29694250226	0.29694250226
Slovenian	REAL_REAL	4862146	17	0.314409703016	0.314409703016
Slovenian	REAL_REAL	4862146	18	0.331876903772	0.331876903772
Slovenian	REAL_REAL	4862146	19	0.349344104528	0.349344134331
Slovenian	REAL_REAL	4862146	20	0.366811305285	0.366811275482
Slovenian	REAL_REAL	4862146	21	0.384278506041	0.384278506041
Slovenian	REAL_REAL	4862146	22	0.401745706797	0.401745706797
Slovenian	REAL_REAL	4862146	23	0.419212937355	0.419212937355
Slovenian	REAL_REAL	4862146	24	0.436680138111	0.436680167913
Slovenian	REAL_REAL	4862146	25	0.454147338867	0.454147309065
Slovenian	REAL_REAL	4862146	26	0.471614539623	0.471614539623
