Language	Type	FileName	Position	Memory	Surprisal

Catalan	RANDOM_BY_TYPE	7631179	0	0.0186179298908	0.0186179298908
Catalan	RANDOM_BY_TYPE	7631179	1	0.0372358597815	0.0372358597815
Catalan	RANDOM_BY_TYPE	7631179	2	0.0558537878096	0.0558537878096
Catalan	RANDOM_BY_TYPE	7631179	3	0.074471719563	0.074471719563
Catalan	RANDOM_BY_TYPE	7631179	4	0.0930896475911	0.0930896475911
Catalan	RANDOM_BY_TYPE	7631179	5	0.111707575619	0.111707575619
Catalan	RANDOM_BY_TYPE	7631179	6	0.130325511098	0.130325511098
Catalan	RANDOM_BY_TYPE	7631179	7	0.148943439126	0.148943439126
Catalan	RANDOM_BY_TYPE	7631179	8	0.167561367154	0.167561367154
Catalan	RANDOM_BY_TYPE	7631179	9	0.186179295182	0.186179295182
Catalan	RANDOM_BY_TYPE	7631179	10	0.20479722321	0.204797208309
Catalan	RANDOM_BY_TYPE	7631179	11	0.223415151238	0.223415151238
Catalan	RANDOM_BY_TYPE	7631179	12	0.242033079267	0.242033079267
Catalan	RANDOM_BY_TYPE	7631179	13	0.260651022196	0.260651022196
Catalan	RANDOM_BY_TYPE	7631179	14	0.279268950224	0.279268950224
Catalan	RANDOM_BY_TYPE	7631179	15	0.297886878252	0.297886878252
Catalan	RANDOM_BY_TYPE	7631179	16	0.31650480628	0.31650480628
Catalan	RANDOM_BY_TYPE	7631179	17	0.335122734308	0.335122734308
Catalan	RANDOM_BY_TYPE	7631179	18	0.353740662336	0.353740662336
Catalan	RANDOM_BY_TYPE	7631179	19	0.372358590364	0.372358590364
Catalan	RANDOM_BY_TYPE	7631179	20	0.390976518393	0.390976518393
Catalan	RANDOM_BY_TYPE	7631179	21	0.409594446421	0.40144315362
Catalan	RANDOM_BY_TYPE	7631179	22	0.428212374449	0.410752117634
Catalan	RANDOM_BY_TYPE	7631179	23	0.446830302477	0.420061081648
Catalan	RANDOM_BY_TYPE	7631179	24	0.465448230505	0.429370045662
Catalan	RANDOM_BY_TYPE	7631179	25	0.484066158533	0.438679009676
Catalan	RANDOM_BY_TYPE	7631179	26	0.502684116364	0.447988003492
Catalan	RANDOM_BY_TYPE	7631179	27	0.521302044392	0.455482691526
Catalan	RANDOM_BY_TYPE	7631179	28	0.53991997242	0.461688667536
