Script	Run	Model	Accuracy_Pairs	Accuracy_Full	Accuracy_Pairs_Types	Accuracy_Full_Types
forWords_Sesotho_EvaluateWeights_Prefixes_ByType.py	1191929	RANDOM	0.05423372988103569	0.027675165021498215	0.07562898986105895	0.036607687614399025
forWords_Sesotho_EvaluateWeights_Prefixes_ByType.py	1398492	3208767	0.9927299587901407	0.9893417307575849	0.9878332707472776	0.9815741305674192
forWords_Sesotho_EvaluateWeights_Prefixes_ByType.py	1503340	4930511	0.9850711453230697	0.9790468116029795	0.9764175741644762	0.9661989017693716
forWords_Sesotho_EvaluateWeights_Prefixes_ByType.py	2793781	829447	0.9927688360158619	0.9893417307575849	0.9879083740142697	0.9815741305674192
forWords_Sesotho_EvaluateWeights_Prefixes_ByType.py	3169309	RANDOM	0.2198507114532307	0.05080845394537637	0.24521216672925272	0.06967663209273947
forWords_Sesotho_EvaluateWeights_Prefixes_ByType.py	3615897	RANDOM	0.5263198818132339	0.5347302125598014	0.4732256853173113	0.44563758389261743
forWords_Sesotho_EvaluateWeights_Prefixes_ByType.py	385390	RANDOM	0.027525075810590157	0.013565069944891903	0.040555764175741645	0.019402074435631484
forWords_Sesotho_EvaluateWeights_Prefixes_ByType.py	420286	RANDOM	0.9767125417930177	0.9725670683703749	0.9625985730379272	0.9544844417327639
forWords_Sesotho_EvaluateWeights_Prefixes_ByType.py	4252298	4831858	0.9927299587901407	0.9893417307575849	0.9878332707472776	0.9815741305674192
forWords_Sesotho_EvaluateWeights_Prefixes_ByType.py	4296939	6395637	0.9926522043386984	0.9892811724096167	0.9876830642132933	0.9814521049420378
forWords_Sesotho_EvaluateWeights_Prefixes_ByType.py	4436074	RANDOM	0.5653137392115699	0.5849936413734633	0.5223432219301539	0.512019524100061
forWords_Sesotho_EvaluateWeights_Prefixes_ByType.py	4750333	RANDOM	0.22319415286525154	0.048143886634772606	0.25069470521967707	0.06601586333129958
forWords_Sesotho_EvaluateWeights_Prefixes_ByType.py	5797795	RANDOM	0.01761138325169116	0.0018773087870162903	0.025535110777318813	0.0036607687614399025
forWords_Sesotho_EvaluateWeights_Prefixes_ByType.py	5858323	RANDOM	0.5674519866262343	0.5914128262580997	0.5238452872699962	0.5210494203782794
forWords_Sesotho_EvaluateWeights_Prefixes_ByType.py	6671088	RANDOM	0.4838659513257134	0.20402107430509295	0.5431468268869696	0.2727272727272727
forWords_Sesotho_EvaluateWeights_Prefixes_ByType.py	6748551	RANDOM	0.1834616281782132	0.01295948646520923	0.19722117912129178	0.018913971934106162
forWords_Sesotho_EvaluateWeights_Prefixes_ByType.py	6963429	7758242	0.9851100225487909	0.9790468116029795	0.9764926774314683	0.9661989017693716
forWords_Sesotho_EvaluateWeights_Prefixes_ByType.py	7294512	8407239	0.9850711453230697	0.9790468116029795	0.9764175741644762	0.9661989017693716
forWords_Sesotho_EvaluateWeights_Prefixes_ByType.py	7354714	RANDOM	0.4662934452997434	0.1784654514624841	0.5169357867067217	0.2336790726052471
forWords_Sesotho_EvaluateWeights_Prefixes_ByType.py	7616270	RANDOM	0.20690459528808025	0.029310240416641434	0.22733758918512956	0.03880414887126297
forWords_Sesotho_EvaluateWeights_Prefixes_ByType.py	8158136	RANDOM	0.06904595288080242	0.048446678374613944	0.09688321441982727	0.06662599145820622
forWords_Sesotho_EvaluateWeights_Prefixes_ByType.py	8422600	RANDOM	0.0056760749552911905	0.0004844667837461394	0.00938790837401427	0.0009762050030506406
forWords_Sesotho_EvaluateWeights_Prefixes_ByType.py	8454329	6803368	0.9927299587901407	0.9893417307575849	0.9878332707472776	0.9815741305674192
forWords_Sesotho_EvaluateWeights_Prefixes_ByType.py	8613022	RANDOM	0.8056138713941373	0.7068975958335857	0.7866316184754036	0.6705308114704088
forWords_Sesotho_EvaluateWeights_Prefixes_ByType.py	871142	RANDOM	0.7801881657724905	0.6840065403015806	0.7538865940668419	0.639902379499695
forWords_Sesotho_EvaluateWeights_Prefixes_ByType.py	921390	RANDOM	0.830106523598476	0.741415854175498	0.8221554637626737	0.7212934716290421
forWords_Sesotho_EvaluateWeights_Prefixes_ByType.py	9251852	1777322	0.9851877770002333	0.9790468116029795	0.9766428839654525	0.9661989017693716
forWords_Sesotho_EvaluateWeights_Prefixes_ByType.py	9322060	RANDOM	0.1862996656558588	0.013443953248955368	0.20150206533984227	0.019280048810250153
forWords_Sesotho_EvaluateWeights_Prefixes_ByType.py	9324373	1949734	0.9851100225487909	0.9790468116029795	0.9764926774314683	0.9661989017693716
