Language	Distance	Surprisal	MI	EE
simulation-6-short.py	0	1.8891591637540217	NA	0.0
simulation-6-short.py	1	0.3080645424699485	1.5810946212840733	1.5810946212840733
simulation-6-short.py	2	0.1540318356788496	0.15403270679109893	1.8891600348662712
simulation-6-short.py	3	0.0770159178394248	0.0770159178394248	2.1202077883845454
simulation-6-short.py	4	0.0770159178394248	0.0	2.1202077883845454
simulation-6-short.py	5	0.0770159178394248	0.0	2.1202077883845454
simulation-6-short.py	6	0.0770159178394248	0.0	2.1202077883845454
simulation-6-short.py	7	0.0770159178394248	0.0	2.1202077883845454
simulation-6-short.py	8	0.0770159178394248	0.0	2.1202077883845454
simulation-6-short.py	9	0.0770159178394248	0.0	2.1202077883845454
simulation-6-short.py	10	0.0770159178394248	0.0	2.1202077883845454
simulation-6-short.py	11	0.0770159178394248	0.0	2.1202077883845454
simulation-6-short.py	12	0.0770159178394248	0.0	2.1202077883845454
simulation-6-short.py	13	0.0770159178394248	0.0	2.1202077883845454
simulation-6-short.py	14	0.0770159178394248	0.0	2.1202077883845454
simulation-6-short.py	15	0.0770159178394248	0.0	2.1202077883845454
simulation-6-short.py	16	0.0770159178394248	0.0	2.1202077883845454
simulation-6-short.py	17	0.0770159178394248	0.0	2.1202077883845454
simulation-6-short.py	18	0.0770159178394248	0.0	2.1202077883845454
