Language	Estimator	Model	Distance	Surprisal	Script	Part	It	SumIt	SumTIt
Dutch	Heldout	NDA	3	-1.1945125010785644	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS	-0.0006024105029907023	-1.6059369704487998	-1.627419921781513
Dutch	Heldout	NDA	4	-1.1939100905755737	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS	-0.00026282168047697674	-1.6065393809517905	-1.6298295637934759
Dutch	Heldout	NDA	5	-1.1936472688950968	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS	-0.00012175413781090327	-1.6068022026322675	-1.6311436721958608
Dutch	Heldout	NDA	0	-10.854877756394249	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN	-0.6545671918696723	0	0
Dutch	Heldout	NDA	1	-10.200310564524576	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN	-0.04212537161941654	-0.6545671918696723	-0.6545671918696723
Dutch	Heldout	NDA	2	-10.15818519290516	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN	0.06976720134807124	-0.6966925634890888	-0.7388179351085054
Dutch	Heldout	NDA	3	-10.227952394253231	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN	0.09530393004211213	-0.6269253621410176	-0.5295163310642916
Dutch	Heldout	NDA	4	-10.323256324295343	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN	0.10450041752015693	-0.5316214320989054	-0.14830061089584312
Dutch	Heldout	NDA	5	-10.4277567418155	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN	0.1090796467946582	-0.4271210145787485	0.3742014767049415
Dutch	Heldout	NDA	0	-10.161730067153428	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod	-0.7899032537733639	0	0
Dutch	Heldout	NDA	1	-9.371826813380064	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod	0.19612462690250965	-0.7899032537733639	-0.7899032537733639
Dutch	Heldout	NDA	2	-9.567951440282574	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod	0.37927781837034225	-0.5937786268708543	-0.3976539999683446
Dutch	Heldout	NDA	3	-9.947229258652916	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod	0.4150234006690212	-0.214500808500512	0.7401794551426821
Dutch	Heldout	NDA	4	-10.362252659321937	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod	0.42865029298174306	0.2005225921685092	2.400273057818767
Dutch	Heldout	NDA	5	-10.79090295230368	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod	0.43491509233596126	0.6291728851502523	4.543524522727482
Dutch	Heldout	NDA	0	-5.631592667366438	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case	-2.762663081672972	0	0
Dutch	Heldout	NDA	1	-2.8689295856934662	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case	-0.002363771606736176	-2.762663081672972	-2.762663081672972
Dutch	Heldout	NDA	2	-2.86656581408673	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case	0.011967086509236502	-2.765026853279708	-2.767390624886444
Dutch	Heldout	NDA	3	-2.8785329005959666	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case	0.012218657203022065	-2.7530597667704715	-2.7314893653587347
Dutch	Heldout	NDA	4	-2.8907515577989886	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case	0.012229811600287022	-2.7408411095674494	-2.6826147365466464
Dutch	Heldout	NDA	5	-2.9029813693992756	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case	0.012231743546441187	-2.7286112979671624	-2.6214656785452113
Dutch	Heldout	NDA	0	-4.363605584984661	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det	-2.3396131644152107	0	0
Dutch	Heldout	NDA	1	-2.0239924205694506	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det	-0.03338099704765085	-2.3396131644152107	-2.3396131644152107
Dutch	Heldout	NDA	2	-1.9906114235217998	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det	0.03742467629024393	-2.3729941614628616	-2.4063751585105124
Dutch	Heldout	NDA	3	-2.0280360998120437	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det	0.04614750380972543	-2.3355694851726176	-2.2941011296397806
Dutch	Heldout	NDA	4	-2.074183603621769	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det	0.04766339721862911	-2.289421981362892	-2.109511114400879
Dutch	Heldout	NDA	5	-2.1218470008403982	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det	0.04804046094063352	-2.241758584144263	-1.8711941283077334
Dutch	Heldout	NDA	0	-9.974963482187343	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod	0.5350769284342558	0	0
Dutch	Heldout	NDA	1	-10.510040410621599	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod	1.3793031830934144	0.5350769284342558	0.5350769284342558
Dutch	Heldout	NDA	2	-11.889343593715013	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod	1.4027150786682352	1.9143801115276702	3.2936832946210846
Dutch	Heldout	NDA	3	-13.292058672383249	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod	1.405627694841396	3.3170951901959054	7.50182853062579
Dutch	Heldout	NDA	4	-14.697686367224644	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod	1.4061150886326814	4.722722885037301	13.124339309991374
Dutch	Heldout	NDA	5	-16.103801455857326	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod	1.4062080637811931	6.128837973669983	20.15491475315478
Dutch	Heldout	NAD	0	-2.8004494715273642	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS	-1.5855863794248821	0	0
Dutch	Heldout	NAD	1	-1.2148630921024821	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS	-0.04052640181655898	-1.5855863794248821	-1.5855863794248821
Dutch	Heldout	NAD	2	-1.1743366902859231	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS	-0.0014568402982662043	-1.626112781241441	-1.666639183058
Dutch	Heldout	NAD	3	-1.172879849987657	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS	-0.0005518752338145028	-1.6275696215397073	-1.6710097039527987
Dutch	Heldout	NAD	4	-1.1723279747538424	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS	-0.0002423054781106604	-1.6281214967735218	-1.6732172048880567
Dutch	Heldout	NAD	5	-1.1720856692757318	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS	-0.0001126890324878449	-1.6283638022516325	-1.67442873227861
Dutch	Heldout	NAD	0	-10.854877756394249	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN	-1.1096456950290854	0	0
Dutch	Heldout	NAD	1	-9.745232061365163	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN	-0.12215447872963026	-1.1096456950290854	-1.1096456950290854
Dutch	Heldout	NAD	2	-9.623077582635533	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN	0.07026174355786985	-1.2318001737587156	-1.353954652488346
Dutch	Heldout	NAD	3	-9.693339326193403	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN	0.0979521856271166	-1.1615384302008458	-1.1431694218147364
Dutch	Heldout	NAD	4	-9.79129151182052	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN	0.10737593505357523	-1.0635862445737292	-0.7513606793062699
Dutch	Heldout	NAD	5	-9.898667446874095	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN	0.11201451093544712	-0.956210309520154	-0.21448100403839376
Dutch	Heldout	NAD	0	-10.161730067153428	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod	-0.03654374546977657	0	0
Dutch	Heldout	NAD	1	-10.125186321683652	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod	0.7846059825373555	-0.03654374546977657	-0.03654374546977657
Dutch	Heldout	NAD	2	-10.909792304221007	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod	0.8273118771729457	0.7480622370675789	1.5326682196049344
Dutch	Heldout	NAD	3	-11.737104181393953	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod	0.8346815976630548	1.5753741142405246	4.014603851123772
Dutch	Heldout	NAD	4	-12.571785779057008	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod	0.836568462407902	2.4100557119035795	7.353330241775991
Dutch	Heldout	NAD	5	-13.40835424146491	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod	0.8371993603938304	3.2466241743114814	11.5361725538155
Dutch	Heldout	NAD	0	-5.631592667366438	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case	-2.7746452136707505	0	0
Dutch	Heldout	NAD	1	-2.8569474536956876	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case	-0.06893573266810993	-2.7746452136707505	-2.7746452136707505
Dutch	Heldout	NAD	2	-2.7880117210275777	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case	0.0011051226878970866	-2.8435809463388604	-2.9125166790069703
Dutch	Heldout	NAD	3	-2.7891168437154747	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case	0.006823459120214537	-2.8424758236509633	-2.909201310943279
Dutch	Heldout	NAD	4	-2.7959403028356893	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case	0.007327395742111609	-2.8356523645307488	-2.881907474462421
Dutch	Heldout	NAD	5	-2.803267698577801	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case	0.007379573900215153	-2.828324968788637	-2.845270495751863
Dutch	Heldout	NAD	0	-4.363605584984661	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det	-1.963626212957232	0	0
Dutch	Heldout	NAD	1	-2.3999793720274294	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det	-0.10423682232497722	-1.963626212957232	-1.963626212957232
Dutch	Heldout	NAD	2	-2.295742549702452	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det	0.011996036463887805	-2.067863035282209	-2.1720998576071864
Dutch	Heldout	NAD	3	-2.30773858616634	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det	0.03757936394762895	-2.0558669988183214	-2.136111748215523
Dutch	Heldout	NAD	4	-2.345317950113969	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det	0.0451441883411281	-2.0182876348706924	-1.9857942924250072
Dutch	Heldout	NAD	5	-2.390462138455097	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det	0.04783781490734107	-1.9731434465295643	-1.7600733507193667
Dutch	Heldout	NAD	0	-9.974963482187343	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod	-0.017449534169401204	0	0
Dutch	Heldout	NAD	1	-9.957513948017942	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod	0.7991705274881742	-0.017449534169401204	-0.017449534169401204
Dutch	Heldout	NAD	2	-10.756684475506116	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod	0.8451132178617673	0.781720993318773	1.5808915208069472
Dutch	Heldout	NAD	3	-11.601797693367883	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod	0.8541280666516666	1.6268342111805403	4.116231174392249
Dutch	Heldout	NAD	4	-12.45592576001955	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod	0.8564865780238762	2.480962277832207	7.532743440998916
Dutch	Heldout	NAD	5	-13.312412338043426	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod	0.8572085542503647	3.337448855856083	11.815176331118296
Dutch	Heldout	GROUND	0	-2.8004494715273642	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS	-1.5861271636851961	0	0
Dutch	Heldout	GROUND	1	-1.214322307842168	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS	-0.018857637940939087	-1.5861271636851961	-1.5861271636851961
Dutch	Heldout	GROUND	2	-1.195464669901229	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS	-0.0017499261584839054	-1.6049848016261352	-1.6238424395670743
Dutch	Heldout	GROUND	3	-1.193714743742745	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS	-0.0005969379854076085	-1.6067347277846191	-1.629092218042526
Dutch	Heldout	GROUND	4	-1.1931178057573375	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS	-0.0002612370991346147	-1.6073316657700267	-1.6314799699841565
Dutch	Heldout	GROUND	5	-1.1928565686582029	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS	-0.00012120531560921854	-1.6075929028691613	-1.6327861554798295
Dutch	Heldout	GROUND	0	-10.854877756394249	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN	-0.7055432151786469	0	0
Dutch	Heldout	GROUND	1	-10.149334541215602	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN	-0.04102360245715886	-0.7055432151786469	-0.7055432151786469
Dutch	Heldout	GROUND	2	-10.108310938758443	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN	0.06948476380388335	-0.7465668176358058	-0.7875904200929646
Dutch	Heldout	GROUND	3	-10.177795702562326	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN	0.09457791788115522	-0.6770820538319224	-0.5791361286813146
Dutch	Heldout	GROUND	4	-10.272373620443481	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN	0.10362667579723528	-0.5825041359507672	-0.20082445715669373
Dutch	Heldout	GROUND	5	-10.376000296240717	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN	0.10813895293980913	-0.47887746015353194	0.31730892182948267
Dutch	Heldout	GROUND	0	-10.161730067153428	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod	-0.7970760827867363	0	0
Dutch	Heldout	GROUND	1	-9.364653984366692	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod	0.26014270875530343	-0.7970760827867363	-0.7970760827867363
Dutch	Heldout	GROUND	2	-9.624796693121995	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod	0.4209693300195152	-0.5369333740314328	-0.2767906652761294
Dutch	Heldout	GROUND	3	-10.04576602314151	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod	0.4549325153607118	-0.11596404401191762	0.9861173247824162
Dutch	Heldout	GROUND	4	-10.500698538502222	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod	0.467967433222924	0.33896847134879415	2.8058473862252633
Dutch	Heldout	GROUND	5	-10.968665971725146	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod	0.4740111695907263	0.8069359045717182	5.145684552339883
Dutch	Heldout	GROUND	0	-5.631592667366438	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case	-2.708301982292684	0	0
Dutch	Heldout	GROUND	1	-2.923290685073754	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case	-0.0035943344140521027	-2.708301982292684	-2.708301982292684
Dutch	Heldout	GROUND	2	-2.919696350659702	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case	0.012919173831208663	-2.7118963167067363	-2.7154906511207884
Dutch	Heldout	GROUND	3	-2.9326155244909105	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case	0.013666401941231587	-2.6989771428755276	-2.6767331296271624
Dutch	Heldout	GROUND	4	-2.946281926432142	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case	0.01383773081313766	-2.685310740934296	-2.622067521862236
Dutch	Heldout	GROUND	5	-2.9601196572452797	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case	0.013898624274263138	-2.6714730101211583	-2.5528788677965477
Dutch	Heldout	GROUND	0	-4.363605584984661	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det	-2.3497504326869696	0	0
Dutch	Heldout	GROUND	1	-2.0138551522976917	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det	-0.0303846581018683	-2.3497504326869696	-2.3497504326869696
Dutch	Heldout	GROUND	2	-1.9834704941958234	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det	0.03917138129826103	-2.380135090788838	-2.410519748890706
Dutch	Heldout	GROUND	3	-2.0226418754940845	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det	0.04747353124632525	-2.340963709490577	-2.293005604995923
Dutch	Heldout	GROUND	4	-2.0701154067404097	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det	0.04888598708450953	-2.2934901782442516	-2.103111480010622
Dutch	Heldout	GROUND	5	-2.1190013938249193	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det	0.049233331116909085	-2.244604191159742	-1.8586815445880744
Dutch	Heldout	GROUND	0	-9.974963482187343	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod	0.4291985022850522	0	0
Dutch	Heldout	GROUND	1	-10.404161984472395	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod	1.0795961855311074	0.4291985022850522	0.4291985022850522
Dutch	Heldout	GROUND	2	-11.483758170003503	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod	1.1150535477597447	1.5087946878161596	2.588390873347267
Dutch	Heldout	GROUND	3	-12.598811717763247	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod	1.1256878478232046	2.6238482355759043	5.933551516626501
Dutch	Heldout	GROUND	4	-13.724499565586452	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod	1.1297637339956346	3.749536083399109	10.43630290791932
Dutch	Heldout	GROUND	5	-14.854263299582087	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod	1.1316723449358292	4.8792998173947435	16.085121577897493
Dutch	Heldout	AND	0	-2.8004494715273642	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS	-1.5855863794248821	0	0
Dutch	Heldout	AND	1	-1.2148630921024821	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS	-0.04025222076474555	-1.5855863794248821	-1.5855863794248821
Dutch	Heldout	AND	2	-1.1746108713377366	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS	-0.001455389180360811	-1.6258386001896277	-1.6660908209543732
Dutch	Heldout	AND	3	-1.1731554821573758	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS	-0.0005518752338149469	-1.6272939893699885	-1.6704569884954557
Dutch	Heldout	AND	4	-1.1726036069235608	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS	-0.0002423054781106604	-1.6278458646038034	-1.6726644894307154
Dutch	Heldout	AND	5	-1.1723613014454501	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS	-0.0001126890324878449	-1.628088170081914	-1.6738760168212687
Dutch	Heldout	AND	0	-10.854877756394249	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN	-1.1144471684740296	0	0
Dutch	Heldout	AND	1	-9.740430587920219	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN	-0.12388120112674805	-1.1144471684740296	-1.1144471684740296
Dutch	Heldout	AND	2	-9.616549386793471	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN	0.07075563393743245	-1.2383283696007776	-1.3622095707275257
Dutch	Heldout	AND	3	-9.687305020730903	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN	0.09804790356190551	-1.1675727356633452	-1.1499426689152283
Dutch	Heldout	AND	4	-9.785352924292809	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN	0.10741685631418996	-1.0695248321014397	-0.7577510546676063
Dutch	Heldout	AND	5	-9.892769780606999	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN	0.11203485950370329	-0.9621079757872497	-0.2206667730966565
Dutch	Heldout	AND	0	-10.161730067153428	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod	-0.07978579271183861	0	0
Dutch	Heldout	AND	1	-10.08194427444159	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod	0.7954305651910989	-0.07978579271183861	-0.07978579271183861
Dutch	Heldout	AND	2	-10.877374839632688	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod	0.8370456410873004	0.7156447724792603	1.5110753376703592
Dutch	Heldout	AND	3	-11.714420480719989	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod	0.8438745040674895	1.5526904135665607	4.02221226093226
Dutch	Heldout	AND	4	-12.558294984787478	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod	0.8454252463042682	2.39656491763405	7.3977102772022185
Dutch	Heldout	AND	5	-13.403720231091746	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod	0.8458547623500987	3.2419901639383184	11.62483650872356
Dutch	Heldout	AND	0	-5.631592667366438	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case	-2.771578004154493	0	0
Dutch	Heldout	AND	1	-2.860014663211945	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case	-0.06698328929930364	-2.771578004154493	-2.771578004154493
Dutch	Heldout	AND	2	-2.7930313739126413	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case	0.0014450585622696188	-2.8385612934537967	-2.9055445827531003
Dutch	Heldout	AND	3	-2.794476432474911	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case	0.006901249961150047	-2.837116234891527	-2.9012094070662915
Dutch	Heldout	AND	4	-2.801377682436061	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case	0.007371808080848474	-2.830214984930377	-2.8736044072216913
Dutch	Heldout	AND	5	-2.8087494905169095	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case	0.007420227975595051	-2.8228431768495286	-2.836745366817449
Dutch	Heldout	AND	0	-4.363605584984661	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det	-1.9566872538091795	0	0
Dutch	Heldout	AND	1	-2.406918331175482	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det	-0.10797787212004062	-1.9566872538091795	-1.9566872538091795
Dutch	Heldout	AND	2	-2.298940459055441	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det	0.009027817894455836	-2.06466512592922	-2.1726429980492608
Dutch	Heldout	AND	3	-2.307968276949897	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det	0.035085450333515844	-2.0556373080347643	-2.1455595443658932
Dutch	Heldout	AND	4	-2.343053727283413	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det	0.0428208579208289	-2.0205518577012485	-2.00521774303183
Dutch	Heldout	AND	5	-2.385874585204242	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det	0.04557554019472798	-1.9777309997804196	-1.7911134534276854
Dutch	Heldout	AND	0	-9.974963482187343	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod	0.10241889990255437	0	0
Dutch	Heldout	AND	1	-10.077382382089898	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod	0.70248965123149	0.10241889990255437	0.10241889990255437
