Language	Type	Memory	EmpiricalMedianDiff	MedianDiff_Lower	MedianDiff_Upper	Level
Dutch	GROUND	0.380517631769	0.0	0.0	0.0	0.9989960238090073
Dutch	GROUND	0.422797381878	0.0	-2.98023223877e-08	2.98023223877e-08	0.9989960238090073
Dutch	GROUND	0.465077131987	0.0	0.0	2.98023223877e-08	0.9990204080750057
Dutch	GROUND	0.507356882095	0.0	0.0	0.0	0.9990234300566893
Dutch	GROUND	0.549636602402	0.0	0.0	0.0	0.9990204080750057
Dutch	GROUND	0.591916322708	0.0	0.0	0.00461095571518	0.9864947331516246
Dutch	GROUND	0.634196043015	0.00830388069153	0.0	0.0257508158684	0.9864947331516246
Dutch	GROUND	0.676475822926	0.0294438004494	0.00808638334274	0.0468907356262	0.9864947331516246
Dutch	GROUND	0.718755543232	0.0505836009979	0.0292262434959	0.0680305361748	0.9864947331516246
Dutch	GROUND	0.761035263538	0.0717235207558	0.0503661036491	0.089170396328	0.9864947331516246
Dutch	GROUND	0.803315043449	0.0874592065811	0.0618810653687	0.110310316086	0.9758872629026825
Dutch	GROUND	0.845594763756	0.0874592065811	0.0618810653687	0.111379563808	0.9758872629026825
