Language	Type	ModelID	AUC
Polish	RANDOM_BY_TYPE	9121321	4.55283355713
Polish	RANDOM_BY_TYPE	9166890	4.55026626587
Polish	RANDOM_BY_TYPE	9268616	4.54057693481
Polish	RANDOM_BY_TYPE	9281367	4.55763053894
Polish	RANDOM_BY_TYPE	9356001	4.54229068756
Polish	RANDOM_BY_TYPE	9372881	4.54969120026
Polish	RANDOM_BY_TYPE	9416048	4.53194618225
Polish	RANDOM_BY_TYPE	9427566	4.5342001915
Polish	RANDOM_BY_TYPE	9451671	4.56750392914
Polish	RANDOM_BY_TYPE	9484285	4.54272270203
Polish	RANDOM_BY_TYPE	9545883	4.55396747589
Polish	RANDOM_BY_TYPE	9575529	4.55834341049
Polish	RANDOM_BY_TYPE	9590046	4.5377702713
Polish	RANDOM_BY_TYPE	9652365	4.55358123779
Polish	RANDOM_BY_TYPE	9728770	4.56101369858
Polish	RANDOM_BY_TYPE	9752444	4.53847551346
Polish	RANDOM_BY_TYPE	9754869	4.55137109756
Polish	RANDOM_BY_TYPE	9793301	4.54720592499
Polish	RANDOM_BY_TYPE	980187	4.55974149704
Polish	RANDOM_BY_TYPE	9817799	4.5425863266
Polish	RANDOM_BY_TYPE	9870335	4.54370737076
Polish	RANDOM_BY_TYPE	9889212	4.55587434769
Polish	RANDOM_BY_TYPE	9902014	4.56963777542
Polish	RANDOM_BY_TYPE	9917325	4.56312227249
Polish	RANDOM_BY_TYPE	9983449	4.54145860672
Polish	RANDOM_BY_TYPE	9988808	4.54975509644
Polish	GROUND	1039310	4.54739761353
Polish	GROUND	1076806	4.5454864502
Polish	GROUND	1198802	4.54151725769
Polish	GROUND	1301734	4.54304075241
Polish	GROUND	1459001	4.54291057587
Polish	GROUND	1638954	4.54831361771
Polish	GROUND	1639321	4.54620265961
Polish	GROUND	1672463	4.54137849808
Polish	GROUND	1721199	4.54513549805
Polish	GROUND	1877102	4.54390192032
Polish	GROUND	1918298	4.53980016708
Polish	GROUND	199652	4.54167604446
Polish	GROUND	2007217	4.53746318817
Polish	GROUND	2057093	4.54696989059
Polish	GROUND	2120445	4.54358434677
Polish	GROUND	2123180	4.54169893265
Polish	GROUND	2136586	4.54022502899
Polish	GROUND	2208276	4.54320669174
Polish	GROUND	2298393	4.54007768631
Polish	GROUND	232191	4.54337453842
Polish	GROUND	2333447	4.54248332977
Polish	GROUND	2472088	4.54261302948
Polish	GROUND	2479440	4.54609680176
Polish	GROUND	2564502	4.53904867172
Polish	GROUND	260227	4.54423809052
Polish	GROUND	2618255	4.53871822357
Polish	GROUND	2711989	4.54401016235
Polish	GROUND	2899265	4.54284572601
Polish	GROUND	2904918	4.54171800613
Polish	GROUND	2971813	4.54215431213
Polish	GROUND	3253966	4.54756784439
Polish	GROUND	3262405	4.54024839401
Polish	GROUND	326947	4.54123163223
Polish	GROUND	3327431	4.54417419434
Polish	GROUND	3357340	4.5446100235
Polish	GROUND	3390545	4.54422998428
Polish	GROUND	3417307	4.54117059708
Polish	GROUND	3464021	4.54382419586
Polish	GROUND	3488830	4.5403881073
Polish	GROUND	3650307	4.54414510727
Polish	GROUND	3857086	4.54139995575
Polish	GROUND	3858389	4.54159498215
Polish	GROUND	3870250	4.54130077362
Polish	GROUND	3878830	4.54197978973
Polish	GROUND	3885077	4.54670095444
Polish	GROUND	3891543	4.5415558815
Polish	GROUND	3928861	4.54204845428
Polish	GROUND	3963029	4.54331684113
Polish	GROUND	3984675	4.54294633865
Polish	GROUND	4002360	4.54212522507
Polish	GROUND	4007062	4.54067993164
Polish	GROUND	4032158	4.54210853577
Polish	GROUND	403323	4.54128932953
Polish	GROUND	4034372	4.54149532318
Polish	GROUND	4036883	4.54081010818
Polish	GROUND	4116881	4.54291820526
Polish	GROUND	4134636	4.5415687561
Polish	GROUND	421220	4.5432472229
Polish	GROUND	4219315	4.54474782944
Polish	GROUND	4264947	4.54099178314
Polish	GROUND	4324145	4.54235267639
Polish	GROUND	4339238	4.54541349411
Polish	GROUND	4420959	4.54313230515
Polish	GROUND	4432567	4.54562950134
Polish	GROUND	4676913	4.54155921936
Polish	GROUND	4736139	4.54640769958
Polish	GROUND	5008958	4.54400348663
Polish	GROUND	5064039	4.54472112656
Polish	GROUND	5066046	4.53965711594
Polish	GROUND	5088041	4.54009437561
Polish	GROUND	5276048	4.54338741302
Polish	GROUND	5350980	4.54824066162
Polish	GROUND	5353324	4.54174232483
Polish	GROUND	5355192	4.53665494919
Polish	GROUND	5362621	4.54742908478
Polish	GROUND	5407496	4.54552745819
Polish	GROUND	5456234	4.54473352432
Polish	GROUND	5641792	4.53962850571
Polish	GROUND	5642766	4.54087305069
Polish	GROUND	5725762	4.54087162018
Polish	GROUND	5761244	4.54101133347
Polish	GROUND	5860470	4.54026603699
Polish	GROUND	5867228	4.54750013351
Polish	GROUND	5993417	4.54242944717
Polish	GROUND	6214479	4.55344820023
Polish	GROUND	6347826	4.54549884796
Polish	GROUND	6472046	4.54084444046
Polish	GROUND	6585373	4.54286623001
Polish	GROUND	6715947	4.53976535797
Polish	GROUND	6767487	4.54269456863
Polish	GROUND	6783945	4.54648685455
Polish	GROUND	6820356	4.5445022583
Polish	GROUND	6841038	4.54404258728
Polish	GROUND	68775	4.54573392868
Polish	GROUND	7019902	4.54511547089
Polish	GROUND	704225	4.54208755493
Polish	GROUND	7119713	4.54774045944
Polish	GROUND	715353	4.55015659332
Polish	GROUND	7220010	4.54193782806
Polish	GROUND	7287153	4.54084014893
Polish	GROUND	7468399	4.54355192184
Polish	GROUND	7560941	4.54880475998
Polish	GROUND	7610791	4.53815698624
Polish	GROUND	7838899	4.54271554947
Polish	GROUND	7844806	4.54262113571
Polish	GROUND	7892532	4.54634904861
Polish	GROUND	7906378	4.54142618179
Polish	GROUND	7919856	4.54370689392
Polish	GROUND	8049441	4.54355335236
Polish	GROUND	8182209	4.5401892662
Polish	GROUND	8182988	4.54759120941
Polish	GROUND	8383053	4.54184675217
Polish	GROUND	8501451	4.5400762558
Polish	GROUND	8899245	4.5400724411
Polish	GROUND	9043787	4.54599428177
Polish	GROUND	913294	4.54675960541
Polish	GROUND	9255943	4.53776359558
Polish	GROUND	9322855	4.54599428177
Polish	GROUND	9341303	4.53945159912
Polish	GROUND	9359688	4.54070997238
Polish	GROUND	93994	4.54102945328
Polish	GROUND	9417484	4.53786420822
Polish	GROUND	9438292	4.54505825043
Polish	GROUND	9464120	4.54389238358
Polish	GROUND	9637407	4.54043769836
Polish	GROUND	9656584	4.54489040375
Polish	GROUND	9778249	4.54670906067
Polish	GROUND	9812377	4.54202604294
Polish	GROUND	9823982	4.5383515358
Polish	GROUND	9858231	4.53916931152
Polish	GROUND	9947387	4.54289197922
Romanian	REAL_REAL	2591586	11.1781082153
Romanian	REAL_REAL	2932543	11.1880407333
Romanian	REAL_REAL	3188399	11.1689462662
Romanian	REAL_REAL	5673440	11.1814594269
Romanian	REAL_REAL	5791443	11.1704759598
Romanian	REAL_REAL	7383920	11.1944561005
Romanian	REAL_REAL	8388852	11.1784667969
Romanian	REAL_REAL	8976091	11.1715898514
Romanian	REAL_REAL	939775	11.1697006226
Romanian	REAL_REAL	996828	11.1765937805
Romanian	RANDOM_BY_TYPE	1110041	11.3464174271
Romanian	RANDOM_BY_TYPE	1641558	11.4262962341
Romanian	RANDOM_BY_TYPE	1770723	11.4299716949
Romanian	RANDOM_BY_TYPE	2432844	11.4786481857
Romanian	RANDOM_BY_TYPE	3692216	11.4777956009
Romanian	RANDOM_BY_TYPE	402635	11.4488039017
Romanian	RANDOM_BY_TYPE	747030	11.5633878708
Romanian	RANDOM_BY_TYPE	7610460	11.4454946518
Romanian	RANDOM_BY_TYPE	8149429	11.3951206207
Romanian	RANDOM_BY_TYPE	9133738	11.4324645996
Romanian	GROUND	1368996	11.2223720551
Romanian	GROUND	2218329	11.2241077423
Romanian	GROUND	3052279	11.2263288498
Romanian	GROUND	3891973	11.2223434448
Romanian	GROUND	4336586	11.2241077423
Romanian	GROUND	5345140	11.2227401733
Romanian	GROUND	5637835	11.2268972397
Romanian	GROUND	8019965	11.2281246185
Romanian	GROUND	8916162	11.2215690613
Romanian	GROUND	9946427	11.2300872803
Slovak	REAL_REAL	157988	4.39621210098
Slovak	REAL_REAL	1826863	4.38982105255
Slovak	REAL_REAL	2109082	4.37384414673
Slovak	REAL_REAL	2201094	4.39286708832
Slovak	REAL_REAL	2803119	4.39158344269
Slovak	REAL_REAL	281095	4.3989906311
Slovak	REAL_REAL	4144	4.40757846832
Slovak	REAL_REAL	4525917	4.41874837875
Slovak	REAL_REAL	4860816	4.38049221039
Slovak	REAL_REAL	4909395	4.38479042053
Slovak	REAL_REAL	4946000	4.38197946548
Slovak	REAL_REAL	6133311	4.38451576233
Slovak	REAL_REAL	6208659	4.38865089417
Slovak	REAL_REAL	6514437	4.41145610809
Slovak	REAL_REAL	6573714	4.38731479645
Slovak	REAL_REAL	6904264	4.38808870316
Slovak	REAL_REAL	7502046	4.40994405746
Slovak	REAL_REAL	8469044	4.38785552979
Slovak	REAL_REAL	8658565	4.40210008621
Slovak	REAL_REAL	8717648	4.39321994781
Slovak	REAL_REAL	8840587	4.39738607407
Slovak	REAL_REAL	9138877	4.39523506165
Slovak	REAL_REAL	9229216	4.40106248856
Slovak	REAL_REAL	9267434	4.42772531509
Slovak	REAL_REAL	9478551	4.38063049316
Slovak	REAL_REAL	9782845	4.38919687271
Slovak	REAL_REAL	9842547	4.39550971985
Slovak	RANDOM_BY_TYPE	1002929	4.36487627029
Slovak	RANDOM_BY_TYPE	1012836	4.38577318192
Slovak	RANDOM_BY_TYPE	1027290	4.35852336884
Slovak	RANDOM_BY_TYPE	1073558	4.37384748459
Slovak	RANDOM_BY_TYPE	1092003	4.36015939713
Slovak	RANDOM_BY_TYPE	111926	4.36517333984
Slovak	RANDOM_BY_TYPE	1168220	4.37012338638
Slovak	RANDOM_BY_TYPE	1184212	4.38110303879
Slovak	RANDOM_BY_TYPE	1187140	4.36651945114
Slovak	RANDOM_BY_TYPE	1189832	4.37501525879
Slovak	RANDOM_BY_TYPE	1202714	4.36677789688
Slovak	RANDOM_BY_TYPE	1234092	4.38187360764
Slovak	RANDOM_BY_TYPE	1300809	4.38271903992
Slovak	RANDOM_BY_TYPE	1307133	4.35947704315
Slovak	RANDOM_BY_TYPE	1351085	4.37865972519
Slovak	RANDOM_BY_TYPE	1361811	4.38126325607
Slovak	RANDOM_BY_TYPE	1385986	4.41952419281
Slovak	RANDOM_BY_TYPE	1395105	4.36439990997
Slovak	RANDOM_BY_TYPE	1396801	4.3758225441
Slovak	RANDOM_BY_TYPE	1442138	4.3703289032
Slovak	RANDOM_BY_TYPE	144764	4.37835645676
Slovak	RANDOM_BY_TYPE	1474256	4.36592245102
Slovak	RANDOM_BY_TYPE	1477676	4.35999011993
Slovak	RANDOM_BY_TYPE	1491204	4.38020515442
Slovak	RANDOM_BY_TYPE	1500368	4.3744058609
Slovak	RANDOM_BY_TYPE	1509196	4.36864852905
Slovak	RANDOM_BY_TYPE	1535477	4.38993692398
Slovak	RANDOM_BY_TYPE	1559663	4.36034584045
Slovak	RANDOM_BY_TYPE	1570252	4.38061094284
Slovak	RANDOM_BY_TYPE	1572560	4.38347005844
Slovak	RANDOM_BY_TYPE	1582540	4.37336301804
Slovak	RANDOM_BY_TYPE	1626829	4.37572097778
Slovak	RANDOM_BY_TYPE	1628820	4.36075735092
Slovak	RANDOM_BY_TYPE	1633580	4.37482070923
Slovak	RANDOM_BY_TYPE	1641174	4.40929222107
Slovak	RANDOM_BY_TYPE	1672733	4.36287927628
Slovak	RANDOM_BY_TYPE	1677435	4.36738443375
Slovak	RANDOM_BY_TYPE	1681440	4.36468029022
Slovak	RANDOM_BY_TYPE	1701827	4.36295413971
Slovak	RANDOM_BY_TYPE	1788322	4.37510061264
Slovak	RANDOM_BY_TYPE	1805562	4.36723279953
Slovak	RANDOM_BY_TYPE	1875933	4.36671066284
Slovak	RANDOM_BY_TYPE	1883438	4.38529872894
Slovak	RANDOM_BY_TYPE	1889578	4.36927509308
Slovak	RANDOM_BY_TYPE	1902721	4.37638568878
Slovak	RANDOM_BY_TYPE	1941316	4.37734603882
Slovak	RANDOM_BY_TYPE	1947950	4.36656141281
Slovak	RANDOM_BY_TYPE	1979692	4.39212608337
Slovak	RANDOM_BY_TYPE	1980247	4.38520097733
Slovak	RANDOM_BY_TYPE	2034259	4.37410116196
Slovak	RANDOM_BY_TYPE	2045451	4.39094161987
Slovak	RANDOM_BY_TYPE	206449	4.38589906693
Slovak	RANDOM_BY_TYPE	2073679	4.39780807495
Slovak	RANDOM_BY_TYPE	2089478	4.36471748352
Slovak	RANDOM_BY_TYPE	2101805	4.36900758743
Slovak	RANDOM_BY_TYPE	2113551	4.37305879593
Slovak	RANDOM_BY_TYPE	2224589	4.36288404465
Slovak	RANDOM_BY_TYPE	223439	4.38428449631
Slovak	RANDOM_BY_TYPE	2300166	4.37352609634
Slovak	RANDOM_BY_TYPE	2327017	4.35997056961
Slovak	RANDOM_BY_TYPE	2445492	4.38826131821
Slovak	RANDOM_BY_TYPE	2448473	4.37139415741
Slovak	RANDOM_BY_TYPE	2470033	4.3948059082
Slovak	RANDOM_BY_TYPE	2472918	4.39560365677
Slovak	RANDOM_BY_TYPE	2495428	4.37008285522
Slovak	RANDOM_BY_TYPE	2496368	4.37049055099
Slovak	RANDOM_BY_TYPE	252086	4.39073753357
Slovak	RANDOM_BY_TYPE	2588788	4.38477802277
Slovak	RANDOM_BY_TYPE	2625636	4.36128473282
Slovak	RANDOM_BY_TYPE	2651341	4.36475563049
Slovak	RANDOM_BY_TYPE	2677916	4.37558364868
Slovak	RANDOM_BY_TYPE	2703076	4.38315296173
Slovak	RANDOM_BY_TYPE	2751639	4.37159109116
Slovak	RANDOM_BY_TYPE	2774254	4.37693214417
Slovak	RANDOM_BY_TYPE	2793532	4.38291740417
Slovak	RANDOM_BY_TYPE	2830463	4.39912080765
Slovak	RANDOM_BY_TYPE	2837999	4.37596273422
Slovak	RANDOM_BY_TYPE	2868244	4.38109588623
Slovak	RANDOM_BY_TYPE	2881146	4.37086486816
Slovak	RANDOM_BY_TYPE	2991448	4.36510372162
Slovak	RANDOM_BY_TYPE	3060288	4.38963460922
Slovak	RANDOM_BY_TYPE	3114788	4.36738395691
Slovak	RANDOM_BY_TYPE	312817	4.38872146606
Slovak	RANDOM_BY_TYPE	3136120	4.36180734634
Slovak	RANDOM_BY_TYPE	3158513	4.37713193893
Slovak	RANDOM_BY_TYPE	3211244	4.37955331802
Slovak	RANDOM_BY_TYPE	3225594	4.37626028061
Slovak	RANDOM_BY_TYPE	3270515	4.38549375534
Slovak	RANDOM_BY_TYPE	332023	4.38635253906
Slovak	RANDOM_BY_TYPE	3435434	4.4006652832
Slovak	RANDOM_BY_TYPE	3488030	4.36379528046
Slovak	RANDOM_BY_TYPE	3490257	4.38374757767
Slovak	RANDOM_BY_TYPE	3626195	4.40348815918
Slovak	RANDOM_BY_TYPE	3704275	4.38352298737
Slovak	RANDOM_BY_TYPE	3730348	4.36453866959
Slovak	RANDOM_BY_TYPE	3754945	4.37842750549
Slovak	RANDOM_BY_TYPE	3797565	4.38851976395
Slovak	RANDOM_BY_TYPE	3836028	4.3550286293
Slovak	RANDOM_BY_TYPE	3855331	4.37241888046
Slovak	RANDOM_BY_TYPE	3858149	4.36886739731
Slovak	RANDOM_BY_TYPE	3862640	4.37138223648
Slovak	RANDOM_BY_TYPE	3878821	4.37994718552
Slovak	RANDOM_BY_TYPE	4041859	4.37197780609
Slovak	RANDOM_BY_TYPE	4078848	4.38269042969
Slovak	RANDOM_BY_TYPE	4100618	4.37129974365
Slovak	RANDOM_BY_TYPE	4106174	4.3601026535
Slovak	RANDOM_BY_TYPE	4171046	4.3679432869
Slovak	RANDOM_BY_TYPE	4196691	4.36702251434
Slovak	RANDOM_BY_TYPE	4215813	4.36974143982
Slovak	RANDOM_BY_TYPE	4224693	4.36195039749
Slovak	RANDOM_BY_TYPE	4242165	4.38790035248
Slovak	RANDOM_BY_TYPE	428132	4.37363529205
Slovak	RANDOM_BY_TYPE	4298642	4.36698627472
Slovak	RANDOM_BY_TYPE	4300471	4.37193727493
Slovak	RANDOM_BY_TYPE	4303417	4.36737632751
Slovak	RANDOM_BY_TYPE	4310448	4.37660312653
Slovak	RANDOM_BY_TYPE	4325812	4.37529993057
Slovak	RANDOM_BY_TYPE	4331858	4.37296295166
Slovak	RANDOM_BY_TYPE	4359651	4.40088891983
Slovak	RANDOM_BY_TYPE	4450862	4.36223459244
Slovak	RANDOM_BY_TYPE	4461416	4.39252281189
Slovak	RANDOM_BY_TYPE	4464333	4.36536884308
Slovak	RANDOM_BY_TYPE	4483314	4.36454772949
Slovak	RANDOM_BY_TYPE	4506562	4.36410617828
Slovak	RANDOM_BY_TYPE	4526312	4.36378240585
Slovak	RANDOM_BY_TYPE	4528273	4.38566589355
Slovak	RANDOM_BY_TYPE	4550851	4.37582969666
Slovak	RANDOM_BY_TYPE	4558625	4.38787603378
Slovak	RANDOM_BY_TYPE	4567776	4.3751950264
Slovak	RANDOM_BY_TYPE	4605373	4.37675523758
Slovak	RANDOM_BY_TYPE	4624241	4.37696218491
Slovak	RANDOM_BY_TYPE	4658597	4.3741774559
Slovak	RANDOM_BY_TYPE	4685869	4.3673992157
Slovak	RANDOM_BY_TYPE	468938	4.3826379776
Slovak	RANDOM_BY_TYPE	469724	4.38885784149
Slovak	RANDOM_BY_TYPE	4698089	4.36917209625
Slovak	RANDOM_BY_TYPE	4703264	4.3621301651
Slovak	RANDOM_BY_TYPE	4717113	4.3697218895
Slovak	RANDOM_BY_TYPE	4805532	4.40265226364
Slovak	RANDOM_BY_TYPE	4959745	4.3706870079
Slovak	RANDOM_BY_TYPE	4989621	4.36355257034
Slovak	RANDOM_BY_TYPE	5014073	4.38195943832
Slovak	RANDOM_BY_TYPE	5037452	4.36654615402
Slovak	RANDOM_BY_TYPE	506995	4.37835264206
Slovak	RANDOM_BY_TYPE	5131511	4.36564826965
Slovak	RANDOM_BY_TYPE	5163630	4.3680562973
Slovak	RANDOM_BY_TYPE	5278639	4.36185359955
Slovak	RANDOM_BY_TYPE	531319	4.37943315506
Slovak	RANDOM_BY_TYPE	5316101	4.37333583832
Slovak	RANDOM_BY_TYPE	5342623	4.40408992767
Slovak	RANDOM_BY_TYPE	5357176	4.37106704712
Slovak	RANDOM_BY_TYPE	5359961	4.38862323761
Slovak	RANDOM_BY_TYPE	5377091	4.37842273712
Slovak	RANDOM_BY_TYPE	5401147	4.39169692993
Slovak	RANDOM_BY_TYPE	5485950	4.38183355331
Slovak	RANDOM_BY_TYPE	5506431	4.36121606827
Slovak	RANDOM_BY_TYPE	5577649	4.41004085541
Slovak	RANDOM_BY_TYPE	5579467	4.37952375412
Slovak	RANDOM_BY_TYPE	5616807	4.36604976654
Slovak	RANDOM_BY_TYPE	5616842	4.36903476715
Slovak	RANDOM_BY_TYPE	5689737	4.38183689117
Slovak	RANDOM_BY_TYPE	5702520	4.37954711914
Slovak	RANDOM_BY_TYPE	5775773	4.36736297607
Slovak	RANDOM_BY_TYPE	5805966	4.38003778458
Slovak	RANDOM_BY_TYPE	5845248	4.3715171814
Slovak	RANDOM_BY_TYPE	5895906	4.38619852066
Slovak	RANDOM_BY_TYPE	5925298	4.36553192139
Slovak	RANDOM_BY_TYPE	5939125	4.37869548798
Slovak	RANDOM_BY_TYPE	5971739	4.37409687042
Slovak	RANDOM_BY_TYPE	5993999	4.36346673965
Slovak	RANDOM_BY_TYPE	5994896	4.38536691666
Slovak	RANDOM_BY_TYPE	6004972	4.38463973999
Slovak	RANDOM_BY_TYPE	6090864	4.39636707306
Slovak	RANDOM_BY_TYPE	6201245	4.39178562164
Slovak	RANDOM_BY_TYPE	6246188	4.37806987762
Slovak	RANDOM_BY_TYPE	6326205	4.35920000076
Slovak	RANDOM_BY_TYPE	6344397	4.38755893707
Slovak	RANDOM_BY_TYPE	6426035	4.36986637115
Slovak	RANDOM_BY_TYPE	642699	4.36753082275
Slovak	RANDOM_BY_TYPE	6465367	4.38269090652
Slovak	RANDOM_BY_TYPE	6465903	4.37722492218
Slovak	RANDOM_BY_TYPE	6526276	4.36207818985
Slovak	RANDOM_BY_TYPE	655446	4.37457036972
Slovak	RANDOM_BY_TYPE	6559210	4.40271615982
Slovak	RANDOM_BY_TYPE	6580945	4.39573526382
Slovak	RANDOM_BY_TYPE	6654379	4.3789434433
Slovak	RANDOM_BY_TYPE	6662301	4.36396074295
Slovak	RANDOM_BY_TYPE	6701741	4.37231636047
Slovak	RANDOM_BY_TYPE	6708478	4.36663913727
Slovak	RANDOM_BY_TYPE	6709356	4.36809539795
Slovak	RANDOM_BY_TYPE	6712138	4.3707280159
Slovak	RANDOM_BY_TYPE	6712409	4.37400913239
Slovak	RANDOM_BY_TYPE	6756882	4.37798452377
Slovak	RANDOM_BY_TYPE	6782417	4.36398553848
Slovak	RANDOM_BY_TYPE	678662	4.3727107048
Slovak	RANDOM_BY_TYPE	6797222	4.36800718307
Slovak	RANDOM_BY_TYPE	6836054	4.36869716644
Slovak	RANDOM_BY_TYPE	6887286	4.36385345459
Slovak	RANDOM_BY_TYPE	69004	4.38231515884
Slovak	RANDOM_BY_TYPE	6915568	4.37408638
Slovak	RANDOM_BY_TYPE	7012548	4.36738348007
Slovak	RANDOM_BY_TYPE	7036069	4.38238477707
Slovak	RANDOM_BY_TYPE	7071760	4.36210536957
Slovak	RANDOM_BY_TYPE	7105456	4.40894079208
Slovak	RANDOM_BY_TYPE	7105527	4.37240839005
Slovak	RANDOM_BY_TYPE	7151000	4.39428377151
Slovak	RANDOM_BY_TYPE	715629	4.37126970291
Slovak	RANDOM_BY_TYPE	7199457	4.37775087357
Slovak	RANDOM_BY_TYPE	7200380	4.36854410172
Slovak	RANDOM_BY_TYPE	7206526	4.36706256866
Slovak	RANDOM_BY_TYPE	7254844	4.36797237396
Slovak	RANDOM_BY_TYPE	7284139	4.36857700348
Slovak	RANDOM_BY_TYPE	73165	4.35771560669
Slovak	RANDOM_BY_TYPE	735572	4.37071323395
Slovak	RANDOM_BY_TYPE	7357632	4.36671447754
Slovak	RANDOM_BY_TYPE	7386958	4.38049268723
Slovak	RANDOM_BY_TYPE	7387117	4.37326097488
Slovak	RANDOM_BY_TYPE	741755	4.41045856476
Slovak	RANDOM_BY_TYPE	7431016	4.35642242432
Slovak	RANDOM_BY_TYPE	7448291	4.36021327972
Slovak	RANDOM_BY_TYPE	7463084	4.38127470016
Slovak	RANDOM_BY_TYPE	7506160	4.37032222748
Slovak	RANDOM_BY_TYPE	7537992	4.37214612961
Slovak	RANDOM_BY_TYPE	7543251	4.37651968002
Slovak	RANDOM_BY_TYPE	7634534	4.38118124008
Slovak	RANDOM_BY_TYPE	7675369	4.38482713699
Slovak	RANDOM_BY_TYPE	7675403	4.36561250687
Slovak	RANDOM_BY_TYPE	7688967	4.36275482178
Slovak	RANDOM_BY_TYPE	7692570	4.37303352356
Slovak	RANDOM_BY_TYPE	7710118	4.3673453331
Slovak	RANDOM_BY_TYPE	7716915	4.37881135941
Slovak	RANDOM_BY_TYPE	7727346	4.38337898254
Slovak	RANDOM_BY_TYPE	77315	4.36186504364
Slovak	RANDOM_BY_TYPE	7762791	4.39087295532
Slovak	RANDOM_BY_TYPE	7797885	4.37194299698
Slovak	RANDOM_BY_TYPE	7824022	4.38459062576
Slovak	RANDOM_BY_TYPE	7824761	4.38112688065
Slovak	RANDOM_BY_TYPE	7842652	4.36238002777
Slovak	RANDOM_BY_TYPE	7857522	4.37749767303
Slovak	RANDOM_BY_TYPE	7857683	4.37225151062
Slovak	RANDOM_BY_TYPE	7910919	4.38171005249
Slovak	RANDOM_BY_TYPE	7956819	4.35390090942
Slovak	RANDOM_BY_TYPE	8028634	4.37935352325
Slovak	RANDOM_BY_TYPE	8035315	4.38253450394
Slovak	RANDOM_BY_TYPE	8062871	4.3705163002
Slovak	RANDOM_BY_TYPE	8075451	4.36490345001
Slovak	RANDOM_BY_TYPE	8100683	4.36973237991
Slovak	RANDOM_BY_TYPE	8150297	4.41133403778
Slovak	RANDOM_BY_TYPE	8269730	4.37064409256
Slovak	RANDOM_BY_TYPE	8288315	4.38419532776
Slovak	RANDOM_BY_TYPE	8315671	4.38493347168
Slovak	RANDOM_BY_TYPE	8377028	4.3666176796
Slovak	RANDOM_BY_TYPE	8377579	4.37456941605
Slovak	RANDOM_BY_TYPE	8381331	4.38191986084
Slovak	RANDOM_BY_TYPE	8411322	4.38365125656
Slovak	RANDOM_BY_TYPE	8418574	4.35637712479
Slovak	RANDOM_BY_TYPE	843571	4.35857009888
Slovak	RANDOM_BY_TYPE	8556567	4.3942656517
Slovak	RANDOM_BY_TYPE	8559686	4.38712501526
Slovak	RANDOM_BY_TYPE	8608917	4.37544584274
Slovak	RANDOM_BY_TYPE	867704	4.36399030685
Slovak	RANDOM_BY_TYPE	8719089	4.38915634155
Slovak	RANDOM_BY_TYPE	8744635	4.38050603867
Slovak	RANDOM_BY_TYPE	8765092	4.4033908844
Slovak	RANDOM_BY_TYPE	8798169	4.38571739197
Slovak	RANDOM_BY_TYPE	8818268	4.37110328674
Slovak	RANDOM_BY_TYPE	8828234	4.38217067719
Slovak	RANDOM_BY_TYPE	8938625	4.37043762207
Slovak	RANDOM_BY_TYPE	8942745	4.38590860367
Slovak	RANDOM_BY_TYPE	8963371	4.38484382629
Slovak	RANDOM_BY_TYPE	8977792	4.37978696823
Slovak	RANDOM_BY_TYPE	9006045	4.3747844696
Slovak	RANDOM_BY_TYPE	9011300	4.3870010376
Slovak	RANDOM_BY_TYPE	9041458	4.37510299683
Slovak	RANDOM_BY_TYPE	9053990	4.37022590637
Slovak	RANDOM_BY_TYPE	9113978	4.3629193306
Slovak	RANDOM_BY_TYPE	922856	4.37535476685
Slovak	RANDOM_BY_TYPE	9275231	4.3781208992
Slovak	RANDOM_BY_TYPE	9355765	4.37208652496
Slovak	RANDOM_BY_TYPE	936346	4.36985683441
Slovak	RANDOM_BY_TYPE	9371626	4.37877941132
Slovak	RANDOM_BY_TYPE	9377384	4.36791610718
Slovak	RANDOM_BY_TYPE	9383579	4.35921144485
Slovak	RANDOM_BY_TYPE	9402169	4.36269569397
Slovak	RANDOM_BY_TYPE	9413112	4.38213777542
Slovak	RANDOM_BY_TYPE	9440146	4.37299108505
Slovak	RANDOM_BY_TYPE	9499014	4.38007736206
Slovak	RANDOM_BY_TYPE	9503896	4.3547372818
Slovak	RANDOM_BY_TYPE	9565792	4.37628746033
Slovak	RANDOM_BY_TYPE	9573679	4.38614606857
Slovak	RANDOM_BY_TYPE	9705269	4.37252378464
Slovak	RANDOM_BY_TYPE	97141	4.38080978394
Slovak	RANDOM_BY_TYPE	9756118	4.37580347061
Slovak	RANDOM_BY_TYPE	9773339	4.37684345245
Slovak	RANDOM_BY_TYPE	9785905	4.39848470688
Slovak	RANDOM_BY_TYPE	9813323	4.36671209335
Slovak	RANDOM_BY_TYPE	9828502	4.37630748749
Slovak	RANDOM_BY_TYPE	9868451	4.36341047287
Slovak	RANDOM_BY_TYPE	9873207	4.36135625839
Slovak	RANDOM_BY_TYPE	9919666	4.37524080276
Slovak	RANDOM_BY_TYPE	9931701	4.3725810051
Slovak	RANDOM_BY_TYPE	9967420	4.37841129303
Slovak	RANDOM_BY_TYPE	9993604	4.37438869476
Slovak	GROUND	1002832	4.36390304565
Slovak	GROUND	1025502	4.38018989563
Slovak	GROUND	1187139	4.35929441452
Slovak	GROUND	1292378	4.36607170105
Slovak	GROUND	1304283	4.36402750015
Slovak	GROUND	1340333	4.36792373657
Slovak	GROUND	1360413	4.3762512207
Slovak	GROUND	1424637	4.37291765213
