Language	Position	Type	Memory	MI_Mean	MI_SD	MI_SE
Arabic	33	REAL_REAL	2.53169703484	1.72347104549	0.012515630573	0.00395778985694
Arabic	34	REAL_REAL	2.60615873337	1.73227286339	0.0129555659369	0.00409690942615
Arabic	35	REAL_REAL	2.6806204319	1.73990082741	0.0133721325547	0.0042286394164
Arabic	36	REAL_REAL	2.75508213043	1.74641108513	0.0137414522469	0.00434542866424
Arabic	37	REAL_REAL	2.82954382896	1.75194954872	0.0141011029482	0.00445916038007
Arabic	38	REAL_REAL	2.9040055275	1.75630784035	0.0149145750329	0.00471640285105
Arabic	0	RANDOM_BY_TYPE	0.0744616836309	0.0693654492497	0.0147612839937	0.00274110166356
Arabic	1	RANDOM_BY_TYPE	0.148923367262	0.134434223175	0.0375061668456	0.00696472031996
Arabic	2	RANDOM_BY_TYPE	0.223385035992	0.197370678186	0.06238181144	0.0115840118378
Arabic	3	RANDOM_BY_TYPE	0.297846734524	0.257779359818	0.0875463709235	0.0162569526583
Arabic	4	RANDOM_BY_TYPE	0.372308403254	0.316018790007	0.113276220858	0.0210348665714
Arabic	5	RANDOM_BY_TYPE	0.446770071983	0.371802002192	0.139607354999	0.0259244348854
Arabic	6	RANDOM_BY_TYPE	0.521231770515	0.424282610416	0.166097819805	0.0308435913175
Arabic	7	RANDOM_BY_TYPE	0.595693469048	0.474312752485	0.192990928888	0.0358375161886
Arabic	8	RANDOM_BY_TYPE	0.670155107975	0.519094526768	0.218265473843	0.0405308827758
Arabic	9	RANDOM_BY_TYPE	0.744616806507	0.555376052856	0.239698290825	0.0445108562708
Arabic	10	RANDOM_BY_TYPE	0.819078505039	0.584190607071	0.257226794958	0.0477658174932
Arabic	11	RANDOM_BY_TYPE	0.893540143967	0.609280109406	0.272708028555	0.0506406091154
Arabic	12	RANDOM_BY_TYPE	0.968001842499	0.63173109293	0.286727190018	0.0532439015806
Arabic	13	RANDOM_BY_TYPE	1.04246354103	0.651937246323	0.299904167652	0.0556908063591
Arabic	14	RANDOM_BY_TYPE	1.11692523956	0.670269548893	0.312353998423	0.0580026805401
Arabic	15	RANDOM_BY_TYPE	1.1913869381	0.685943245888	0.323477804661	0.060068320483
Arabic	16	RANDOM_BY_TYPE	1.26584851742	0.699185073376	0.333354145288	0.0619023106992
Arabic	17	RANDOM_BY_TYPE	1.34031021595	0.709979116917	0.341663002968	0.063445225358
Arabic	18	RANDOM_BY_TYPE	1.41477191448	0.719407856464	0.349132180214	0.0648322179914
Arabic	19	RANDOM_BY_TYPE	1.48923361301	0.727424681187	0.355749934912	0.0660611018538
Arabic	20	RANDOM_BY_TYPE	1.56369531155	0.734039187431	0.361413300037	0.0671127662063
Arabic	21	RANDOM_BY_TYPE	1.63815701008	0.739542603493	0.366253316402	0.0680115371943
Arabic	22	RANDOM_BY_TYPE	1.71261870861	0.744055271149	0.37039899826	0.0687813684344
Arabic	23	RANDOM_BY_TYPE	1.78708028793	0.747752130032	0.373876392841	0.0694271028042
Arabic	24	RANDOM_BY_TYPE	1.86154198647	0.750639140606	0.376690477133	0.0699496641755
Arabic	25	RANDOM_BY_TYPE	1.936003685	0.753056824207	0.379077196121	0.0703928694129
Arabic	26	RANDOM_BY_TYPE	2.01046538353	0.755053937435	0.381089299917	0.0707665085793
Arabic	27	RANDOM_BY_TYPE	2.08492708206	0.756524682045	0.382629752159	0.0710525587201
Arabic	28	RANDOM_BY_TYPE	2.15938878059	0.757659733295	0.383852034807	0.0712795332074
Arabic	29	RANDOM_BY_TYPE	2.23385047913	0.758341908455	0.384594023228	0.0714173167944
Arabic	30	RANDOM_BY_TYPE	2.30831217766	0.758778691292	0.385078579187	0.0715072974563
Arabic	31	RANDOM_BY_TYPE	2.38277387619	0.75902569294	0.385368138552	0.0715610682964
Arabic	32	RANDOM_BY_TYPE	2.45723557472	0.759176909924	0.385551154613	0.0715950503945
Arabic	33	RANDOM_BY_TYPE	2.53169703484	0.759233891964	0.385620415211	0.0716079175472
Arabic	34	RANDOM_BY_TYPE	2.60615873337	0.759233891964	0.385620415211	0.0716079175472
Arabic	35	RANDOM_BY_TYPE	2.6806204319	0.759233891964	0.385620415211	0.0716079175472
Arabic	36	RANDOM_BY_TYPE	2.75508213043	0.759233891964	0.385620415211	0.0716079175472
Arabic	37	RANDOM_BY_TYPE	2.82954382896	0.759233891964	0.385620415211	0.0716079175472
Arabic	38	RANDOM_BY_TYPE	2.9040055275	0.759233891964	0.385620415211	0.0716079175472
Arabic	0	GROUND	0.0744616836309	0.0744616910815	0.0	0.0
Arabic	1	GROUND	0.148923367262	0.148923382163	0.0	0.0
Arabic	2	GROUND	0.223385035992	0.223385065794	0.0	0.0
Arabic	3	GROUND	0.297846734524	0.297846764326	0.0	0.0
Arabic	4	GROUND	0.372308403254	0.372308433056	0.0	0.0
Arabic	5	GROUND	0.446770071983	0.446770131588	0.0	0.0
Arabic	6	GROUND	0.521231770515	0.521231710911	0.000172633488546	5.45915027033e-05
Arabic	7	GROUND	0.595693469048	0.595693528652	0.0	0.0
Arabic	8	GROUND	0.670155107975	0.670155107975	0.0	0.0
Arabic	9	GROUND	0.744616806507	0.744616866112	0.0	0.0
Arabic	10	GROUND	0.819078505039	0.819078445435	0.000422863959102	0.00013372131798
Arabic	11	GROUND	0.893540143967	0.893540263176	0.0	0.0
Arabic	12	GROUND	0.968001842499	0.968001961708	0.0	0.0
Arabic	13	GROUND	1.04246354103	1.04246342182	0.000345266977092	0.000109183005407
Arabic	14	GROUND	1.11692523956	1.11313080788	0.00402647024021	0.00127328163944
Arabic	15	GROUND	1.1913869381	1.15091538429	0.00464509194717	0.00146890699398
Arabic	16	GROUND	1.26584851742	1.18814611435	0.00467068515718	0.00147700030357
Arabic	17	GROUND	1.34031021595	1.22537696362	0.00467068515718	0.00147700030357
Arabic	18	GROUND	1.41477191448	1.26260781288	0.00468342937529	0.00148103036918
Arabic	19	GROUND	1.48923361301	1.29983854294	0.00469613866881	0.00148504937533
Arabic	20	GROUND	1.56369531155	1.33618330956	0.00593015505001	0.00187527970411
Arabic	21	GROUND	1.63815701008	1.36183190346	0.00658727437258	0.00208307895809
Arabic	22	GROUND	1.71261870861	1.38665270805	0.00652362732217	0.00206295214593
Arabic	23	GROUND	1.78708028793	1.41127800941	0.0068967025727	0.00218092883006
Arabic	24	GROUND	1.86154198647	1.43103003502	0.00761155132204	0.00240698386915
Arabic	25	GROUND	1.936003685	1.449452281	0.00797858089209	0.00252304878086
Arabic	26	GROUND	2.01046538353	1.4649245739	0.00834375340492	0.00263852649368
Arabic	27	GROUND	2.08492708206	1.47880208492	0.00884314905852	0.00279644923285
Arabic	28	GROUND	2.15938878059	1.49087059498	0.0092516085133	0.00292561552487
Arabic	29	GROUND	2.23385047913	1.50124621391	0.00951835419983	0.00300996773876
Arabic	30	GROUND	2.30831217766	1.51014196873	0.00983859412372	0.0031112364959
Arabic	31	GROUND	2.38277387619	1.51786029339	0.0101604741067	0.00321302399971
Arabic	32	GROUND	2.45723557472	1.52446913719	0.0104268342257	0.00329725444317
Arabic	33	GROUND	2.53169703484	1.53013110161	0.0106865568087	0.00337938591838
Arabic	34	GROUND	2.60615873337	1.53486347198	0.0109618864954	0.00346645293757
Arabic	35	GROUND	2.6806204319	1.53737127781	0.0122265471146	0.00386637356132
Arabic	36	GROUND	2.75508213043	1.53738689423	0.0122265471146	0.00386637356132
Arabic	37	GROUND	2.82954382896	1.53738689423	0.0122265471146	0.00386637356132
Arabic	38	GROUND	2.9040055275	1.53738689423	0.0122265471146	0.00386637356132
Catalan	0	REAL_REAL	0.0660367757082	0.0660367682576	2.15791860683e-05	7.19306217434e-06
Catalan	1	REAL_REAL	0.132073551416	0.132073536515	4.31583721365e-05	1.43861243487e-05
Catalan	2	REAL_REAL	0.198110312223	0.198110312223	0.0	0.0
Catalan	3	REAL_REAL	0.264147102833	0.26414707303	8.63167442731e-05	2.87722486974e-05
Catalan	4	REAL_REAL	0.33018386364	0.33018386364	0.0	0.0
Catalan	5	REAL_REAL	0.396220624447	0.396220624447	0.0	0.0
Catalan	6	REAL_REAL	0.462257415056	0.462257444859	0.0	0.0
Catalan	7	REAL_REAL	0.528294205666	0.528294146061	0.000172633488546	5.75444973947e-05
Catalan	8	REAL_REAL	0.594330966473	0.594330966473	0.0	0.0
Catalan	9	REAL_REAL	0.66036772728	0.66036772728	0.0	0.0
Catalan	10	REAL_REAL	0.726404488087	0.726404547691	0.0	0.0
Catalan	11	REAL_REAL	0.792441248894	0.792441248894	0.0	0.0
Catalan	12	REAL_REAL	0.858478069305	0.858478069305	0.0	0.0
Catalan	13	REAL_REAL	0.924514830112	0.924514889717	0.0	0.0
Catalan	14	REAL_REAL	0.990551590919	0.990551531315	0.000345266977092	0.000115088994789
Catalan	15	REAL_REAL	1.05658841133	1.05658829212	0.000345266977092	0.000115088994789
Catalan	16	REAL_REAL	1.12262511253	1.12262523174	0.0	0.0
Catalan	17	REAL_REAL	1.18866193295	1.18866193295	0.0	0.0
Catalan	18	REAL_REAL	1.25469863415	1.25469863415	0.0	0.0
Catalan	19	REAL_REAL	1.32073545456	1.29792511463	0.00176052306779	0.000586841022596
Catalan	20	REAL_REAL	1.38677227497	1.33094358444	0.00169145583641	0.000563818612136
Catalan	21	REAL_REAL	1.45280897617	1.36396193504	0.00172633491457	0.000575444952119
Catalan	22	REAL_REAL	1.51884579659	1.39698040485	0.00161944574211	0.000539815227967
Catalan	23	REAL_REAL	1.58488249779	1.42999875546	0.00169145583641	0.000563818612136
Catalan	24	REAL_REAL	1.6509193182	1.46301698685	0.00176052306779	0.000586841022596
Catalan	25	REAL_REAL	1.71695613861	1.49603545666	0.00182698119897	0.000608993752394
Catalan	26	REAL_REAL	1.78299283981	1.52193784714	0.00262947496958	0.000876491656527
Catalan	27	REAL_REAL	1.84902966022	1.54395008087	0.00262947496958	0.000876491656527
Catalan	28	REAL_REAL	1.91506636143	1.56596243382	0.0025371836964	0.000845727918204
Catalan	29	REAL_REAL	1.98110318184	1.58579361439	0.0029296875	0.0009765625
Catalan	30	REAL_REAL	2.04713988304	1.60230302811	0.00284714438021	0.00094904814614
Catalan	31	REAL_REAL	2.11317682266	1.61676561832	0.00304931541905	0.00101643847302
Catalan	32	REAL_REAL	2.17921352386	1.62915050983	0.00331168458797	0.00110389490146
Catalan	33	REAL_REAL	2.24525022507	1.63952815533	0.00338291167282	0.00112763722427
Catalan	34	REAL_REAL	2.31128692627	1.64845228195	0.00352104613557	0.00117368204519
Catalan	35	REAL_REAL	2.37732386589	1.65605342388	0.00378221040592	0.00126073684078
Catalan	36	REAL_REAL	2.44336056709	1.66238045692	0.00405596848577	0.00135198945645
Catalan	37	REAL_REAL	2.5093972683	1.6676210165	0.00428465055302	0.0014282168122
Catalan	38	REAL_REAL	2.57543420792	1.67152893543	0.00507436739281	0.00169145583641
Catalan	0	RANDOM_BY_TYPE	0.0660367757082	0.0660367682576	2.15791860683e-05	6.50636911814e-06
Catalan	1	RANDOM_BY_TYPE	0.132073551416	0.132073536515	4.31583721365e-05	1.30127382363e-05
Catalan	2	RANDOM_BY_TYPE	0.198110312223	0.198110327125	0.0	0.0
Catalan	3	RANDOM_BY_TYPE	0.264147102833	0.26414707303	8.63167442731e-05	2.60254764726e-05
Catalan	4	RANDOM_BY_TYPE	0.33018386364	0.330183893442	0.0	0.0
Catalan	5	RANDOM_BY_TYPE	0.396220624447	0.396220654249	0.0	0.0
Catalan	6	RANDOM_BY_TYPE	0.462257415056	0.462257415056	0.0	0.0
Catalan	7	RANDOM_BY_TYPE	0.528294205666	0.528294146061	0.000172633488546	5.20509529451e-05
Catalan	8	RANDOM_BY_TYPE	0.594330966473	0.594330906868	0.000244140625	7.36111687729e-05
Catalan	9	RANDOM_BY_TYPE	0.66036772728	0.660367786884	0.0	0.0
Catalan	10	RANDOM_BY_TYPE	0.726404488087	0.726404607296	0.0	0.0
Catalan	11	RANDOM_BY_TYPE	0.792441248894	0.789934098721	0.00791482627392	0.00238640978932
Catalan	12	RANDOM_BY_TYPE	0.858478069305	0.845631659031	0.0166517496109	0.00502069108188
Catalan	13	RANDOM_BY_TYPE	0.924514830112	0.88836991787	0.0271193962544	0.00817680545151
Catalan	14	RANDOM_BY_TYPE	0.990551590919	0.926410853863	0.0346456095576	0.0104460436851
Catalan	15	RANDOM_BY_TYPE	1.05658841133	0.96150803566	0.0388659313321	0.011718519032
Catalan	16	RANDOM_BY_TYPE	1.12262511253	0.994526445866	0.0388643965125	0.0117180561647
Catalan	17	RANDOM_BY_TYPE	1.18866193295	1.02754497528	0.0388605631888	0.0117169003934
Catalan	18	RANDOM_BY_TYPE	1.25469863415	1.05929076672	0.0400182157755	0.0120659461245
Catalan	19	RANDOM_BY_TYPE	1.32073545456	1.08836770058	0.0433829016984	0.0130804367363
Catalan	20	RANDOM_BY_TYPE	1.38677227497	1.11684048176	0.0472725853324	0.0142532205209
Catalan	21	RANDOM_BY_TYPE	1.45280897617	1.14161765575	0.0503000803292	0.0151660442352
Catalan	22	RANDOM_BY_TYPE	1.51884579659	1.16300976276	0.0518441125751	0.0156315881759
Catalan	23	RANDOM_BY_TYPE	1.58488249779	1.18272864819	0.0539512112737	0.016266901046
Catalan	24	RANDOM_BY_TYPE	1.6509193182	1.20056188107	0.0556662045419	0.0167839918286
Catalan	25	RANDOM_BY_TYPE	1.71695613861	1.21626114845	0.0570453777909	0.0171998273581
Catalan	26	RANDOM_BY_TYPE	1.78299283981	1.22955477238	0.057829901576	0.0174363702536
Catalan	27	RANDOM_BY_TYPE	1.84902966022	1.2412238121	0.0584460645914	0.0176221504807
Catalan	28	RANDOM_BY_TYPE	1.91506636143	1.25116109848	0.0587278716266	0.0177071187645
Catalan	29	RANDOM_BY_TYPE	1.98110318184	1.25960183144	0.0587917789817	0.0177263878286
Catalan	30	RANDOM_BY_TYPE	2.04713988304	1.26662456989	0.0586242601275	0.0176758784801
Catalan	31	RANDOM_BY_TYPE	2.11317682266	1.272392869	0.0583337731659	0.0175882931799
Catalan	32	RANDOM_BY_TYPE	2.17921352386	1.27644205093	0.0572362691164	0.0172573830932
Catalan	33	RANDOM_BY_TYPE	2.24525022507	1.27830779552	0.0567215979099	0.0171022042632
Catalan	34	RANDOM_BY_TYPE	2.31128692627	1.27924954891	0.0565236955881	0.0170425344259
Catalan	35	RANDOM_BY_TYPE	2.37732386589	1.27963936329	0.0562869906425	0.0169711653143
Catalan	36	RANDOM_BY_TYPE	2.44336056709	1.27963936329	0.0562869906425	0.0169711653143
Catalan	37	RANDOM_BY_TYPE	2.5093972683	1.27963936329	0.0562869906425	0.0169711653143
Catalan	38	RANDOM_BY_TYPE	2.57543420792	1.27963936329	0.0562869906425	0.0169711653143
Catalan	0	GROUND	0.0660367757082	0.0660367682576	2.15791860683e-05	7.19306217434e-06
Catalan	1	GROUND	0.132073551416	0.132073536515	4.31583721365e-05	1.43861243487e-05
Catalan	2	GROUND	0.198110312223	0.198110327125	0.0	0.0
Catalan	3	GROUND	0.264147102833	0.26414707303	8.63167442731e-05	2.87722486974e-05
Catalan	4	GROUND	0.33018386364	0.33018386364	0.0	0.0
Catalan	5	GROUND	0.396220624447	0.396220654249	0.0	0.0
Catalan	6	GROUND	0.462257415056	0.462257444859	0.0	0.0
Catalan	7	GROUND	0.528294205666	0.528294146061	0.000172633488546	5.75444973947e-05
Catalan	8	GROUND	0.594330966473	0.594330966473	0.0	0.0
Catalan	9	GROUND	0.66036772728	0.66036772728	0.0	0.0
Catalan	10	GROUND	0.726404488087	0.726404488087	0.0	0.0
Catalan	11	GROUND	0.792441248894	0.792441308498	0.0	0.0
Catalan	12	GROUND	0.858478069305	0.858478069305	0.0	0.0
Catalan	13	GROUND	0.924514830112	0.924514889717	0.0	0.0
Catalan	14	GROUND	0.990551590919	0.990551531315	0.000345266977092	0.000115088994789
Catalan	15	GROUND	1.05658841133	1.05658829212	0.000345266977092	0.000115088994789
Catalan	16	GROUND	1.12262511253	1.12262523174	0.0	0.0
Catalan	17	GROUND	1.18866193295	1.18866193295	0.0	0.0
Catalan	18	GROUND	1.25469863415	1.22988450527	0.0025371836964	0.000845727918204
Catalan	19	GROUND	1.32073545456	1.26290297508	0.0025371836964	0.000845727918204
Catalan	20	GROUND	1.38677227497	1.2959215641	0.0024656993337	0.000821899797302
Catalan	21	GROUND	1.45280897617	1.32893967628	0.00258374144323	0.000861247128341
Catalan	22	GROUND	1.51884579659	1.3619581461	0.00251358165406	0.000837860570755
Catalan	23	GROUND	1.58488249779	1.3949764967	0.0025371836964	0.000845727918204
Catalan	24	GROUND	1.6509193182	1.42799496651	0.0025371836964	0.000845727918204
Catalan	25	GROUND	1.71695613861	1.45610833168	0.00352104613557	0.00117368204519
Catalan	26	GROUND	1.78299283981	1.47812044621	0.00362119078636	0.00120706355665
Catalan	27	GROUND	1.84902966022	1.50013279915	0.00355474115349	0.00118491367903
Catalan	28	GROUND	1.91506636143	1.51946389675	0.00428465055302	0.0014282168122
Catalan	29	GROUND	1.98110318184	1.53583741188	0.00460643600672	0.0015354786301
Catalan	30	GROUND	2.04713988304	1.54943907261	0.00500339409336	0.00166779803112
Catalan	31	GROUND	2.11317682266	1.56102061272	0.00541530083865	0.00180510024074
Catalan	32	GROUND	2.17921352386	1.57070612907	0.00577742187306	0.00192580732983
Catalan	33	GROUND	2.24525022507	1.57870578766	0.00611814670265	0.00203938223422
Catalan	34	GROUND	2.31128692627	1.58529376984	0.00653275800869	0.00217758608051
Catalan	35	GROUND	2.37732386589	1.5903621912	0.00735669909045	0.00245223310776
Catalan	36	GROUND	2.44336056709	1.5934702158	0.00851347390562	0.00283782463521
Catalan	37	GROUND	2.5093972683	1.59387409687	0.0090694213286	0.00302314036526
Catalan	38	GROUND	2.57543420792	1.59387409687	0.0090694213286	0.00302314036526
Czech	0	REAL_REAL	0.0587921626866	0.0587921664119	0.0	0.0
Czech	1	REAL_REAL	0.117584325373	0.117584332824	0.0	0.0
Czech	2	REAL_REAL	0.176376491785	0.176376476884	4.31583721365e-05	1.52587890625e-05
Czech	3	REAL_REAL	0.235168650746	0.235168665648	0.0	0.0
Czech	4	REAL_REAL	0.293960809708	0.293960809708	0.0	0.0
Czech	5	REAL_REAL	0.35275298357	0.352752953768	8.63167442731e-05	3.0517578125e-05
Czech	6	REAL_REAL	0.41154512763	0.411545097828	0.0	0.0
Czech	7	REAL_REAL	0.470337301493	0.470337331295	0.0	0.0
Czech	8	REAL_REAL	0.529129445553	0.529129445553	0.000172633488546	6.103515625e-05
Czech	9	REAL_REAL	0.587921619415	0.587921619415	0.0	0.0
Czech	10	REAL_REAL	0.646713793278	0.646713793278	0.0	0.0
Czech	11	REAL_REAL	0.70550596714	0.705505907536	0.000172633488546	6.103515625e-05
Czech	12	REAL_REAL	0.764298081398	0.764298021793	0.000345266977092	0.0001220703125
Czech	13	REAL_REAL	0.82309025526	0.823090195656	0.0	0.0
Czech	14	REAL_REAL	0.881882429123	0.881882548332	0.0	0.0
Czech	15	REAL_REAL	0.940674602985	0.94067466259	0.0	0.0
Czech	16	REAL_REAL	0.999466776848	0.987016737461	0.00465790601447	0.00164681847673
Czech	17	REAL_REAL	1.05825889111	1.01641285419	0.00465790601447	0.00164681847673
Czech	18	REAL_REAL	1.11705112457	1.04580891132	0.00465790601447	0.00164681847673
Czech	19	REAL_REAL	1.17584323883	1.07520496845	0.00465790601447	0.00164681847673
Czech	20	REAL_REAL	1.23463535309	1.10460102558	0.00465790601447	0.00164681847673
Czech	21	REAL_REAL	1.29342758656	1.13399708271	0.00468342937529	0.0016558424104
Czech	22	REAL_REAL	1.35221970081	1.16339313984	0.00468342937529	0.0016558424104
Czech	23	REAL_REAL	1.41101193428	1.19242060184	0.00548094324768	0.00193780614063
Czech	24	REAL_REAL	1.46980404854	1.21375513077	0.00631942367181	0.00223425379954
Czech	25	REAL_REAL	1.5285961628	1.2333523035	0.00636640843004	0.00225086533464
Czech	26	REAL_REAL	1.58738839626	1.25294983387	0.00634765625	0.00224423548207
Czech	27	REAL_REAL	1.64618051052	1.27159035206	0.00708428630605	0.00250467355363
Czech	28	REAL_REAL	1.70497274399	1.28628838062	0.0071010934189	0.00251061562449
Czech	29	REAL_REAL	1.76376485825	1.30097448826	0.00714293913916	0.00252541038208
Czech	30	REAL_REAL	1.8225569725	1.3138371706	0.0075328364037	0.00266325986013
Czech	31	REAL_REAL	1.88134920597	1.3255597353	0.00759587390348	0.00268554710783
Czech	32	REAL_REAL	1.94014132023	1.33594560623	0.00780486688018	0.00275943730958
Czech	33	REAL_REAL	1.9989335537	1.34537661076	0.00803812406957	0.00284190615639
Czech	34	REAL_REAL	2.05772566795	1.35361659527	0.00816320907325	0.00288613024168
Czech	35	REAL_REAL	2.11651778221	1.36083424091	0.00831513013691	0.00293984240852
Czech	36	REAL_REAL	2.17530989647	1.36708235741	0.00844317208976	0.00298511213623
Czech	37	REAL_REAL	2.23410224915	1.37233042717	0.00865925196558	0.00306150782853
Czech	38	REAL_REAL	2.2928943634	1.37625432014	0.00914794579148	0.00323428725824
Czech	0	RANDOM_BY_TYPE	0.0587921626866	0.0587921664119	0.0	0.0
Czech	1	RANDOM_BY_TYPE	0.117584325373	0.117584332824	0.0	0.0
Czech	2	RANDOM_BY_TYPE	0.176376491785	0.176376521587	0.0	0.0
Czech	3	RANDOM_BY_TYPE	0.235168650746	0.235168665648	0.0	0.0
Czech	4	RANDOM_BY_TYPE	0.293960809708	0.293960779905	0.0	0.0
Czech	5	RANDOM_BY_TYPE	0.35275298357	0.352753043175	0.0	0.0
Czech	6	RANDOM_BY_TYPE	0.41154512763	0.411545157433	0.0	0.0
Czech	7	RANDOM_BY_TYPE	0.470337301493	0.470337331295	0.0	0.0
Czech	8	RANDOM_BY_TYPE	0.529129445553	0.529129385948	0.000244140625	5.75445010327e-05
Czech	9	RANDOM_BY_TYPE	0.587921619415	0.587921559811	0.0	0.0
Czech	10	RANDOM_BY_TYPE	0.646713793278	0.646713912487	0.0	0.0
Czech	11	RANDOM_BY_TYPE	0.70550596714	0.705506086349	0.0	0.0
Czech	12	RANDOM_BY_TYPE	0.764298081398	0.764298200607	0.0	0.0
Czech	13	RANDOM_BY_TYPE	0.82309025526	0.822025835514	0.00437413901091	0.00103099446278
Czech	14	RANDOM_BY_TYPE	0.881882429123	0.87392783165	0.0120225315914	0.00283373799175
Czech	15	RANDOM_BY_TYPE	0.940674602985	0.911170661449	0.0193703696132	0.00456563988701
Czech	16	RANDOM_BY_TYPE	0.999466776848	0.941085159779	0.020257787779	0.00477480655536
Czech	17	RANDOM_BY_TYPE	1.05825889111	0.970481336117	0.02025337331	0.00477376626804
Czech	18	RANDOM_BY_TYPE	1.11705112457	0.999877393246	0.0202563162893	0.0047744596377
Czech	19	RANDOM_BY_TYPE	1.17584323883	1.02910220623	0.0206785816699	0.00487398868427
Czech	20	RANDOM_BY_TYPE	1.23463535309	1.05790996552	0.022153660655	0.00522166816518
Czech	21	RANDOM_BY_TYPE	1.29342758656	1.08441114426	0.024794401601	0.00584409665316
Czech	22	RANDOM_BY_TYPE	1.35221970081	1.10701036453	0.0274980831891	0.0064813606441
Czech	23	RANDOM_BY_TYPE	1.41101193428	1.12654209137	0.02785557881	0.00656562298536
Czech	24	RANDOM_BY_TYPE	1.46980404854	1.14533901215	0.0289304070175	0.00681896274909
Czech	25	RANDOM_BY_TYPE	1.5285961628	1.16264128685	0.030438374728	0.00717439409345
Czech	26	RANDOM_BY_TYPE	1.58738839626	1.17767083645	0.0311984587461	0.00735354749486
Czech	27	RANDOM_BY_TYPE	1.64618051052	1.19137442112	0.0321376621723	0.00757492007688
Czech	28	RANDOM_BY_TYPE	1.70497274399	1.20352363586	0.0327403396368	0.00771697238088
Czech	29	RANDOM_BY_TYPE	1.76376485825	1.21457779408	0.0334481559694	0.00788380671293
Czech	30	RANDOM_BY_TYPE	1.8225569725	1.22427606583	0.0338326431811	0.00797443091869
Czech	31	RANDOM_BY_TYPE	1.88134920597	1.23300135136	0.0342023484409	0.00806157104671
Czech	32	RANDOM_BY_TYPE	1.94014132023	1.2407951355	0.0345094315708	0.00813395157456
Czech	33	RANDOM_BY_TYPE	1.9989335537	1.24768817425	0.0347212255001	0.00818387139589
Czech	34	RANDOM_BY_TYPE	2.05772566795	1.25373983383	0.0348651260138	0.00821778923273
Czech	35	RANDOM_BY_TYPE	2.11651778221	1.25899541378	0.0349828898907	0.00824554637074
Czech	36	RANDOM_BY_TYPE	2.17530989647	1.26341247559	0.0350458733737	0.00826039165258
Czech	37	RANDOM_BY_TYPE	2.23410224915	1.2662473917	0.0352341532707	0.00830477010459
Czech	38	RANDOM_BY_TYPE	2.2928943634	1.26732587814	0.0349811837077	0.00824514403939
Czech	0	GROUND	0.0587921626866	0.0587921626866	1.52587890625e-05	6.82393783791e-06
