Language	Type	ModelID	AUC
Czech	RANDOM_BY_TYPE	189886	10.090139389
Czech	RANDOM_BY_TYPE	6030071	10.0835800171
Czech	RANDOM_BY_TYPE	9204624	10.0765800476
Czech	RANDOM_BY_TYPE	6380454	10.0923013687
Czech	RANDOM_BY_TYPE	8639779	10.0837116241
Czech	RANDOM_BY_TYPE	5971274	10.0638427734
Czech	RANDOM_BY_TYPE	7442728	10.0731096268
Czech	RANDOM_BY_TYPE	6395450	10.0732269287
Czech	RANDOM_BY_TYPE	6263434	10.0993328094
Czech	RANDOM_BY_TYPE	9617939	10.0734577179
Czech	RANDOM_BY_TYPE	2413027	10.099149704
Czech	RANDOM_BY_TYPE	2981834	10.078040123
Czech	RANDOM_BY_TYPE	111214	10.0851697922
Czech	RANDOM_BY_TYPE	902172	10.0695304871
Czech	RANDOM_BY_TYPE	9007361	10.0870485306
Czech	RANDOM_BY_TYPE	4347330	10.0952358246
Czech	RANDOM_BY_TYPE	9029821	10.086265564
Czech	RANDOM_BY_TYPE	9383928	10.0874404907
Czech	RANDOM_BY_TYPE	661079	10.083861351
Czech	RANDOM_BY_TYPE	983962	10.0702438354
Czech	RANDOM_BY_TYPE	3100682	10.0690698624
Czech	RANDOM_BY_TYPE	7118706	10.0909576416
Czech	RANDOM_BY_TYPE	6062590	10.0740652084
Czech	RANDOM_BY_TYPE	9973341	10.0996103287
Czech	RANDOM_BY_TYPE	9354186	10.0853748322
Czech	GROUND	3327241	10.0523843765
Czech	GROUND	2557394	10.0523843765
Czech	GROUND	4659803	10.0523824692
Czech	GROUND	9004205	10.0523843765
Czech	GROUND	1454700	10.0523824692
Dutch	REAL_REAL	3908703	6.63214445114
Dutch	REAL_REAL	4318182	6.63213729858
Dutch	REAL_REAL	9375828	6.63216352463
Dutch	REAL_REAL	7312377	6.63216352463
Dutch	REAL_REAL	4181931	6.63214445114
Dutch	RANDOM_BY_TYPE	7807554	6.6482219696
Dutch	RANDOM_BY_TYPE	8831612	6.64572381973
Dutch	RANDOM_BY_TYPE	691509	6.64254188538
Dutch	RANDOM_BY_TYPE	3186311	6.64343070984
Dutch	RANDOM_BY_TYPE	9226695	6.66398859024
Dutch	RANDOM_BY_TYPE	9871725	6.64315891266
Dutch	RANDOM_BY_TYPE	8471732	6.63577890396
Dutch	RANDOM_BY_TYPE	2557738	6.64785528183
Dutch	RANDOM_BY_TYPE	4207422	6.65048646927
Dutch	RANDOM_BY_TYPE	1853197	6.64805603027
Dutch	RANDOM_BY_TYPE	6744687	6.64031791687
Dutch	RANDOM_BY_TYPE	4439601	6.64424800873
Dutch	RANDOM_BY_TYPE	4200477	6.63787269592
Dutch	RANDOM_BY_TYPE	8427663	6.64476394653
Dutch	RANDOM_BY_TYPE	4261130	6.64405536652
Dutch	RANDOM_BY_TYPE	9320947	6.64697265625
Dutch	RANDOM_BY_TYPE	8106390	6.65146589279
Dutch	RANDOM_BY_TYPE	3412414	6.64099025726
Dutch	RANDOM_BY_TYPE	5409006	6.65349340439
Dutch	RANDOM_BY_TYPE	1427339	6.65610551834
Dutch	GROUND	293144	6.62861633301
Dutch	GROUND	2906508	6.62862300873
Dutch	GROUND	8627136	6.62861633301
Dutch	GROUND	7299931	6.62861633301
Dutch	GROUND	5241407	6.6286239624
Finnish	REAL_REAL	8755226	7.34753227234
Finnish	REAL_REAL	4311244	7.34754276276
Finnish	REAL_REAL	6726652	7.34754276276
Finnish	REAL_REAL	5256440	7.34754371643
Finnish	REAL_REAL	9717789	7.34752321243
Finnish	RANDOM_BY_TYPE	8337667	7.35060453415
Finnish	RANDOM_BY_TYPE	8538115	7.36167907715
Finnish	RANDOM_BY_TYPE	8303304	7.3638792038
Finnish	RANDOM_BY_TYPE	6466326	7.36533117294
Finnish	RANDOM_BY_TYPE	3293840	7.35986089706
Finnish	RANDOM_BY_TYPE	8256422	7.36049795151
Finnish	RANDOM_BY_TYPE	3953464	7.35818386078
Finnish	RANDOM_BY_TYPE	3584586	7.35203552246
Finnish	RANDOM_BY_TYPE	106024	7.35810136795
Finnish	RANDOM_BY_TYPE	3363215	7.35320329666
Finnish	RANDOM_BY_TYPE	1042943	7.36231565475
Finnish	RANDOM_BY_TYPE	7866787	7.35689783096
Finnish	RANDOM_BY_TYPE	1573814	7.36326408386
Finnish	RANDOM_BY_TYPE	5409196	7.3608789444
Finnish	RANDOM_BY_TYPE	9755194	7.35296106339
Finnish	RANDOM_BY_TYPE	8420282	7.35113763809
Finnish	RANDOM_BY_TYPE	1786914	7.35927581787
Finnish	RANDOM_BY_TYPE	3258928	7.35221910477
Finnish	RANDOM_BY_TYPE	62050	7.35526180267
Finnish	RANDOM_BY_TYPE	6783620	7.35925722122
Finnish	GROUND	9868312	7.35359621048
Finnish	GROUND	9697849	7.35365056992
Finnish	GROUND	8905618	7.35359430313
Finnish	GROUND	1163996	7.35361337662
Finnish	GROUND	1678347	7.35361385345
French	REAL_REAL	2393338	11.5860624313
French	REAL_REAL	582918	11.5860567093
French	REAL_REAL	2746927	11.5860519409
French	REAL_REAL	9106566	11.5860528946
French	REAL_REAL	9315318	11.586063385
French	REAL_REAL	3385870	11.586060524
French	REAL_REAL	8773524	11.5860538483
French	REAL_REAL	6374251	11.586066246
French	REAL_REAL	7929547	11.586063385
French	REAL_REAL	7644744	11.586057663
French	RANDOM_BY_TYPE	8666257	11.7029914856
French	RANDOM_BY_TYPE	8037606	11.6683559418
French	RANDOM_BY_TYPE	7820107	11.7196025848
French	RANDOM_BY_TYPE	3842904	11.7487354279
French	RANDOM_BY_TYPE	4845504	11.8863925934
French	RANDOM_BY_TYPE	8156427	11.7660264969
French	RANDOM_BY_TYPE	5201305	11.7552042007
French	RANDOM_BY_TYPE	9012026	11.8880386353
French	RANDOM_BY_TYPE	7129751	11.7815475464
French	RANDOM_BY_TYPE	7581428	11.7314958572
French	RANDOM_BY_TYPE	3405463	11.7321605682
French	RANDOM_BY_TYPE	3162948	11.6860361099
French	RANDOM_BY_TYPE	3923355	11.7933082581
French	RANDOM_BY_TYPE	5662311	11.7702999115
French	RANDOM_BY_TYPE	6687007	11.7518024445
French	RANDOM_BY_TYPE	8277374	11.8111286163
French	RANDOM_BY_TYPE	6750340	11.7463178635
French	RANDOM_BY_TYPE	3137565	11.66522789
French	RANDOM_BY_TYPE	2725966	11.7225103378
French	RANDOM_BY_TYPE	5252194	11.86906147
French	RANDOM_BY_TYPE	5735090	11.6934108734
French	RANDOM_BY_TYPE	9985073	11.7177658081
French	RANDOM_BY_TYPE	3103289	11.8071327209
French	RANDOM_BY_TYPE	249852	11.7590837479
French	RANDOM_BY_TYPE	7651924	11.7937364578
French	RANDOM_BY_TYPE	1075131	11.7283649445
French	RANDOM_BY_TYPE	4670841	11.7481985092
French	RANDOM_BY_TYPE	6001124	11.8065748215
French	RANDOM_BY_TYPE	8895228	11.8091745377
French	RANDOM_BY_TYPE	7918805	11.7939767838
French	RANDOM_BY_TYPE	7223368	11.7547721863
French	RANDOM_BY_TYPE	9126635	11.7733821869
French	RANDOM_BY_TYPE	6355263	11.8218297958
French	RANDOM_BY_TYPE	8662989	11.8782653809
French	RANDOM_BY_TYPE	7989424	11.7008113861
French	RANDOM_BY_TYPE	3764878	11.7767496109
French	RANDOM_BY_TYPE	4081362	11.6708097458
French	RANDOM_BY_TYPE	2787347	11.7998256683
French	RANDOM_BY_TYPE	4355796	11.799372673
French	RANDOM_BY_TYPE	7873016	11.7077884674
French	GROUND	565129	11.598657608
French	GROUND	6610347	11.5986442566
French	GROUND	1695104	11.5987024307
French	GROUND	5414768	11.5986747742
French	GROUND	2786165	11.5986652374
German	REAL_REAL	3940397	4.67618465424
German	REAL_REAL	4180525	4.67619228363
German	REAL_REAL	1696068	4.6761879921
German	REAL_REAL	7947370	4.67618703842
German	REAL_REAL	8593348	4.67619562149
German	RANDOM_BY_TYPE	3894615	4.68337726593
German	RANDOM_BY_TYPE	8043704	4.68001079559
German	RANDOM_BY_TYPE	7307657	4.68037652969
German	RANDOM_BY_TYPE	5129816	4.67866516113
German	RANDOM_BY_TYPE	2478127	4.67986488342
German	RANDOM_BY_TYPE	2459535	4.68069791794
German	RANDOM_BY_TYPE	9107383	4.67595338821
German	RANDOM_BY_TYPE	6039813	4.67995548248
German	RANDOM_BY_TYPE	211269	4.67592763901
German	RANDOM_BY_TYPE	473114	4.67809009552
German	RANDOM_BY_TYPE	797637	4.67618894577
German	RANDOM_BY_TYPE	9034418	4.67993783951
German	RANDOM_BY_TYPE	2881914	4.68168640137
German	RANDOM_BY_TYPE	1047532	4.67693758011
German	RANDOM_BY_TYPE	4364295	4.67566204071
German	RANDOM_BY_TYPE	226177	4.67576503754
German	RANDOM_BY_TYPE	1608589	4.68379449844
German	RANDOM_BY_TYPE	2424552	4.68036031723
German	RANDOM_BY_TYPE	1493163	4.67830657959
German	RANDOM_BY_TYPE	3461822	4.67792749405
German	GROUND	1877986	4.6756439209
German	GROUND	8002308	4.67564725876
German	GROUND	3561377	4.67564582825
German	GROUND	9650089	4.67564439774
German	GROUND	1328854	4.67564630508
Hindi	REAL_REAL	2384800	9.741771698
Hindi	REAL_REAL	909746	9.74177265167
Hindi	REAL_REAL	9498969	9.74176502228
Hindi	REAL_REAL	6293324	9.74176597595
Hindi	REAL_REAL	1355146	9.74177360535
Hindi	RANDOM_BY_TYPE	9540594	9.87363433838
Hindi	RANDOM_BY_TYPE	3742756	9.9027338028
Hindi	RANDOM_BY_TYPE	4343909	9.88838672638
Hindi	RANDOM_BY_TYPE	4010985	9.92204475403
Hindi	RANDOM_BY_TYPE	7433412	9.81318664551
Hindi	RANDOM_BY_TYPE	3673611	9.85815048218
Hindi	RANDOM_BY_TYPE	7662838	9.9973783493
Hindi	RANDOM_BY_TYPE	4465014	9.92357444763
Hindi	RANDOM_BY_TYPE	8618551	9.86228179932
Hindi	RANDOM_BY_TYPE	1521581	9.85901737213
Hindi	RANDOM_BY_TYPE	4879554	9.82241344452
Hindi	RANDOM_BY_TYPE	7579243	9.86908245087
Hindi	RANDOM_BY_TYPE	2384835	9.8301448822
Hindi	RANDOM_BY_TYPE	6053231	9.92329978943
Hindi	RANDOM_BY_TYPE	6282095	9.98408412933
Hindi	RANDOM_BY_TYPE	8096901	9.90838718414
Hindi	RANDOM_BY_TYPE	2560572	9.83893489838
Hindi	RANDOM_BY_TYPE	2859734	9.91424942017
Hindi	RANDOM_BY_TYPE	206343	9.88618946075
Hindi	RANDOM_BY_TYPE	3110126	9.87961483002
Hindi	GROUND	6229004	9.74727344513
Hindi	GROUND	146954	9.747174263
Hindi	GROUND	8737471	9.7471370697
Hindi	GROUND	2735792	9.74722671509
Hindi	GROUND	2518932	9.74716091156
Norwegian	REAL_REAL	2588723	7.35392332077
Norwegian	REAL_REAL	686832	7.35392379761
Norwegian	REAL_REAL	2776163	7.35392332077
Norwegian	REAL_REAL	8233066	7.3539223671
Norwegian	REAL_REAL	5137439	7.35392332077
Norwegian	RANDOM_BY_TYPE	6151017	7.3767323494
Norwegian	RANDOM_BY_TYPE	3069427	7.38084459305
Norwegian	RANDOM_BY_TYPE	3951231	7.4002828598
Norwegian	RANDOM_BY_TYPE	3296906	7.38514471054
Norwegian	RANDOM_BY_TYPE	2192199	7.38007116318
Norwegian	RANDOM_BY_TYPE	5922933	7.38613414764
Norwegian	RANDOM_BY_TYPE	984558	7.41323471069
Norwegian	RANDOM_BY_TYPE	3715434	7.37705230713
Norwegian	RANDOM_BY_TYPE	3121393	7.39304161072
Norwegian	RANDOM_BY_TYPE	1034513	7.38483285904
Norwegian	RANDOM_BY_TYPE	1376676	7.39007282257
Norwegian	RANDOM_BY_TYPE	6528880	7.4124045372
Norwegian	RANDOM_BY_TYPE	9744662	7.39281845093
Norwegian	RANDOM_BY_TYPE	9288930	7.40911531448
Norwegian	RANDOM_BY_TYPE	3637057	7.39399719238
Norwegian	RANDOM_BY_TYPE	7476135	7.38742923737
Norwegian	RANDOM_BY_TYPE	9973472	7.38705635071
Norwegian	RANDOM_BY_TYPE	3391088	7.40003252029
Norwegian	RANDOM_BY_TYPE	3091655	7.40864515305
Norwegian	RANDOM_BY_TYPE	9648562	7.37551212311
Norwegian	GROUND	6152542	7.35197877884
Norwegian	GROUND	548887	7.351978302
Norwegian	GROUND	3584585	7.351978302
Norwegian	GROUND	1109697	7.351978302
Norwegian	GROUND	8417718	7.35197734833
Spanish	REAL_REAL	6180559	9.43319511414
Spanish	REAL_REAL	4105158	9.43319416046
Spanish	REAL_REAL	1922500	9.43319225311
Spanish	REAL_REAL	7675063	9.43319416046
Spanish	REAL_REAL	2956835	9.43319034576
Spanish	REAL_REAL	5954640	9.43319511414
Spanish	REAL_REAL	8040212	9.43319225311
Spanish	REAL_REAL	4667791	9.43319511414
Spanish	REAL_REAL	3950074	9.43319606781
Spanish	REAL_REAL	8488167	9.43319416046
Spanish	RANDOM_BY_TYPE	3794626	9.51954364777
Spanish	RANDOM_BY_TYPE	1301665	9.50392436981
Spanish	RANDOM_BY_TYPE	7848059	9.50667858124
Spanish	RANDOM_BY_TYPE	9976440	9.59430599213
Spanish	RANDOM_BY_TYPE	7695301	9.55344676971
Spanish	RANDOM_BY_TYPE	1689044	9.54813957214
Spanish	RANDOM_BY_TYPE	692598	9.56229019165
Spanish	RANDOM_BY_TYPE	9450880	9.52216053009
Spanish	RANDOM_BY_TYPE	1511745	9.55138874054
Spanish	RANDOM_BY_TYPE	1348153	9.55088996887
Spanish	RANDOM_BY_TYPE	737683	9.59029197693
Spanish	RANDOM_BY_TYPE	1279986	9.55876636505
Spanish	RANDOM_BY_TYPE	6493805	9.5349855423
Spanish	RANDOM_BY_TYPE	3710563	9.58027839661
Spanish	RANDOM_BY_TYPE	2774020	9.55582427979
Spanish	RANDOM_BY_TYPE	849205	9.53603935242
Spanish	RANDOM_BY_TYPE	482163	9.59400272369
Spanish	RANDOM_BY_TYPE	6030485	9.54840278625
Spanish	RANDOM_BY_TYPE	8457808	9.55285167694
Spanish	RANDOM_BY_TYPE	8573849	9.55347633362
Spanish	RANDOM_BY_TYPE	4170272	9.49694347382
Spanish	RANDOM_BY_TYPE	4148252	9.54507160187
Spanish	RANDOM_BY_TYPE	9203908	9.52245616913
Spanish	RANDOM_BY_TYPE	9186497	9.53949451447
Spanish	RANDOM_BY_TYPE	4727179	9.52026176453
Spanish	RANDOM_BY_TYPE	7605181	9.59363651276
Spanish	RANDOM_BY_TYPE	5874310	9.55523395538
Spanish	RANDOM_BY_TYPE	880891	9.54550075531
Spanish	RANDOM_BY_TYPE	3516174	9.50015640259
Spanish	RANDOM_BY_TYPE	9431044	9.56574344635
Spanish	RANDOM_BY_TYPE	8999313	9.57833576202
Spanish	RANDOM_BY_TYPE	4786621	9.51499843597
Spanish	RANDOM_BY_TYPE	5427923	9.55626583099
Spanish	RANDOM_BY_TYPE	8164342	9.48329353333
Spanish	RANDOM_BY_TYPE	5860687	9.55339717865
Spanish	RANDOM_BY_TYPE	7357107	9.54372310638
Spanish	RANDOM_BY_TYPE	7479749	9.5418176651
Spanish	RANDOM_BY_TYPE	9391060	9.61343479156
Spanish	RANDOM_BY_TYPE	1987581	9.49830722809
Spanish	RANDOM_BY_TYPE	1988909	9.56417655945
Spanish	GROUND	4456033	9.44375610352
Spanish	GROUND	4391733	9.44375514984
Spanish	GROUND	9620529	9.4437789917
Spanish	GROUND	663091	9.4437713623
Spanish	GROUND	7588511	9.4437456131
Basque	REAL_REAL	7429437	6.96858644485
Basque	REAL_REAL	8195788	6.96855688095
Basque	REAL_REAL	45634	6.96858644485
Basque	REAL_REAL	1019923	6.96853303909
Basque	REAL_REAL	8935882	6.96859693527
Basque	RANDOM_BY_TYPE	3938221	6.98524188995
Basque	RANDOM_BY_TYPE	2247784	6.99297189713
Basque	RANDOM_BY_TYPE	759985	6.9906373024
Basque	RANDOM_BY_TYPE	1684794	7.01234054565
Basque	RANDOM_BY_TYPE	5563322	6.97727966309
Basque	RANDOM_BY_TYPE	4939267	6.98794317245
Basque	RANDOM_BY_TYPE	9559217	6.98467683792
Basque	RANDOM_BY_TYPE	9947954	6.98609972
Basque	RANDOM_BY_TYPE	5089491	6.99140024185
Basque	RANDOM_BY_TYPE	8060488	6.97885751724
Basque	RANDOM_BY_TYPE	8809314	6.9898147583
Basque	RANDOM_BY_TYPE	6938619	6.9787311554
Basque	RANDOM_BY_TYPE	5428284	7.01050043106
Basque	RANDOM_BY_TYPE	5952440	7.00750732422
Basque	RANDOM_BY_TYPE	5691160	7.00761699677
Basque	RANDOM_BY_TYPE	2798219	6.99587583542
Basque	RANDOM_BY_TYPE	7044789	6.99953508377
Basque	RANDOM_BY_TYPE	976823	6.97491121292
Basque	RANDOM_BY_TYPE	9790474	6.98845624924
Basque	RANDOM_BY_TYPE	4031470	7.00594615936
Basque	GROUND	9511789	6.95708847046
Basque	GROUND	514934	6.95708990097
Basque	GROUND	2723444	6.95709037781
Basque	GROUND	1934662	6.95709133148
Basque	GROUND	992708	6.95708847046
Bulgarian	REAL_REAL	2730916	6.23994541168
Bulgarian	REAL_REAL	9195379	6.2399520874
Bulgarian	REAL_REAL	990762	6.23995399475
Bulgarian	REAL_REAL	1820879	6.23994588852
Bulgarian	REAL_REAL	3007686	6.2399520874
Bulgarian	RANDOM_BY_TYPE	2834984	6.28537797928
Bulgarian	RANDOM_BY_TYPE	5634841	6.27948713303
Bulgarian	RANDOM_BY_TYPE	5012041	6.27968406677
Bulgarian	RANDOM_BY_TYPE	7258858	6.30493545532
Bulgarian	RANDOM_BY_TYPE	4847230	6.28687047958
Bulgarian	RANDOM_BY_TYPE	9046162	6.27643680573
Bulgarian	RANDOM_BY_TYPE	1403201	6.26902866364
Bulgarian	RANDOM_BY_TYPE	3530454	6.27730798721
Bulgarian	RANDOM_BY_TYPE	2955762	6.27699613571
Bulgarian	RANDOM_BY_TYPE	7525260	6.27448558807
Bulgarian	RANDOM_BY_TYPE	7086897	6.29406023026
Bulgarian	RANDOM_BY_TYPE	2778737	6.29967832565
Bulgarian	RANDOM_BY_TYPE	9155372	6.27358341217
Bulgarian	RANDOM_BY_TYPE	5306660	6.26744127274
Bulgarian	RANDOM_BY_TYPE	3580156	6.26740407944
Bulgarian	RANDOM_BY_TYPE	2730670	6.28229045868
Bulgarian	RANDOM_BY_TYPE	2880509	6.26363611221
Bulgarian	RANDOM_BY_TYPE	9029801	6.27563476562
Bulgarian	RANDOM_BY_TYPE	1201910	6.26514720917
Bulgarian	RANDOM_BY_TYPE	1930526	6.2778301239
Bulgarian	GROUND	7365291	6.24578380585
Bulgarian	GROUND	180916	6.24582052231
Bulgarian	GROUND	5586511	6.2457652092
Bulgarian	GROUND	1680321	6.24572944641
Bulgarian	GROUND	9433379	6.24574756622
Croatian	REAL_REAL	157556	6.58715105057
Croatian	REAL_REAL	3619741	6.58715105057
Croatian	REAL_REAL	5792386	6.58715486526
Croatian	REAL_REAL	3275406	6.58715629578
Croatian	REAL_REAL	2180051	6.58715867996
Croatian	RANDOM_BY_TYPE	5389072	6.60105657578
Croatian	RANDOM_BY_TYPE	7596338	6.61385202408
Croatian	RANDOM_BY_TYPE	4298956	6.60118150711
Croatian	RANDOM_BY_TYPE	8941132	6.60140562057
Croatian	RANDOM_BY_TYPE	605705	6.58935546875
Croatian	RANDOM_BY_TYPE	2302361	6.59141778946
Croatian	RANDOM_BY_TYPE	6267509	6.59541511536
Croatian	RANDOM_BY_TYPE	9511309	6.60007190704
Croatian	RANDOM_BY_TYPE	8808459	6.59231519699
Croatian	RANDOM_BY_TYPE	8572873	6.59898710251
Croatian	RANDOM_BY_TYPE	8947537	6.60149526596
Croatian	RANDOM_BY_TYPE	8733922	6.6033115387
Croatian	RANDOM_BY_TYPE	3625794	6.60237216949
Croatian	RANDOM_BY_TYPE	7390225	6.59515953064
Croatian	RANDOM_BY_TYPE	3630459	6.60880565643
Croatian	RANDOM_BY_TYPE	1223510	6.59778928757
Croatian	RANDOM_BY_TYPE	6924455	6.60807085037
Croatian	RANDOM_BY_TYPE	4614199	6.59097671509
Croatian	RANDOM_BY_TYPE	615013	6.6144080162
Croatian	RANDOM_BY_TYPE	7390705	6.60442972183
Croatian	GROUND	2020547	6.58751249313
Croatian	GROUND	6445941	6.58748054504
Croatian	GROUND	7956840	6.58750391006
Croatian	GROUND	5344390	6.58749198914
Croatian	GROUND	6404816	6.58749675751
Estonian	REAL_REAL	5155172	5.75897169113
Estonian	REAL_REAL	6408593	5.75897598267
Estonian	REAL_REAL	6246368	5.75898647308
Estonian	REAL_REAL	3389551	5.7589764595
Estonian	REAL_REAL	2069104	5.75895690918
Estonian	RANDOM_BY_TYPE	1514486	5.76117420197
Estonian	RANDOM_BY_TYPE	6482907	5.76322746277
Estonian	RANDOM_BY_TYPE	5433391	5.7652630806
Estonian	RANDOM_BY_TYPE	6878174	5.76662969589
Estonian	RANDOM_BY_TYPE	2647718	5.76635122299
Estonian	RANDOM_BY_TYPE	5938686	5.76062202454
Estonian	RANDOM_BY_TYPE	8212284	5.76011610031
Estonian	RANDOM_BY_TYPE	5092303	5.76704454422
Estonian	RANDOM_BY_TYPE	8664281	5.7696557045
Estonian	RANDOM_BY_TYPE	9160861	5.76627111435
Estonian	RANDOM_BY_TYPE	8751945	5.76097106934
Estonian	RANDOM_BY_TYPE	5564921	5.76367235184
Estonian	RANDOM_BY_TYPE	3708293	5.76456975937
Estonian	RANDOM_BY_TYPE	9335287	5.76529359818
Estonian	RANDOM_BY_TYPE	4242501	5.75835847855
Estonian	RANDOM_BY_TYPE	5823394	5.76413679123
Estonian	RANDOM_BY_TYPE	41132	5.76244592667
Estonian	RANDOM_BY_TYPE	7850836	5.76297140121
Estonian	RANDOM_BY_TYPE	4720564	5.75927829742
Estonian	RANDOM_BY_TYPE	9827476	5.76832962036
Estonian	GROUND	2699664	5.75746917725
Estonian	GROUND	2541711	5.75746488571
Estonian	GROUND	6021773	5.75744771957
Estonian	GROUND	4834714	5.75746440887
Estonian	GROUND	4989044	5.75745153427
Hebrew	REAL_REAL	6974781	6.28214645386
Hebrew	REAL_REAL	3610244	6.28214502335
Hebrew	REAL_REAL	3647913	6.28214693069
Hebrew	REAL_REAL	1494946	6.28212976456
Hebrew	REAL_REAL	6614328	6.28214359283
Hebrew	RANDOM_BY_TYPE	7608956	6.30984640121
Hebrew	RANDOM_BY_TYPE	4025418	6.30423593521
Hebrew	RANDOM_BY_TYPE	658458	6.3172326088
Hebrew	RANDOM_BY_TYPE	1398941	6.29555702209
Hebrew	RANDOM_BY_TYPE	2324018	6.29638767242
Hebrew	RANDOM_BY_TYPE	7272678	6.31780290604
Hebrew	RANDOM_BY_TYPE	8812563	6.30331277847
Hebrew	RANDOM_BY_TYPE	9191126	6.31247091293
Hebrew	RANDOM_BY_TYPE	6516778	6.30383110046
Hebrew	RANDOM_BY_TYPE	4534422	6.30231952667
Hebrew	RANDOM_BY_TYPE	976991	6.28890895844
Hebrew	RANDOM_BY_TYPE	8628000	6.29681825638
Hebrew	RANDOM_BY_TYPE	2589907	6.31249713898
Hebrew	RANDOM_BY_TYPE	3568376	6.31164741516
