language	result1Mean	result2Mean	result1Low	result1High	result2Low	result2High	result3Mean	result3Low	result3High
Swedish	0.999999999512552	0.9559773746613552	0.9999999992857143	0.9999999996296296	0.9238418368150562	0.9860537480648761	0.999999999512552	0.9999999992857143	0.9999999996296296
Kazakh-Adap	0.9999999990909242	1.0	0.999999999090909	0.999999999090909	1.0	1.0	0.9999999990909242	0.999999999090909	0.999999999090909
Estonian	0.7968746482203011	0.67829568409085	0.7209302325162249	0.8633540372134563	0.5973437232502069	0.7477206389812253	0.5937492964978951	0.44186046509058946	0.7267080744890243
Turkish	0.9999999989607059	0.9887763397510169	0.9999999983333333	0.9999999992307692	0.9732793954702524	1.0	0.9999999989607059	0.9999999983333333	0.9999999992307692
Romanian	0.9999999986093444	0.9884125408172619	0.9999999975	0.9999999989999999	0.9726316833496094	1.0	0.9999999986093444	0.9999999975	0.9999999989999999
Italian	0.9999999990000085	1.0	0.9999999989999999	0.9999999989999999	1.0	1.0	0.9999999990000085	0.9999999989999999	0.9999999989999999
English	0.9999999989337814	0.978136331118074	0.9999999983333333	0.9999999992307692	0.9477364066597466	1.0	0.9999999989337814	0.9999999983333333	0.9999999992307692
Slovenian	0.8242754494027192	0.7854475935091466	0.7702702702355734	0.8755760368260103	0.7198077783038721	0.835355672611532	0.6485508988512737	0.5405405405161918	0.7511520736981036
North_Sami	0.36999635020886407	0.41739725481354095	0.2959183673318409	0.4426229507954851	0.36698443390329283	0.46994113878096627	-0.26000729953030965	-0.4081632652852978	-0.11475409835438502
Armenian-Adap	0.92367738065031	0.6476902645942867	0.8651685392286328	0.9743589742340566	0.5601404634633459	0.7423772137864192	0.8473547614238273	0.7303370785696252	0.9487179485963183
Hindi	0.9987499984356115	0.9613271774812188	0.9999999966666667	0.999999999090909	0.9244019248268821	1.0	0.9987499984356115	0.9999999966666667	0.999999999090909
Dutch	0.9999999994257428	0.9683596967061366	0.999999999090909	0.9999999996	0.9370370370370371	0.9900586163556134	0.9999999994257428	0.999999999090909	0.9999999996
Buryat-Adap	0.9999999996153952	1.0	0.9999999996153845	0.9999999996153845	1.0	1.0	0.9999999996153952	0.9999999996153845	0.9999999996153845
Uyghur-Adap	0.6536059308787284	0.4835495328162655	0.5740740740386374	0.728260869525638	0.4257105198290973	0.5445998575810692	0.3072118618158633	0.1481481481390032	0.4565217391056238
Korean	0.9999999988697031	0.9817554154829584	0.9999999983333333	0.999999999090909	0.9430621754039418	1.0	0.9999999988697031	0.9999999983333333	0.999999999090909
Russian	0.9999999994401307	0.9891973949432367	0.9999999993333333	0.9999999995	0.9684210968017577	1.0	0.9999999994401307	0.9999999993333333	0.9999999995
Danish	0.9999999994793843	0.8629278641291036	0.9999999992307692	0.9999999996153845	0.7141384185954212	0.9808610722342914	0.9999999994793843	0.9999999992307692	0.9999999996153845
Bulgarian	0.9999999987919336	0.9723961791992175	0.9999999980000001	0.9999999992307692	0.9436089651925224	0.9962406703404019	0.9999999987919336	0.9999999980000001	0.9999999992307692
Spanish	0.9999999992857075	1.0	0.9999999992857143	0.9999999992857143	1.0	1.0	0.9999999992857075	0.9999999992857143	0.9999999992857143
Hungarian	0.8706365769242583	0.6216238803943063	0.7999999999157895	0.9320388348609672	0.5480114450844453	0.6979433544881151	0.7412731539589911	0.5999999999368422	0.8640776698190217
Catalan	0.999999998395623	0.9764778925288815	0.9999999966666667	0.9999999989999999	0.9492822820490058	0.9971291975541547	0.999999998395623	0.9999999966666667	0.9999999989999999
Erzya-Adap	0.9925895577068167	0.7179086439405091	0.9764918625501539	0.9999999999828473	0.6552237391352047	0.7701969730751264	0.9851791154314756	0.9529837251183909	0.9999999999828473
Vietnamese	0.9950292390421405	0.8471514838861808	0.9799196786755052	0.9999999999596774	0.800793269024168	0.894910621433237	0.9900584781268806	0.9598393573911711	0.9999999999596774
French	0.9999999981792748	0.9575265375360247	0.999999995	0.9999999989999999	0.9190020870852781	0.983937052937297	0.9999999981792748	0.999999995	0.9999999989999999
Norwegian	0.9999999990825321	0.9866447165012383	0.9999999988888888	0.9999999991666666	0.9605262120564779	1.0	0.9999999990825321	0.9999999988888888	0.9999999991666666
Kurmanji-Adap	0.9338974622365573	0.6856711008144235	0.8760330577788403	0.9785714285015306	0.6060264676950965	0.7609982403118634	0.8677949245526518	0.7520661156403251	0.9571428570744898
Cantonese-Adap	0.957680569727181	0.7155128089431062	0.8604651162290426	0.999999999944134	0.5968783010844312	0.8102318757499745	0.9153611395166142	0.7209302325162249	0.999999999944134
Maltese	0.9999999994391848	0.9570218997531478	0.9999999992307692	0.9999999995652173	0.923245832655165	0.983114030626085	0.9999999994391848	0.9999999992307692	0.9999999995652173
Urdu	0.999999998279843	0.9428348111545333	0.999999995	0.999999999090909	0.8925697775448069	0.9783282111672794	0.999999998279843	0.999999995	0.999999999090909
Afrikaans	0.9999999987374691	0.965105272586524	0.9999999966666667	0.9999999991666666	0.9263157771183894	0.9979757455679087	0.9999999987374691	0.9999999966666667	0.9999999991666666
Naija-Adap	0.9998737819006821	0.83633002757135	0.9943820224160459	0.9999999999473684	0.7705853898948598	0.8893261490581191	0.9997475638574517	0.9887640448882716	0.9999999999473684
Bambara-Adap	0.9999999993500721	0.9464975833235111	0.999999999090909	0.9999999995238095	0.9149185075431034	0.9762612809806035	0.9999999993500721	0.999999999090909	0.9999999995238095
Finnish	0.9999999998459426	0.8665485717589605	0.9999999998245613	0.9999999998630138	0.7824985550110599	0.942889937435288	0.9999999998459426	0.9999999998245613	0.9999999998630138
