Script	Run	Model	Distance	Surprisal	MI	Memory	UnigramCE	Type
forWords_Sesotho_RandomOrder_FormsWordsGraphemes.py	1334693	RANDOM	0	3.729654531477604	1.7844790651844247	0	3.729654531477604	RANDOM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes.py	1334693	RANDOM	1	1.9451754662931795	0.29965636534435114	1.7844790651844247	3.729654531477604	RANDOM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes.py	1334693	RANDOM	2	1.6455191009488284	0.26357895270598974	2.383791795873127	3.729654531477604	RANDOM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes.py	1334693	RANDOM	3	1.3819401482428386	0.20126617991250906	3.1745286539910964	3.729654531477604	RANDOM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes.py	1334693	RANDOM	4	1.1806739683303296	0.11194869768624116	3.9795933736411326	3.729654531477604	RANDOM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes.py	1334693	RANDOM	5	1.0687252706440884	0.05625004782924625	4.539336862072338	3.729654531477604	RANDOM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes.py	1334693	RANDOM	6	1.0124752228148421	0.028344254890080967	4.876837149047816	3.729654531477604	RANDOM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes.py	1334693	RANDOM	7	0.9841309679247612	0.01123727740464009	5.0752469332783825	3.729654531477604	RANDOM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes.py	1334693	RANDOM	8	0.9728936905201211	0.004123688486851407	5.165145152515503	3.729654531477604	RANDOM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes.py	1334693	RANDOM	9	0.9687700020332697	0.0013555286717580328	5.202258348897166	3.729654531477604	RANDOM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes.py	1334693	RANDOM	10	0.9674144733615117	0.0005010177871254129	5.215813635614746	3.729654531477604	RANDOM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes.py	1334693	RANDOM	11	0.9669134555743862	0	5.221324831273126	3.729654531477604	RANDOM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes.py	2037176	RANDOM	0	3.729654531477604	1.7591236339943344	0	3.729654531477604	RANDOM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes.py	2037176	RANDOM	1	1.9705308974832698	0.3307521044650963	1.7591236339943344	3.729654531477604	RANDOM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes.py	2037176	RANDOM	2	1.6397787930181735	0.2589105630354389	2.420627842924527	3.729654531477604	RANDOM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes.py	2037176	RANDOM	3	1.3808682299827346	0.19934006287726502	3.197359532030844	3.729654531477604	RANDOM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes.py	2037176	RANDOM	4	1.1815281671054696	0.11040116467181615	3.994719783539904	3.729654531477604	RANDOM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes.py	2037176	RANDOM	5	1.0711270024336534	0.057310113031949994	4.546725606898985	3.729654531477604	RANDOM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes.py	2037176	RANDOM	6	1.0138168894017034	0.028254323441910145	4.890586285090684	3.729654531477604	RANDOM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes.py	2037176	RANDOM	7	0.9855625659597933	0.012054349267020092	5.088366549184055	3.729654531477604	RANDOM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes.py	2037176	RANDOM	8	0.9735082166927732	0.004847440685971538	5.184801343320216	3.729654531477604	RANDOM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes.py	2037176	RANDOM	9	0.9686607760068017	0.001425068821754083	5.22842830949396	3.729654531477604	RANDOM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes.py	2037176	RANDOM	10	0.9672357071850476	0.0004763737077597696	5.242678997711501	3.729654531477604	RANDOM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes.py	2037176	RANDOM	11	0.9667593334772878	0	5.247919108496858	3.729654531477604	RANDOM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes.py	3889377	9768906_9818076	0	3.729654531477604	1.8371755497588074	0	3.729654531477604	OPTIM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes.py	3889377	9768906_9818076	1	1.8924789817187968	0.28965591136239865	1.8371755497588074	3.729654531477604	OPTIM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes.py	3889377	9768906_9818076	2	1.6028230703563981	0.24398103969680407	2.416487372483605	3.729654531477604	OPTIM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes.py	3889377	9768906_9818076	3	1.358842030659594	0.1900664189004444	3.1484304915740173	3.729654531477604	OPTIM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes.py	3889377	9768906_9818076	4	1.1687756117591497	0.10582591858090318	3.908696167175795	3.729654531477604	OPTIM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes.py	3889377	9768906_9818076	5	1.0629496931782465	0.05475347246327256	4.437825760080311	3.729654531477604	OPTIM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes.py	3889377	9768906_9818076	6	1.008196220714974	0.02602480469741486	4.766346594859947	3.729654531477604	OPTIM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes.py	3889377	9768906_9818076	7	0.9821714160175591	0.010329874382703053	4.9485202277418505	3.729654531477604	OPTIM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes.py	3889377	9768906_9818076	8	0.971841541634856	0.003894505235099377	5.031159222803475	3.729654531477604	OPTIM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes.py	3889377	9768906_9818076	9	0.9679470363997567	0.0011326660993542514	5.06620976991937	3.729654531477604	OPTIM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes.py	3889377	9768906_9818076	10	0.9668143703004024	0.00040891815949095633	5.077536430912913	3.729654531477604	OPTIM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes.py	3889377	9768906_9818076	11	0.9664054521409114	0	5.082034530667313	3.729654531477604	OPTIM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes.py	400805	569327_695786	0	3.729654531477604	1.8125346495853571	0	3.729654531477604	OPTIM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes.py	400805	569327_695786	1	1.917119881892247	0.3140615929382493	1.8125346495853571	3.729654531477604	OPTIM
