Script	Type	Run	InterpPoint	Memory	MI
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	OPTIM	1523273	0	0.0823297351599	0.0823297351599
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	OPTIM	1523273	1	0.16465947032	0.16465947032
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	OPTIM	1523273	2	0.246989220381	0.246989235282
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	OPTIM	1523273	3	0.329318940639	0.329318940639
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	OPTIM	1523273	4	0.411648690701	0.411648720503
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	OPTIM	1523273	5	0.493978440762	0.493978470564
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	OPTIM	1523273	6	0.576308190823	0.576308190823
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	OPTIM	1523273	7	0.658637881279	0.658637881279
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	OPTIM	1523273	8	0.74096763134	0.74096763134
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	OPTIM	1523273	9	0.823297381401	0.823297441006
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	OPTIM	1523273	10	0.905627131462	0.905627191067
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	OPTIM	1523273	11	0.987956881523	0.987956941128
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	OPTIM	1523273	12	1.07028663158	1.07028663158
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	OPTIM	1523273	13	1.15261638165	1.15261638165
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	OPTIM	1523273	14	1.2349460125	1.2349460125
forWords_Japanese_RandomOrder_FormsPhonemesFull_FullData_Heldout.py	OPTIM	1523273	15	1.31727576256	1.31727576256
