Language	Estimator	Model	Distance	Surprisal	Script	Part
e	Plugin	DNA	1	-8.162183723835128	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	amod
e	Plugin	DNA	2	-7.995930299156739	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	amod
e	Plugin	DNA	3	-7.994798852108261	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	amod
e	Plugin	DNA	4	-7.994798852108261	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	amod
e	Plugin	DNA	5	-7.994798852108261	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	amod
e	Plugin	DNA	6	-7.994798852108261	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	amod
e	Plugin	DNA	0	-6.13498121209546	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	case
e	Plugin	DNA	1	-3.5012677563116656	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	case
e	Plugin	DNA	2	-3.5011146797328845	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	case
e	Plugin	DNA	3	-3.5011146797328845	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	case
e	Plugin	DNA	4	-3.5011146797328845	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	case
e	Plugin	DNA	5	-3.5011146797328845	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	case
e	Plugin	DNA	6	-3.5011146797328845	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	case
e	Plugin	DNA	0	-8.962850598919605	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	det
e	Plugin	DNA	1	-6.2239743149895705	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	det
e	Plugin	DNA	2	-6.216661892242469	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	det
e	Plugin	DNA	3	-6.216639521831606	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	det
e	Plugin	DNA	4	-6.216639521831606	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	det
e	Plugin	DNA	5	-6.216639521831606	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	det
e	Plugin	DNA	6	-6.216639521831606	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	det
e	Plugin	DNA	0	-10.062096023470723	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	nummod
e	Plugin	DNA	1	-7.021802664843664	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	nummod
e	Plugin	DNA	2	-6.988554438744311	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	nummod
e	Plugin	DNA	3	-6.988456992254762	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	nummod
e	Plugin	DNA	4	-6.988456992254762	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	nummod
e	Plugin	DNA	5	-6.988456992254762	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	nummod
e	Plugin	DNA	6	-6.988456992254762	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	nummod
e	Plugin	ADN	0	-2.6390073771931086	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	EOS
e	Plugin	ADN	1	-0.006708868857331073	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	EOS
e	Plugin	ADN	2	-0.00012366692649738923	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	EOS
e	Plugin	ADN	3	-0.00012035417242757159	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	EOS
e	Plugin	ADN	4	-0.00012035417242757159	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	EOS
e	Plugin	ADN	5	-0.00012035417242757159	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	EOS
e	Plugin	ADN	6	-0.00012035417242757159	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	EOS
e	Plugin	ADN	0	-11.555459827544071	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	NOUN
e	Plugin	ADN	1	-4.11599618838846	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	NOUN
e	Plugin	ADN	2	-3.383692951985401	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	NOUN
e	Plugin	ADN	3	-3.377312771735576	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	NOUN
e	Plugin	ADN	4	-3.377301409695515	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	NOUN
e	Plugin	ADN	5	-3.377301409695515	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	NOUN
e	Plugin	ADN	6	-3.377301409695515	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	NOUN
e	Plugin	ADN	0	-11.867720633235445	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	amod
e	Plugin	ADN	1	-8.346679125519849	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	amod
e	Plugin	ADN	2	-8.259271358523561	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	amod
e	Plugin	ADN	3	-8.259152761671027	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	amod
e	Plugin	ADN	4	-8.259152761671027	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	amod
e	Plugin	ADN	5	-8.259152761671027	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	amod
e	Plugin	ADN	6	-8.259152761671027	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	amod
e	Plugin	ADN	0	-6.13498121209546	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	case
e	Plugin	ADN	1	-3.501299266979591	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	case
e	Plugin	ADN	2	-3.5011461904008097	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	case
e	Plugin	ADN	3	-3.5011461904008097	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	case
e	Plugin	ADN	4	-3.5011461904008097	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	case
e	Plugin	ADN	5	-3.5011461904008097	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	case
e	Plugin	ADN	6	-3.5011461904008097	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	case
e	Plugin	ADN	0	-8.962850598919605	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	det
e	Plugin	ADN	1	-5.58358989335245	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	det
e	Plugin	ADN	2	-5.3929214464402815	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	det
e	Plugin	ADN	3	-5.392011895426326	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	det
e	Plugin	ADN	4	-5.392011895426326	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	det
e	Plugin	ADN	5	-5.392011895426326	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	det
e	Plugin	ADN	6	-5.392011895426326	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	det
e	Plugin	ADN	0	-10.062096023470723	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	nummod
e	Plugin	ADN	1	-6.350812912604916	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	nummod
e	Plugin	ADN	2	-6.118228099091922	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	nummod
e	Plugin	ADN	3	-6.116702852341269	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	nummod
e	Plugin	ADN	4	-6.116702852341269	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	nummod
e	Plugin	ADN	5	-6.116702852341269	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	nummod
e	Plugin	ADN	6	-6.116702852341269	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	nummod
e	Plugin	GROUND	0	-2.6390073771931086	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	EOS
e	Plugin	GROUND	1	-0.006708868857331073	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	EOS
e	Plugin	GROUND	2	-0.00012202979445127021	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	EOS
e	Plugin	GROUND	3	-0.00011503457597766206	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	EOS
e	Plugin	GROUND	4	-0.00011503457597766206	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	EOS
e	Plugin	GROUND	5	-0.00011503457597766206	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	EOS
e	Plugin	GROUND	6	-0.00011503457597766206	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	EOS
e	Plugin	GROUND	0	-11.555459827544071	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	NOUN
e	Plugin	GROUND	1	-4.015636351112925	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	NOUN
e	Plugin	GROUND	2	-3.3933162758687856	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	NOUN
e	Plugin	GROUND	3	-3.387510670507497	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	NOUN
e	Plugin	GROUND	4	-3.387499308467436	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	NOUN
e	Plugin	GROUND	5	-3.387499308467436	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	NOUN
e	Plugin	GROUND	6	-3.387499308467436	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	NOUN
e	Plugin	GROUND	0	-11.867720633235445	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	amod
e	Plugin	GROUND	1	-8.172718703173135	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	amod
e	Plugin	GROUND	2	-8.01183365242531	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	amod
e	Plugin	GROUND	3	-8.010761946584633	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	amod
e	Plugin	GROUND	4	-8.010761946584633	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	amod
e	Plugin	GROUND	5	-8.010761946584633	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	amod
e	Plugin	GROUND	6	-8.010761946584633	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	amod
e	Plugin	GROUND	0	-6.13498121209546	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	case
e	Plugin	GROUND	1	-3.501272896919638	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	case
e	Plugin	GROUND	2	-3.501091155594108	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	case
e	Plugin	GROUND	3	-3.501091155594108	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	case
e	Plugin	GROUND	4	-3.501091155594108	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	case
e	Plugin	GROUND	5	-3.501091155594108	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	case
e	Plugin	GROUND	6	-3.501091155594108	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	case
e	Plugin	GROUND	0	-8.962850598919605	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	det
e	Plugin	GROUND	1	-6.2135948981139135	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	det
e	Plugin	GROUND	2	-6.200614130817351	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	det
e	Plugin	GROUND	3	-6.200591760406488	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	det
e	Plugin	GROUND	4	-6.200591760406488	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	det
e	Plugin	GROUND	5	-6.200591760406488	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	det
e	Plugin	GROUND	6	-6.200591760406488	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	det
e	Plugin	GROUND	0	-10.062096023470723	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	nummod
e	Plugin	GROUND	1	-6.883893351430525	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	nummod
e	Plugin	GROUND	2	-6.808297290297624	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	nummod
e	Plugin	GROUND	3	-6.807960325630857	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	nummod
e	Plugin	GROUND	4	-6.807960325630857	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	nummod
e	Plugin	GROUND	5	-6.807960325630857	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	nummod
e	Plugin	GROUND	6	-6.807960325630857	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	nummod
e	Plugin	DAN	0	-2.6390073771931086	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	EOS
e	Plugin	DAN	1	-0.006708868857331073	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	EOS
e	Plugin	DAN	2	-0.00012550815869928446	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	EOS
e	Plugin	DAN	3	-0.00011851294022567631	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	EOS
e	Plugin	DAN	4	-0.00011851294022567631	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	EOS
e	Plugin	DAN	5	-0.00011851294022567631	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	EOS
e	Plugin	DAN	6	-0.00011851294022567631	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	EOS
e	Plugin	DAN	0	-11.555459827544071	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	NOUN
e	Plugin	DAN	1	-4.0295701488115325	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	NOUN
e	Plugin	DAN	2	-3.3917181661137423	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	NOUN
e	Plugin	DAN	3	-3.38585534845683	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	NOUN
e	Plugin	DAN	4	-3.3858439864167686	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	NOUN
e	Plugin	DAN	5	-3.3858439864167686	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	NOUN
e	Plugin	DAN	6	-3.3858439864167686	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	NOUN
e	Plugin	DAN	0	-11.867720633235445	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	amod
e	Plugin	DAN	1	-8.204777315213871	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	amod
e	Plugin	DAN	2	-8.057990781460095	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	amod
e	Plugin	DAN	3	-8.057106289590594	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	amod
e	Plugin	DAN	4	-8.057106289590594	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	amod
e	Plugin	DAN	5	-8.057106289590594	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	amod
e	Plugin	DAN	6	-8.057106289590594	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	amod
e	Plugin	DAN	0	-6.13498121209546	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	case
e	Plugin	DAN	1	-3.5012682662112655	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	case
e	Plugin	DAN	2	-3.5011151896324844	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	case
e	Plugin	DAN	3	-3.5011151896324844	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	case
e	Plugin	DAN	4	-3.5011151896324844	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	case
e	Plugin	DAN	5	-3.5011151896324844	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	case
e	Plugin	DAN	6	-3.5011151896324844	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	case
e	Plugin	DAN	0	-8.962850598919605	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	det
e	Plugin	DAN	1	-6.2239257728757496	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	det
e	Plugin	DAN	2	-6.216613350128647	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	det
e	Plugin	DAN	3	-6.216590979717784	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	det
e	Plugin	DAN	4	-6.216590979717784	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	det
e	Plugin	DAN	5	-6.216590979717784	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	det
e	Plugin	DAN	6	-6.216590979717784	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	det
e	Plugin	DAN	0	-10.062096023470723	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	nummod
e	Plugin	DAN	1	-6.338795695928891	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	nummod
e	Plugin	DAN	2	-6.118661672748447	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	nummod
e	Plugin	DAN	3	-6.117092235589759	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	nummod
e	Plugin	DAN	4	-6.117092235589759	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	nummod
e	Plugin	DAN	5	-6.117092235589759	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	nummod
e	Plugin	DAN	6	-6.117092235589759	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	nummod
e	Plugin	NAD	0	-2.6390073771931086	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	EOS
e	Plugin	NAD	1	-0.006708868857331073	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	EOS
e	Plugin	NAD	2	-0.00012018856224937497	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	EOS
e	Plugin	NAD	3	-0.00011687580817955733	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	EOS
e	Plugin	NAD	4	-0.00011687580817955733	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	EOS
e	Plugin	NAD	5	-0.00011687580817955733	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	EOS
e	Plugin	NAD	6	-0.00011687580817955733	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	EOS
e	Plugin	NAD	0	-11.555459827544071	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	NOUN
e	Plugin	NAD	1	-4.102231629752775	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	NOUN
e	Plugin	NAD	2	-3.3849044344727583	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	NOUN
e	Plugin	NAD	3	-3.378735292738748	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	NOUN
e	Plugin	NAD	4	-3.3787239306986874	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	NOUN
e	Plugin	NAD	5	-3.3787239306986874	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	NOUN
e	Plugin	NAD	6	-3.3787239306986874	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	NOUN
e	Plugin	NAD	0	-11.867720633235445	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	amod
e	Plugin	NAD	1	-8.303507738620619	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	amod
e	Plugin	NAD	2	-8.19749342114393	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	amod
e	Plugin	NAD	3	-8.197204773148306	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	amod
e	Plugin	NAD	4	-8.197204773148306	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	amod
e	Plugin	NAD	5	-8.197204773148306	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	amod
e	Plugin	NAD	6	-8.197204773148306	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	amod
e	Plugin	NAD	0	-6.13498121209546	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	case
e	Plugin	NAD	1	-3.5012986356326934	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	case
e	Plugin	NAD	2	-3.501145559053913	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	case
e	Plugin	NAD	3	-3.501145559053913	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	case
e	Plugin	NAD	4	-3.501145559053913	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	case
e	Plugin	NAD	5	-3.501145559053913	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	case
e	Plugin	NAD	6	-3.501145559053913	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	case
e	Plugin	NAD	0	-8.962850598919605	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	det
e	Plugin	NAD	1	-5.571133413719399	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	det
e	Plugin	NAD	2	-5.36914247599392	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py	det
