7.859462277222656	[7.89046198917, 7.78124797008, 7.92281154478, 7.86313631702, 7.92754003725, 7.82583825118, 7.8000944759]	0.95	1	10.0	10
7.864743686661597	[7.93041483075, 7.85814782888, 7.8741556479]	0.95	1	10.0	9
7.869384066662766	[7.82888809023, 7.85474157806]	0.95	1	8.0	9
7.864100959215089	[7.84742594497]	0.95	1	8.0	10
7.870234418208154	[7.85595186207]	0.95	1	10.0	8
7.868969916874789	[7.80802793821]	0.95	1	5.0	10
7.885878508925098	[7.88604766978]	0.95	2	8.0	8
7.914188456349615	[7.96324585763]	0.95	4	8.0	7
7.924777093719513	[7.84416406544]	0.95	2	0.5	7
7.942901986061883	[7.77986555375]	0.95	3	3.0	3
7.93180528361702	[7.94150581269]	0.95	1	0.2	5
7.933889327077209	[7.78248403326]	1.0	2	2.0	8
7.955399080497229	[7.98026136578]	0.95	8	8.0	4
7.949253958313928	[7.98900994063]	0.95	2	0.2	4
7.965947496678284	[7.90808437334]	0.95	4	0.5	4
7.9374722759162655	[8.01688636887]	1.0	2	8.0	4
7.96985023126987	[7.97075175996]	1.0	5	4.0	6
7.983075080331522	[7.89047597891]	0.95	10	2.0	5
7.983476992132687	[7.86794909463]	0.95	8	2.0	3
7.973197003636467	[8.07770858431]	0.95	3	0.1	3
7.98915733384649	[7.90291610878]	0.95	15	1.0	7
7.962765691305686	[7.98304498254]	0.95	8	10.0	2
7.993305750608608	[8.04510345533]	1.0	4	0.2	5
7.995440646865213	[7.99114313006]	0.95	25	4.0	7
8.005301161078467	[7.95734163206]	1.0	5	0.5	4
8.025373621476966	[8.08488762202]	0.95	15	0.2	3
8.013730941070715	[8.19488168767]	0.95	20	0.1	8
8.016820302221335	[8.039941043]	1.0	30	5.0	9
8.042143121799555	[8.12853901434]	1.0	25	8.0	2
8.093434206330327	[8.24782688485]	1.0	30	0.1	3
