7.043983729442713	[7.06261930133, 7.05017550247, 7.05921444732, 7.05824528606, 7.04186661754]	0.95	2	0.1	3
7.043983729291606	[7.03248675701, 7.03076965441, 7.05174844343, 7.06137590859, 7.03816792553, 7.04669332192, 7.0302245734, 7.05441208538, 7.05960379256, 7.03457884643, 7.05077154642, 7.03975552879, 7.04038844292, 7.03901246162, 7.04574714666, 7.05755856897]	0.95	1	0.1	3
7.043983729369792	[7.03834675401, 7.05543242094, 7.0395202046, 7.03729605958, 7.03358339797, 7.04003796718, 7.04167411661, 7.04727865705]	0.95	1	0.1	4
7.043983729364514	[7.05989722673, 7.02715729792, 7.0591013976, 7.04443284106, 7.05674261068, 7.04923790933, 7.02975319146, 7.07908925713, 7.03261775158, 7.05814569225, 7.05528225458, 7.05154104848, 7.03376844728, 7.06370170891]	0.95	2	0.1	2
7.043983729213398	[7.05558328398, 7.02402830136, 7.04049992318, 7.07149057655, 7.03141424882, 7.04711606335, 7.02321802752, 7.04087721105, 7.03043458299, 7.04209530195, 7.04043597035, 7.03814574045, 7.0556366812, 7.05176663886, 7.0432575996, 7.0526591899, 7.06075128544, 7.03391065958, 7.02964545359, 7.0373473631, 7.03163471817, 7.05241413998, 7.06952131977, 7.03812015136, 7.03147308108, 7.04148516153, 7.04305820057, 7.04723590743, 7.02277950939, 7.05260861331, 7.06474682111]	0.95	1	0.1	2
7.043983729447991	[7.04674708374, 7.05710916854]	0.95	1	0.1	5
7.043983729515642	[7.06967454315]	0.95	3	0.1	2
7.0439837295261905	[7.02139024809, 7.06091123217, 7.043468815]	0.95	1	0.1	6
7.043983730752219	[6.93391434681]	0.95	8	0.2	4
7.0439837319500125	[6.82806088138]	0.95	2	2.0	3
7.043983731681297	[6.81212075604]	0.95	15	0.5	4
7.043983730584048	[7.12627351354]	0.95	15	0.1	6
7.043983730842041	[7.09501784287]	1.0	4	0.1	7
7.043983733287146	[6.95371120938]	0.95	1	4.0	6
7.043983733757576	[6.97098819746]	0.95	1	5.0	4
7.043983733959295	[7.07014460407]	0.95	10	4.0	3
7.043983733993224	[7.02526641509]	1.0	1	4.0	5
7.043983731625263	[6.93489540008]	1.0	4	0.2	9
7.0439837338756535	[6.93912115584]	1.0	15	2.0	6
7.043983733729797	[6.93884787596]	1.0	8	2.0	8
7.043983734126256	[6.99650936352]	0.95	5	4.0	9
7.043983733101921	[6.90841972009]	0.95	8	2.0	10
7.043983734299716	[6.99560431671]	0.95	2	5.0	9
7.043983735542822	[7.214948218]	0.95	4	10.0	5
7.043983734025724	[7.00053091909]	0.95	20	3.0	8
7.043983736069113	[7.32788694477]	0.95	15	10.0	4
7.043983735279387	[7.1224664816]	0.95	20	5.0	8
7.0439837361812545	[7.17275564308]	1.0	2	10.0	7
7.043983735688498	[7.11896286742]	1.0	8	5.0	9
7.043983737171483	[7.33614662446]	1.0	10	10.0	10
