4.153078686066989	[4.18730676872, 4.17163023228]	0.95	1	8.0	10
4.14822784529297	[4.16071730987, 4.14160053196, 4.21594026215, 4.09988119791]	0.95	1	10.0	10
4.160827672070685	[4.13073561518]	0.95	1	8.0	9
4.158927959720157	[4.12145544712, 4.09864413443, 4.11690132846]	0.95	1	5.0	10
4.156102163283081	[4.16262693656]	0.95	1	10.0	9
4.165199692559137	[4.07478314241]	0.95	1	10.0	8
4.199532271331217	[4.12156319521]	0.95	1	3.0	7
4.213376406801824	[4.25124121551]	0.95	1	0.2	10
4.239384798178278	[4.20527785575]	0.95	2	0.5	8
4.236931667139028	[4.2370347136]	0.95	1	0.5	6
4.289326568190038	[4.21219794178]	0.95	5	3.0	7
4.272921594137969	[4.27620212792]	1.0	2	5.0	9
4.2863799231269635	[4.25331037675]	0.95	5	5.0	6
4.297360090749354	[4.25160670522]	0.95	5	2.0	7
4.304756548275293	[4.18961781246]	1.0	3	5.0	8
4.239415981257522	[4.35524626661]	0.95	1	10.0	2
4.30780926041709	[4.31355215072]	1.0	4	10.0	9
4.308608407116578	[4.30532004934]	0.95	5	0.2	9
4.333590381962545	[4.43014202086]	0.95	8	0.1	10
4.384531449409464	[4.42427540694]	1.0	8	10.0	6
4.363516259318726	[4.41996523377]	1.0	3	0.1	8
4.410270513896946	[4.41982504703]	1.0	10	5.0	7
4.430512094862456	[4.45450666279]	1.0	10	2.0	7
4.400386442117927	[4.35392687431]	1.0	4	2.0	3
4.408182995836654	[4.4285327708]	1.0	5	0.1	8
4.465714008077993	[4.44119146679]	1.0	15	3.0	5
4.439246395536562	[4.42649910228]	0.95	25	0.5	6
4.451676099985624	[4.58732869561]	1.0	25	10.0	9
4.497482784956201	[4.54301023703]	1.0	10	0.2	2
4.5231448967662535	[4.58209385345]	1.0	25	4.0	3
