6.01577048881535	[5.94526026756]	0.95	1	10.0	3
6.011935685468563	[6.10539098894, 5.85128905533, 6.0015395333, 5.98830676067, 5.95734694072, 6.10549807968]	0.95	1	10.0	2
6.024644590095528	[6.07648368103, 6.09125430104]	0.95	2	10.0	2
6.021547968251497	[6.04475401962, 5.97138287299]	0.95	1	10.0	4
6.031259454582374	[5.93873957257, 6.01880888977]	0.95	1	8.0	2
6.02863047098235	[6.04784907194]	0.95	1	10.0	5
6.0381075779221565	[6.0985269992]	0.95	2	10.0	5
6.085269533868754	[6.13155362411]	0.95	4	8.0	7
6.081561809136543	[6.18258700361, 6.10564123247]	0.95	8	10.0	2
6.166758340414184	[6.08349190087]	0.95	5	3.0	5
6.094152881236498	[6.17700341935]	1.0	2	10.0	8
6.1480331099111565	[6.34741041844]	0.95	30	8.0	6
6.186869440985619	[6.06270300359]	1.0	10	4.0	8
6.250825850747596	[6.09408693498]	0.95	8	1.0	4
6.199924254983955	[6.05204088147]	0.95	25	3.0	10
6.245779774447845	[6.14659943011]	0.95	25	2.0	4
6.255755057682899	[6.10630909723]	0.95	1	0.5	4
6.298480778430781	[6.2556783034]	0.95	8	0.5	4
6.257148771007433	[6.08088160566]	1.0	2	1.0	2
6.281996971395884	[6.16586125249]	0.95	25	1.0	8
6.298184966479487	[6.38821916648]	0.95	2	0.2	2
6.342746942247191	[6.40789866865]	0.95	5	0.2	4
6.318041891924893	[6.21991849236]	0.95	2	0.5	10
6.360719069231044	[6.23074233799]	1.0	15	0.5	8
6.3649745915746045	[6.44956741083]	1.0	3	0.2	2
6.3644086270098645	[6.33870787675]	1.0	20	0.5	4
6.406384158386853	[6.49195227914]	1.0	8	0.2	4
6.434082699611071	[6.70942943323]	0.95	15	0.1	8
6.416536400438318	[6.54834616532]	0.95	2	0.1	9
6.4683467697896235	[6.70431899172]	1.0	5	0.1	6
