6.3307354037650585	[6.32387692994]	0.95	4	1.0	4
6.3307354030385365	[6.12958845945]	0.95	2	3.0	4
6.330735400104168	[6.26310453567]	0.95	1	0.2	5
6.33073540784363	[6.21972217663]	0.95	20	0.5	4
6.330735414256107	[6.3414999996]	1.0	10	1.0	3
6.33073541615705	[6.36781741443]	1.0	10	3.0	6
6.33073540961402	[6.32921707578]	1.0	3	0.1	6
6.33073541420181	[6.46168220979]	1.0	8	3.0	2
6.330735415739464	[6.35831235514]	1.0	5	8.0	5
6.33073541093005	[6.38299844276]	0.95	25	2.0	8
6.330735408835203	[6.39877324804]	1.0	1	0.2	8
6.330735411343691	[6.39223206863]	0.95	25	5.0	3
