Script	Run	Model	Distance	Surprisal	MI	Memory	UnigramCE	Type
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	1073026	RANDOM	0	3.723690590426838	1.694752384001351	0	3.723690590426838	RANDOM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	1073026	RANDOM	1	2.028938206425487	0.31620533504903836	1.694752384001351	3.723690590426838	RANDOM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	1073026	RANDOM	2	1.7127328713764487	0.2295269253370873	2.3271630540994277	3.723690590426838	RANDOM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	1073026	RANDOM	3	1.4832059460393614	0.12744198037702614	3.0157438301106896	3.723690590426838	RANDOM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	1073026	RANDOM	4	1.3557639656623353	0.03012638927780409	3.525511751618794	3.723690590426838	RANDOM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	1073026	RANDOM	5	1.3256375763845312	0.0	3.676143698007815	3.723690590426838	RANDOM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	1073026	RANDOM	6	1.3256375763845312	0.0	3.676143698007815	3.723690590426838	RANDOM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	1073026	RANDOM	7	1.3256375763845312	0.0	3.676143698007815	3.723690590426838	RANDOM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	1073026	RANDOM	8	1.3256375763845312	0.0	3.676143698007815	3.723690590426838	RANDOM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	1073026	RANDOM	9	1.3256375763845312	0.0	3.676143698007815	3.723690590426838	RANDOM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	1073026	RANDOM	10	1.3256375763845312	0.0	3.676143698007815	3.723690590426838	RANDOM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	1073026	RANDOM	11	1.3256375763845312	0	3.676143698007815	3.723690590426838	RANDOM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	1174216	RANDOM	0	3.723690590426838	1.7158167259255057	0	3.723690590426838	RANDOM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	1174216	RANDOM	1	2.0078738645013323	0.3170134751663849	1.7158167259255057	3.723690590426838	RANDOM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	1174216	RANDOM	2	1.6908603893349474	0.2269392040280147	2.3498436762582755	3.723690590426838	RANDOM
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	1174216	RANDOM	3	1.4639211853069327	0.12330814470955986	3.0306612883423196	3.723690590426838	RANDOM
