Script	Type	Run	InterpPoint	Memory	MI
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	REAL	2583261	0	0.0923777967691	0.0923777967691
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	REAL	2583261	1	0.184755593538	0.184755593538
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	REAL	2583261	2	0.277133405209	0.277133405209
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	REAL	2583261	3	0.369511187077	0.369511187077
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	REAL	2583261	4	0.461888998747	0.461888968945
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	REAL	2583261	5	0.554266810417	0.554266810417
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	REAL	2583261	6	0.646644592285	0.646644592285
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	REAL	2583261	7	0.739022374153	0.739022374153
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	REAL	2583261	8	0.831400215626	0.831400215626
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	REAL	2583261	9	0.923777997494	0.923777937889
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	REAL	2583261	10	1.01615583897	1.01615583897
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	REAL	2583261	11	1.10853362083	1.10853362083
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	REAL	2583261	12	1.2009114027	1.2009114027
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	REAL	2583261	13	1.29328918457	1.29328918457
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	REAL	2583261	14	1.38566696644	1.38566696644
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	REAL	2583261	15	1.47804474831	1.47804474831
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	REAL	2583261	16	1.57042264938	1.57042264938
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	REAL	2583261	17	1.66280043125	1.66280043125
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	REAL	2583261	18	1.75517821312	1.75517821312
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	REAL	2583261	19	1.84755599499	1.84052240849
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	REAL	2583261	20	1.93993377686	1.88671135902
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	REAL	2583261	21	2.03231167793	1.93290030956
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	REAL	2583261	22	2.12468934059	1.97908914089
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	REAL	2583261	23	2.21706724167	2.02527809143
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	REAL	2583261	24	2.30944490433	2.07146692276
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	REAL	2583261	25	2.4018228054	2.11402344704
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	REAL	2583261	26	2.49420070648	2.1448161602
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	REAL	2583261	27	2.58657836914	2.17560863495
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	REAL	2583261	28	2.67895627022	2.20640134811
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	REAL	2583261	29	2.77133393288	2.23719382286
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	REAL	2583261	30	2.86371183395	2.26798629761
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	REAL	2583261	31	2.95608949661	2.29877901077
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	REAL	2583261	32	3.04846739769	2.32434058189
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	REAL	2583261	33	3.14084529877	2.34743523598
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	REAL	2583261	34	3.23322296143	2.37052965164
