Script	Run	Model	AUC
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	1073026	RANDOM	22.989898546912883
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	1249004	RANDOM	22.862913153485174
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	1836700	RANDOM	22.882181663760555
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	2099716	RANDOM	22.88348339549048
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	2583261	REAL	22.40817064879137
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	2981015	RANDOM	22.973039471097426
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	3298779	RANDOM	22.793342816590446
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	3305398	RANDOM	22.663707294838517
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	3577533	RANDOM	22.783357897230815
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	3585227	3208767_3656860	22.48530828222363
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	3719869	RANDOM	22.705428526993263
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	3762284	RANDOM	22.732807132537097
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	3858463	RANDOM	22.93593871849754
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	5076404	6395637_7354001	22.51059404177217
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	5100991	RANDOM	22.78073823478175
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	5230446	RANDOM	22.809184973479525
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	6406793	RANDOM	22.854822210976735
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	6437029	829447_7044825	22.51964852322276
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	7713235	RANDOM	22.830797818552345
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	8409549	4831858_3790018	22.489260108610758
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	8952253	RANDOM	22.867649930251048
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	8988855	RANDOM	22.806766643455187
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	9348325	RANDOM	22.711877786539837
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	9512227	RANDOM	22.91060642556616
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	9778466	6803368_2079202	22.486539759987245
forWords_Sesotho_RandomOrder_FormsWordsGraphemes_HeldoutClip.py	978564	RANDOM	22.695771678495873
forWords_Sesotho_RandomOrder_Normalized_HeldoutClip.py	1526828	RANDOM	38.79884592385878
forWords_Sesotho_RandomOrder_Normalized_HeldoutClip.py	1622491	8480303_6900616	38.528318820314794
forWords_Sesotho_RandomOrder_Normalized_HeldoutClip.py	1657627	4972104_7498743	38.535543738236555
forWords_Sesotho_RandomOrder_Normalized_HeldoutClip.py	188473	RANDOM	38.775837178380264
forWords_Sesotho_RandomOrder_Normalized_HeldoutClip.py	2276512	RANDOM	38.92922559752101
forWords_Sesotho_RandomOrder_Normalized_HeldoutClip.py	3095887	862072_7556199	38.532015159054865
forWords_Sesotho_RandomOrder_Normalized_HeldoutClip.py	313631	RANDOM	38.82425682000248
forWords_Sesotho_RandomOrder_Normalized_HeldoutClip.py	4600590	RANDOM	38.73637141804569
forWords_Sesotho_RandomOrder_Normalized_HeldoutClip.py	498659	7265771_4379854	38.53050591652497
forWords_Sesotho_RandomOrder_Normalized_HeldoutClip.py	5294150	RANDOM	38.885460386207676
forWords_Sesotho_RandomOrder_Normalized_HeldoutClip.py	543466	RANDOM	38.744650472821064
forWords_Sesotho_RandomOrder_Normalized_HeldoutClip.py	5582381	RANDOM	38.80613718950598
forWords_Sesotho_RandomOrder_Normalized_HeldoutClip.py	5643639	RANDOM	38.9082258415829
forWords_Sesotho_RandomOrder_Normalized_HeldoutClip.py	6097489	RANDOM	38.8770829044239
forWords_Sesotho_RandomOrder_Normalized_HeldoutClip.py	6288649	REVERSE	38.91211496797993
forWords_Sesotho_RandomOrder_Normalized_HeldoutClip.py	6396009	348364_4160202	38.52786884658532
forWords_Sesotho_RandomOrder_Normalized_HeldoutClip.py	6452131	8798398_5061089	38.53362865974668
forWords_Sesotho_RandomOrder_Normalized_HeldoutClip.py	6813435	RANDOM	38.76599119929804
forWords_Sesotho_RandomOrder_Normalized_HeldoutClip.py	708372	4843002_8424600	38.532890409888665
forWords_Sesotho_RandomOrder_Normalized_HeldoutClip.py	7310592	RANDOM	38.69261239822451
forWords_Sesotho_RandomOrder_Normalized_HeldoutClip.py	7328413	RANDOM	38.722565393250626
forWords_Sesotho_RandomOrder_Normalized_HeldoutClip.py	7489943	9368684_7802550	38.524594283446504
forWords_Sesotho_RandomOrder_Normalized_HeldoutClip.py	7537726	RANDOM	38.68374104123519
forWords_Sesotho_RandomOrder_Normalized_HeldoutClip.py	7752326	RANDOM	38.705931534625336
forWords_Sesotho_RandomOrder_Normalized_HeldoutClip.py	8166331	RANDOM	38.81302434042246
forWords_Sesotho_RandomOrder_Normalized_HeldoutClip.py	8243670	REAL	38.55870440967655
forWords_Sesotho_RandomOrder_Normalized_HeldoutClip.py	8326140	RANDOM	38.68959245469303
forWords_Sesotho_RandomOrder_Normalized_HeldoutClip.py	846196	RANDOM	38.79887802114278
forWords_Sesotho_RandomOrder_Normalized_HeldoutClip.py	8464120	RANDOM	38.70771987019419
forWords_Sesotho_RandomOrder_Normalized_HeldoutClip.py	8476022	8951345_4556583	38.52505346746238
forWords_Sesotho_RandomOrder_Normalized_HeldoutClip.py	8911496	1999224_3663661	38.52860169758217
forWords_Sesotho_RandomOrder_Normalized_HeldoutClip.py	9220063	RANDOM	38.81769996776198
