Type	Residual	ModelID	TotalMI
RANDOM_BY_TYPE	4.73603374408	5996362	0.348979200494
RANDOM_BY_TYPE	4.74762377177	3695397	0.334996395084
RANDOM_BY_TYPE	4.75559347426	532202	0.328257635369
RANDOM_BY_TYPE	4.77326519151	8191511	0.31151329268
RANDOM_BY_TYPE	4.74532148039	4696770	0.338537127456
GROUND	4.74582267412	9313398	0.337963528336
