Type	Residual	ModelID	TotalMI
RANDOM_BY_TYPE	5.65292844616	486223	0.373094947482
RANDOM_BY_TYPE	5.653189369	3915952	0.373603817175
RANDOM_BY_TYPE	5.63689919653	6739953	0.390385359212
RANDOM_BY_TYPE	5.64852198356	2724092	0.378434336929
RANDOM_BY_TYPE	5.66336903577	3927764	0.364623419161
GROUND	5.59138021195	6811486	0.434399130883
