Type	Residual	ModelID	TotalMI
RANDOM_BY_TYPE	6.62279141764	2528093	0.255459268039
RANDOM_BY_TYPE	6.64667851208	1200659	0.234372564961
RANDOM_BY_TYPE	6.61014657147	5919894	0.265978367636
RANDOM_BY_TYPE	6.62826154739	3289409	0.255148096732
RANDOM_BY_TYPE	6.62909877871	9345148	0.258774062303
GROUND	6.52710296014	2766976	0.349957459796
