Type	Residual	ModelID	TotalMI
RANDOM_BY_TYPE	5.72201357129	6897180	0.559142121759
RANDOM_BY_TYPE	5.67509358144	7382759	0.604812441874
RANDOM_BY_TYPE	5.68390374622	1899622	0.595266649536
RANDOM_BY_TYPE	5.72470675378	8086559	0.554147446543
RANDOM_BY_TYPE	5.69479879502	7732388	0.583382070253
GROUND	5.54913048825	6846887	0.728156480308
