Type	Residual	ModelID	TotalMI
RANDOM_BY_TYPE	6.18037444922	6804947	0.320908902202
RANDOM_BY_TYPE	6.17466160764	2590401	0.325189502169
RANDOM_BY_TYPE	6.16902991298	3410510	0.336298393151
RANDOM_BY_TYPE	6.16909538723	3946947	0.331007534991
RANDOM_BY_TYPE	6.18560982886	8729318	0.315786016848
GROUND	6.1673202367	8146011	0.33292482549
