Type	Residual	ModelID	TotalMI
RANDOM_BY_TYPE	4.29401218346	366919	0.332305499814
RANDOM_BY_TYPE	4.25185841682	3754685	0.373828289084
RANDOM_BY_TYPE	4.32015924122	5709793	0.310484997859
RANDOM_BY_TYPE	4.28895669802	6752551	0.34194405838
RANDOM_BY_TYPE	4.29034722359	279104	0.340395444342
RANDOM_BY_TYPE	4.25890010321	7340092	0.366610320291
GROUND	4.24235842669	7615815	0.382858229738
GROUND	4.24232658337	3387518	0.382737144934
