Type	Residual	ModelID	TotalMI
RANDOM_BY_TYPE	5.34059335772	9780065	0.44947419158
RANDOM_BY_TYPE	5.35663772626	1916137	0.434631096875
RANDOM_BY_TYPE	5.34886938458	3024341	0.435086407378
RANDOM_BY_TYPE	5.33693532893	6765558	0.447650961233
RANDOM_BY_TYPE	5.38083086173	2845662	0.404852211831
GROUND	5.22534943315	2376660	0.565243565792
