Type	Residual	ModelID	TotalMI
RANDOM_BY_TYPE	4.46370145375	8574686	0.323866795657
RANDOM_BY_TYPE	4.44185920802	5183512	0.345726324058
RANDOM_BY_TYPE	4.44269643999	1245613	0.342873069542
RANDOM_BY_TYPE	4.39932468402	628739	0.390782400272
RANDOM_BY_TYPE	4.41366252683	9074249	0.375191972754
GROUND	4.39092239307	2156152	0.397698591458
