Type	Residual	ModelID	TotalMI
RANDOM_BY_TYPE	3.60192863098	4797095	0.0989960993742
RANDOM_BY_TYPE	3.5994204592	4538435	0.101048586775
RANDOM_BY_TYPE	3.58298020009	4532367	0.118600084428
RANDOM_BY_TYPE	3.58984841426	9064523	0.11160839921
RANDOM_BY_TYPE	3.58346159156	5933578	0.120430962722
GROUND	3.54723833242	5391171	0.153653777921
