Type	Residual	ModelID	TotalMI
RANDOM_BY_TYPE	4.88002408603	2723085	0.0958461855224
RANDOM_BY_TYPE	4.87612206251	1089755	0.100146825796
RANDOM_BY_TYPE	4.87583002632	5110037	0.100622736112
RANDOM_BY_TYPE	4.87743565278	7549032	0.10003502253
RANDOM_BY_TYPE	4.86380827854	7803978	0.112153972381
RANDOM_BY_TYPE	4.86105048611	1771560	0.115638539141
RANDOM_BY_TYPE	4.87754033317	2665709	0.0991584313775
GROUND	4.78782007822	8424411	0.189245844819
