Model	Language	Code	Type	Distance	ConditionalMI	TotalMI
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	REAL_REAL	1	0.258432155459	0.353957595045
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	REAL_REAL	2	0.10106203938	0.353957595045
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	REAL_REAL	3	0.0602245575757	0.353957595045
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	REAL_REAL	4	0.0406930127503	0.353957595045
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	REAL_REAL	5	0.0285117997401	0.353957595045
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	REAL_REAL	6	0.0232061486592	0.353957595045
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	REAL_REAL	7	0.0140335455119	0.353957595045
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	REAL_REAL	8	0.00971220508438	0.353957595045
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	REAL_REAL	9	0.0067682548764	0.353957595045
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	REAL_REAL	10	0.00563827236142	0.353957595045
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	REAL_REAL	11	0.00445530087767	0.353957595045
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	REAL_REAL	12	0.000790499216685	0.353957595045
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	REAL_REAL	13	5.69588095407e-05	0.353957595045
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	REAL_REAL	14	0.000327918755445	0.353957595045
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	REAL_REAL	15	0	0.353957595045
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	REAL_REAL	16	0.00103119165145	0.353957595045
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	REAL_REAL	17	0.000858269324169	0.353957595045
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	REAL_REAL	18	0.000898529536427	0.353957595045
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	REAL_REAL	19	0.000853490249245	0.353957595045
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	REAL_REAL	1	0.256826229229	0.350987924433
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	REAL_REAL	2	0.0993952065662	0.350987924433
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	REAL_REAL	3	0.05973836173	0.350987924433
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	REAL_REAL	4	0.0393847604681	0.350987924433
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	REAL_REAL	5	0.0268090593252	0.350987924433
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	REAL_REAL	6	0.0234531553182	0.350987924433
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	REAL_REAL	7	0.0137319238664	0.350987924433
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	REAL_REAL	8	0.0109274343403	0.350987924433
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	REAL_REAL	9	0.00906988295965	0.350987924433
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	REAL_REAL	10	0.00533565944802	0.350987924433
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	REAL_REAL	11	0.00503993797003	0.350987924433
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	REAL_REAL	12	0.00201653537497	0.350987924433
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	REAL_REAL	13	0	0.350987924433
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	REAL_REAL	14	0.000460681156599	0.350987924433
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	REAL_REAL	15	0	0.350987924433
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	REAL_REAL	16	0.000788581758123	0.350987924433
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	REAL_REAL	17	0	0.350987924433
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	REAL_REAL	18	0.0015865715336	0.350987924433
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	REAL_REAL	19	0	0.350987924433
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	RANDOM_BY_TYPE	1	0.183450867941	0.320399280714
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	RANDOM_BY_TYPE	2	0.130019868985	0.320399280714
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	RANDOM_BY_TYPE	3	0.0986426205959	0.320399280714
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	RANDOM_BY_TYPE	4	0.0687088336916	0.320399280714
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	RANDOM_BY_TYPE	5	0.0444344534459	0.320399280714
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	RANDOM_BY_TYPE	6	0.0299369843792	0.320399280714
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	RANDOM_BY_TYPE	7	0.0222448666077	0.320399280714
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	RANDOM_BY_TYPE	8	0.0190933962136	0.320399280714
yWithMorphologySequentialStreamDropoutDev_BaselineLanguage_Fast_SaveLast_NoFinePOS_POSOnly.py	Basque	Basque	RANDOM_BY_TYPE	9	0.00861237237675	0.320399280714
