Type	Distance	ConditionalMI	TotalMI	ModelID	UnigramCE
REAL_REAL	1	0.69733016776	0.72563298348	5911420	8.48594441128
REAL_REAL	2	0.02339761458	0.72563298348	5911420	8.48594441128
REAL_REAL	3	0.00309788335	0.72563298348	5911420	8.48594441128
REAL_REAL	4	0.001016117	0.72563298348	5911420	8.48594441128
REAL_REAL	5	0.000417824419999	0.72563298348	5911420	8.48594441128
REAL_REAL	6	0.0002137594	0.72563298348	5911420	8.48594441128
REAL_REAL	7	7.88849399997e-05	0.72563298348	5911420	8.48594441128
REAL_REAL	8	5.056991e-05	0.72563298348	5911420	8.48594441128
REAL_REAL	9	3.01621200007e-05	0.72563298348	5911420	8.48594441128
REAL_REAL	1	0.69721984785	0.72472548009	1681400	8.48594441128
REAL_REAL	2	0.02279717261	0.72472548009	1681400	8.48594441128
REAL_REAL	3	0.00306045116	0.72472548009	1681400	8.48594441128
REAL_REAL	4	0.0009866891	0.72472548009	1681400	8.48594441128
REAL_REAL	5	0.00038358468	0.72472548009	1681400	8.48594441128
REAL_REAL	6	0.00018187883	0.72472548009	1681400	8.48594441128
REAL_REAL	7	4.70043799998e-05	0.72472548009	1681400	8.48594441128
REAL_REAL	8	1.868935e-05	0.72472548009	1681400	8.48594441128
REAL_REAL	9	3.01621299998e-05	0.72472548009	1681400	8.48594441128
REAL_REAL	1	0.69733016776	0.72494558542	5162968	8.48594441128
REAL_REAL	2	0.02258818624	0.72494558542	5162968	8.48594441128
REAL_REAL	3	0.00321991362	0.72494558542	5162968	8.48594441128
REAL_REAL	4	0.001016117	0.72494558542	5162968	8.48594441128
REAL_REAL	5	0.00041782442	0.72494558542	5162968	8.48594441128
REAL_REAL	6	0.000213759399999	0.72494558542	5162968	8.48594441128
REAL_REAL	7	7.88849400006e-05	0.72494558542	5162968	8.48594441128
REAL_REAL	8	5.056991e-05	0.72494558542	5162968	8.48594441128
REAL_REAL	9	3.01621299998e-05	0.72494558542	5162968	8.48594441128
REAL_REAL	1	0.69723969547	0.72471480217	4068211	8.48594441128
REAL_REAL	2	0.02261359914	0.72471480217	4068211	8.48594441128
REAL_REAL	3	0.00305050157	0.72471480217	4068211	8.48594441128
REAL_REAL	4	0.00102452356	0.72471480217	4068211	8.48594441128
REAL_REAL	5	0.00041310606	0.72471480217	4068211	8.48594441128
REAL_REAL	6	0.000213759389999	0.72471480217	4068211	8.48594441128
REAL_REAL	7	7.88849400006e-05	0.72471480217	4068211	8.48594441128
REAL_REAL	8	5.056992e-05	0.72471480217	4068211	8.48594441128
REAL_REAL	9	3.01621199998e-05	0.72471480217	4068211	8.48594441128
REAL_REAL	1	0.69716743579	0.72495595411	8525058	8.48594441128
REAL_REAL	2	0.02278501864	0.72495595411	8525058	8.48594441128
REAL_REAL	3	0.00319382271	0.72495595411	8525058	8.48594441128
REAL_REAL	4	0.00101847618	0.72495595411	8525058	8.48594441128
REAL_REAL	5	0.00041782441	0.72495595411	8525058	8.48594441128
REAL_REAL	6	0.000213759399999	0.72495595411	8525058	8.48594441128
REAL_REAL	7	7.88849400006e-05	0.72495595411	8525058	8.48594441128
REAL_REAL	8	5.056992e-05	0.72495595411	8525058	8.48594441128
REAL_REAL	9	3.01621199998e-05	0.72495595411	8525058	8.48594441128
RANDOM_BY_TYPE	1	0.51992222121	0.54856870374	2322512	8.48594441128
RANDOM_BY_TYPE	2	0.02603727298	0.54856870374	2322512	8.48594441128
RANDOM_BY_TYPE	3	0.00149870002	0.54856870374	2322512	8.48594441128
RANDOM_BY_TYPE	4	0.000685438260001	0.54856870374	2322512	8.48594441128
RANDOM_BY_TYPE	5	0.0002896514	0.54856870374	2322512	8.48594441128
RANDOM_BY_TYPE	6	0.000119517	0.54856870374	2322512	8.48594441128
