Model	Language	Command	Loss	Accuracy	AccuracyLabeled	Duration
REAL_REAL	Serbian	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Serbian REAL_REAL 0.001 0.9 0.999 0.3 50 15 2 50 1 True 300 0.2 100 200 300	0.867979085324	0.832007400555	0.765217391304	6
REAL_REAL	Serbian	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Serbian REAL_REAL 0.001 0.9 0.999 0.3 50 15 2 50 1 True 300 0.2 100 200 300	0.841247278579	0.847548566142	0.778168362627	7
REAL_REAL	Serbian	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Serbian REAL_REAL 0.001 0.9 0.999 0.3 50 15 2 50 1 True 300 0.2 100 200 300	0.875435853688	0.835892691952	0.771137835338	6
REAL_REAL	Serbian	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Serbian REAL_REAL 0.001 0.9 0.999 0.3 50 15 2 50 1 True 300 0.2 100 200 300	0.853337050322	0.844773358002	0.779093432007	8
REAL_REAL	Serbian	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Serbian REAL_REAL 0.001 0.9 0.999 0.3 50 15 2 50 1 True 300 0.2 100 200 300	0.831209487192	0.845698427382	0.780203515264	9
REAL_REAL	Serbian	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Serbian REAL_REAL 0.001 0.9 0.999 0.3 50 15 2 50 1 True 300 0.2 100 200 300	0.838867910034	0.839037927845	0.778723404255	8
REAL_REAL	Serbian	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Serbian REAL_REAL 0.001 0.9 0.999 0.3 50 15 2 50 1 True 300 0.2 100 200 300	0.832324543229	0.844033302498	0.78131359852	8
REAL_REAL	Serbian	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Serbian REAL_REAL 0.001 0.9 0.999 0.3 50 15 2 50 1 True 300 0.2 100 200 300	0.803462733922	0.850138760407	0.78926919519	9
REAL_REAL	Serbian	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Serbian REAL_REAL 0.001 0.9 0.999 0.3 50 15 2 50 1 True 300 0.2 100 200 300	0.826501162465	0.846623496762	0.787974098057	10
REAL_REAL	Serbian	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Serbian REAL_REAL 0.001 0.9 0.999 0.3 50 15 2 50 1 True 300 0.2 100 200 300	0.849022732081	0.842923219241	0.780943570768	8
REAL_REAL	Serbian	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Serbian REAL_REAL 0.001 0.9 0.999 0.3 50 15 2 50 1 True 300 0.2 100 200 300	0.844878958332	0.84532839963	0.783348751156	10
REAL_REAL	Serbian	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Serbian REAL_REAL 0.001 0.9 0.999 0.3 50 15 2 50 1 True 300 0.2 100 200 300	0.822714301461	0.842923219241	0.785938945421	10
REAL_REAL	Serbian	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Serbian REAL_REAL 0.001 0.9 0.999 0.3 50 15 2 50 1 True 300 0.2 100 200 300	0.842857016335	0.838667900093	0.770397779833	7
REAL_REAL	Serbian	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Serbian REAL_REAL 0.001 0.9 0.999 0.3 50 15 2 50 1 True 300 0.2 100 200 300	0.844030507332	0.841258094357	0.776503237743	8
REAL_REAL	Serbian	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Serbian REAL_REAL 0.001 0.9 0.999 0.3 50 15 2 50 1 True 300 0.2 100 200 300	0.836510963334	0.841998149861	0.782053654024	8
REAL_REAL	Serbian	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Serbian REAL_REAL 0.001 0.9 0.999 0.3 50 15 2 50 1 True 300 0.2 100 200 300	0.875403371241	0.82756706753	0.760037002775	6
REAL_REAL	Serbian	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Serbian REAL_REAL 0.001 0.9 0.999 0.3 50 15 2 50 1 True 300 0.2 100 200 300	0.84717583696	0.845143385754	0.784828862165	8
REAL_REAL	Serbian	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Serbian REAL_REAL 0.001 0.9 0.999 0.3 50 15 2 50 1 True 300 0.2 100 200 300	0.848925133792	0.833487511563	0.766697502313	7
REAL_REAL	Serbian	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Serbian REAL_REAL 0.001 0.9 0.999 0.3 50 15 2 50 1 True 300 0.2 100 200 300	0.881897665371	0.841628122109	0.772987974098	6
REAL_REAL	Serbian	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Serbian REAL_REAL 0.001 0.9 0.999 0.3 50 15 2 50 1 True 300 0.2 100 200 300	0.818340881702	0.847548566142	0.788899167438	11
REAL_REAL	Serbian	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Serbian REAL_REAL 0.001 0.9 0.999 0.3 50 15 2 50 1 True 300 0.2 100 200 300	0.851382557889	0.841258094357	0.778168362627	8
REAL_REAL	Serbian	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Serbian REAL_REAL 0.001 0.9 0.999 0.3 50 15 2 50 1 True 300 0.2 100 200 300	0.819779953352	0.845698427382	0.7822386679	9
REAL_REAL	Serbian	readDataDistEnglishGPUFreeParsingUnbiasedEntropy_Fixed_REAL_Fast_Broad_Config_Dev_Labeled_MLP_Batch_ContentOnly_Controlled_Morphology.py Serbian REAL_REAL 0.001 0.9 0.999 0.3 50 15 2 50 1 True 300 0.2 100 200 300	0.823287880763	0.847918593895	0.789084181314	9
